,0
EFO_0000319,3.1890475623661723
EFO_0000341,-1.0906113204177583
EFO_0004314,0.9809820212955903
EFO_0004338,3.9782854981736846
EFO_0004344,-0.09963697749463746
EFO_0004462,-1.2450755016477313
EFO_0004468,-0.22469135968751466
EFO_0004535,-0.31642900177766786
EFO_0004536,2.1102685484146972
EFO_0004568,-0.6481503657280213
EFO_0004570,0.3490101684831884
EFO_0004617,0.5771852082130517
EFO_0004627,-1.2881229471639504
EFO_0004631,-0.2433497332962503
EFO_0004682,-0.6596282472454973
EFO_0004703,9.641330982683598
EFO_0004704,17.713984963851725
EFO_0004741,4.575916636719353
EFO_0004761,3.607839515871028
EFO_0004838,9.320483632742814
EFO_0005036,6.633443418840887
EFO_0005047,0.2143239368702929
EFO_0005055,0.8412183328005896
EFO_0005090,0.6089315046332686
EFO_0005116,1.7112194214235001
EFO_0005210,8.247619429169072
EFO_0005423,-0.5485385431942347
EFO_0006312,0.491446286991432
EFO_0006340,5.806694935996795
EFO_0006525,3.5474154218874694
EFO_0006939,0.27831534028555316
EFO_0007005,0.6698646356728822
EFO_0007629,6.467025219620402
EFO_0007800,-1.101739010150623
EFO_0007822,-1.1794907285724587
EFO_0007869,-0.46621964725179366
EFO_0007874,1.4846667964885463
EFO_0007876,0.8349682835620748
EFO_0007885,2.021071705728904
EFO_0007989,1.1355666711117456
EFO_0007990,0.853517993564895
EFO_0007991,2.0697625931762675
EFO_0007993,2.6915587224595177
EFO_0008002,0.7686945201771955
EFO_0008354,0.04845329318885587
EFO_0008446,2.6201352723200126
EFO_0009718,9.901613661084616
EFO_0009749,2.334783605463065
EFO_0009819,65.30232683567677
EFO_0010067,19.958391641786548
EFO_0010554,6.237423918599145
EFO_0010701,3.823083348784365
EFO_0020865,149.15295560539857
EFO_0022196,2.512520526690332
EFO_0803544,4.552981344232186
GO_0006306,0.8804109333804634
HP_0000539,0.4618808655832837
MONDO_0005405,1.8707402527187567
MONDO_0100096,3.6520860022437156
