,0
EFO_0000274,2.1370132562032107
EFO_00002742023-07-27,38.69671173193984
EFO_00010712023-07-27,10.84023566541489
EFO_0001663,5.980421661295759
EFO_00016632023-07-27,2.4594871142177155
EFO_00030952023-07-27,1.418573551455189
EFO_0003843,-0.3093796632441753
EFO_0003923,3.175093484937802
EFO_00039232023-07-27,4.692021185840136
EFO_0004305,6.788415205337308
EFO_00043052023-07-27,6.879609945304968
EFO_0004308,3.713013222614441
EFO_00043082023-07-27,6.532700952645756
EFO_0004309,7.5502842867870985
EFO_00043092023-07-27,7.424513505131058
EFO_00043122023-07-27,3.7787754314196276
EFO_00043382023-07-27,6.624970866139466
EFO_00043402023-07-27,22.21530176424831
EFO_00043432023-07-27,4.020469942924128
EFO_00043482023-07-27,8.260262318320517
EFO_00044652023-07-27,4.199734096029914
EFO_0004468,0.5420757024659594
EFO_00044682023-07-27,2.780449488924578
EFO_0004509,0.38958559251277985
EFO_00045092023-07-27,7.758731390962567
EFO_0004518,7.433166032110614
EFO_00045182023-07-27,3.637887514995099
EFO_0004530,10.399140353145029
EFO_00045302023-07-27,6.7996357421525335
EFO_0004532,-0.8757284688585967
EFO_00045322023-07-27,7.324609175945501
EFO_0004535,20.54816814110888
EFO_00045352023-07-27,5.149485166531305
EFO_0004541,4.518588652525684
EFO_00045412023-07-27,4.0983484577318965
EFO_00045702023-07-27,8.482691612757991
EFO_0004574,1.0664179752768317
EFO_00045742023-07-27,9.796608679922782
EFO_00045872023-07-27,14.304562821345229
EFO_00046112023-07-27,6.436951324985958
EFO_0004612,8.280742837600581
EFO_00046122023-07-27,5.48125950812653
EFO_00047352023-07-27,5.847289838321345
EFO_00047362023-07-27,6.190546094418437
EFO_00047412023-07-27,4.389516344796993
EFO_0004748,4.8932144294947095
EFO_00047612023-07-27,9.056844042572166
EFO_0005036,-0.8869308169869632
EFO_00050362023-07-27,91.05819855319483
EFO_0005047,1.080860574647909
EFO_00050932023-07-27,-1.7284892589018723
EFO_0006312,12.558763963751282
EFO_00063122023-07-27,3.41000809101471
EFO_00063352023-07-27,5.200205842430483
EFO_00063362023-07-27,3.4795033030691855
EFO_00078692023-07-27,1.9045795913148775
EFO_00079932023-07-27,13.865692710746005
EFO_0010583,14.086202475038991
EFO_00105832023-07-27,9.660848904532239
EFO_0803544,-0.2677307746528684
EFO_0803546,9.823446857001025
EFO_0803548,6.359325464112692
