,0
EFO_0000274,2.155030907130906
EFO_0000319,1.8819373212452
EFO_0000341,10.262214404242053
EFO_0000384,1.384057953233907
EFO_0000612,5.746951438872777
EFO_0000684,0.3463549425154205
EFO_0000729,1.3538467044366502
EFO_0003761,3.0791507725927603
EFO_0003767,0.9273705595952642
EFO_0003923,6.92295512260534
EFO_0004314,6.407021364249759
EFO_0004338,0.1412201884138589
EFO_0004344,4.37539436903158
EFO_0004462,1.0941433293454028
EFO_0004465,10.25893611554115
EFO_0004468,1.9734515086332385
EFO_0004535,0.36866962449691326
EFO_0004536,2.2579965317828923
EFO_0004568,3.041529140593253
EFO_0004570,4.728195321723133
EFO_0004617,5.659571363096103
EFO_0004627,-0.0077646259366907335
EFO_0004631,4.050742992506291
EFO_0004682,0.42192241636836586
EFO_0004703,1.3869484011314261
EFO_0004704,5.243746536632842
EFO_0004705,0.0217032440225238
EFO_0004741,-0.36853570981324557
EFO_0004748,1.4034194520910477
EFO_0004761,3.498773947379648
EFO_0004838,0.39909658251256275
EFO_0004995,0.22380464163581834
EFO_0005036,1.3742419638677221
EFO_0005055,-0.3765699655317749
EFO_0005090,2.5154516472960666
EFO_0005210,1.935374909517925
EFO_0005213,7.104620479837017
EFO_0005423,-0.14743549026727076
EFO_0006312,-0.42201291677978287
EFO_0006340,0.7733536199903838
EFO_0006525,-0.4579027099301254
EFO_0006939,1.7240477460051213
EFO_0007005,2.2559453842881516
EFO_0007006,-0.250701625318407
EFO_0007629,0.8004349215698798
EFO_0007800,2.426249684675177
EFO_0007822,2.4859811826453115
EFO_0007869,0.24495923253399593
EFO_0007874,9.143825430580236
EFO_0007876,-1.3114480141564087
EFO_0007885,2.19067855663831
EFO_0007989,-0.7365822121176181
EFO_0007990,1.062553180239714
EFO_0007991,3.4401703839643023
EFO_0007992,-0.8465432090896657
EFO_0007993,2.705009751503994
EFO_0007994,4.6287400974715736
EFO_0007996,3.459419385915814
EFO_0007997,0.5660033093432127
EFO_0008354,2.761244986757488
EFO_0008446,1.5320725379798483
EFO_0009695,2.848021065511159
EFO_0009718,2.03526216875564
EFO_0009749,1.3317241824020858
EFO_0009819,0.50725518838297
EFO_0009924,3.6216365121579526
EFO_0009927,0.16562839716514802
EFO_0009931,2.6677014130918066
EFO_0009933,1.9638673688926747
EFO_0010067,2.7815612851243996
EFO_0010554,-0.07551325823779897
EFO_0010578,3.016281717706706
EFO_0010638,-0.749009251501897
EFO_0010701,3.180289571609981
EFO_0010972,0.8152005525787474
EFO_0020865,-0.6479904368114192
EFO_0020946,14.808287907966637
EFO_0022196,1.1261400365935077
EFO_0600088,0.6247168813960053
GO_0006306,1.7591759965008125
HP_0000539,6.474381472290033
HP_0000964,1.7999517562173601
MONDO_0004892,1.2251421196417152
MONDO_0004975,4.278003922870854
MONDO_0005147,8.50718966661942
MONDO_0005271,1.5586472976125971
MONDO_0005301,0.2981601099504658
MONDO_0005405,2.777827617386606
MONDO_0005575,7.3588656994556905
MONDO_0100096,3.3613479303472054
