Entrez_A	Entrez_B	num_dbs	dbs
3643	3717	1	pid2
3643	5836	1	pid2
3643	1796	1	pid2
3643	10580	1	pid2
3643	5137	1	pid2
3643	1950	1	pid2
3643	3716	1	pid2
3643	2534	1	pid2
3643	2309	1	pid2
3643	5290	1	pid2
3643	3082	1	pid2
3643	4904	1	pid2
3643	1445	1	pid2
3643	50507	1	pid2
3643	5921	1	pid2
3643	387	1	pid2
3643	10253	1	pid2
3643	9882	1	pid2
3643	7422	1	pid2
3643	2997	1	pid2
3643	4233	1	pid2
3667	2885	2	dip,pid2
3667	5295	2	dip,pid2
3667	3630	1	pid2
3667	6198	1	pid2
3667	3479	1	pid2
3667	3480	1	pid2
3667	8660	1	pid2
3667	9021	1	pid2
3667	5781	1	pid2
3667	3551	1	pid2
3667	5770	1	pid2
3667	3952	1	pid2
3667	5290	1	pid2
3667	3565	1	pid2
3667	3569	1	pid2
3667	3717	1	pid2
3667	8651	1	pid2
3667	5580	1	pid2
3667	3716	1	pid2
3667	1950	1	pid2
3667	5594	1	pid2
3667	8611	1	pid2
3667	5590	1	pid2
3667	5601	1	pid2
3667	4914	1	pid2
3667	387	1	pid2
3667	5595	1	pid2
3667	1154	1	pid2
3667	4803	1	pid2
3667	4690	1	pid2
3667	2534	1	pid2
3667	5617	1	pid2
3667	8440	1	pid2
3667	5747	1	pid2
3667	2241	1	pid2
3667	3725	1	pid2
3667	3718	1	pid2
3667	3458	1	pid2
3667	596	1	pid2
3667	51285	1	pid2
3667	2887	1	pid2
3667	7297	1	pid2
3667	6778	1	pid2
3667	644353	1	pid2
3667	598	1	pid2
3667	6464	1	pid2
3667	64798	1	pid2
3667	6009	1	pid2
3667	2888	1	pid2
3667	3566	1	pid2
3667	5581	1	pid2
3667	5579	1	pid2
3667	867	1	pid2
3667	2309	1	pid2
3667	84335	1	pid2
3667	3558	1	pid2
3667	5604	1	pid2
3667	253260	1	pid2
3667	4067	1	pid2
3667	6093	1	pid2
3667	10891	1	pid2
3667	2242	1	pid2
3667	7422	1	pid2
3667	10603	1	pid2
3667	6720	1	pid2
3667	54205	1	pid2
3667	6195	1	pid2
3667	7249	1	pid2
3667	4915	1	pid2
3667	2971	1	pid2
3667	2335	1	pid2
3667	2810	1	pid2
3667	55349	1	pid2
10564	10565	2	dip,pid2
10564	23189	1	dip
10564	55605	1	dip
10564	5139	1	dip
10564	5501	1	dip
10564	8729	1	pid2
10564	5338	1	pid2
10564	57037	1	wan
10565	2091	1	dip
10565	23189	1	dip
10565	55605	1	dip
10565	4691	1	dip
10565	23636	1	dip
10565	5139	1	dip
10565	5501	1	dip
10565	6741	1	dip
2091	9188	1	dip
2091	1736	2	dip,wan
2091	9020	1	dip
2091	4691	1	dip
2091	51602	2	dip,wan
2091	23636	1	dip
2091	10528	1	wan
2091	4809	1	wan
2091	55651	1	wan
2091	23481	1	wan
2091	705	1	wan
2091	25879	1	wan
2091	10199	1	wan
2091	54606	1	wan
2091	117246	1	wan
2091	84365	1	wan
2091	4839	1	wan
2091	55299	1	wan
2091	23560	1	wan
2091	56902	1	wan
2091	55661	1	wan
2091	6201	1	wan
2091	8886	1	wan
2091	26121	1	wan
2091	23633	1	wan
2091	64318	1	wan
2091	54517	1	wan
2091	23521	1	wan
2091	26155	1	wan
2091	3692	1	wan
2091	1665	1	wan
2091	9221	1	wan
2091	51187	1	wan
2091	9904	1	wan
2091	65083	1	wan
2091	9933	1	wan
2091	10236	1	wan
2091	6133	1	wan
2091	10607	1	wan
2091	6135	1	wan
2091	134430	1	wan
2091	6142	1	wan
2091	2959	1	wan
2091	80155	1	wan
2091	6193	1	wan
2091	6207	1	wan
2091	51010	1	wan
2091	3843	1	wan
2091	8894	1	wan
2091	11137	1	wan
2091	1981	1	wan
2091	84656	1	wan
2091	54888	1	wan
2091	10969	1	wan
2091	23212	1	wan
2091	8761	1	wan
2091	84135	1	wan
2091	51154	1	wan
2091	55153	1	wan
23189	55605	1	dip
4691	1207	1	dip
4691	58160	1	dip
4691	23636	1	dip
4691	10419	1	dip
4691	6741	1	dip
4691	6929	1	dip
4691	4869	1	pid2
4691	6667	1	pid2
4691	54984	1	pid2
4691	4318	1	pid2
4691	7026	1	pid2
4691	3725	1	pid2
4691	3082	1	pid2
4691	7486	1	pid2
4691	1869	1	pid2
4691	387	1	pid2
4691	6135	1	pid2
4691	2547	1	pid2
4691	92140	1	pid2
4691	6670	1	pid2
4691	1387	1	pid2
4691	10856	1	pid2
4691	8607	1	pid2
4691	10524	1	pid2
4691	2033	1	pid2
4691	8295	1	pid2
4691	641	1	pid2
4691	2099	1	pid2
4691	7431	1	pid2
4691	1511	1	pid2
4691	4831	1	pid2
4691	729597	1	pid2
4691	4683	1	pid2
4691	3685	1	pid2
4691	5366	1	pid2
4691	6790	1	pid2
4691	5684	1	pid2
4691	54888	1	pid2
4691	648	1	pid2
4691	8886	1	pid2
4691	5757	2	pid2,wan
4691	3159	1	pid2
4691	2335	1	pid2
4691	8452	1	pid2
4691	23468	1	pid2
4691	10075	1	pid2
4691	166863	1	wan
4691	6129	1	wan
4691	9669	1	wan
4691	4676	1	wan
4691	1457	1	wan
4691	6829	1	wan
4691	6122	1	wan
4691	6830	1	wan
4691	6827	1	wan
4691	10969	1	wan
4691	4673	1	wan
4691	9533	1	wan
4691	3837	1	wan
4691	6202	1	wan
4691	10541	1	wan
4691	51386	1	wan
4691	5905	1	wan
4691	6125	1	wan
4691	3190	1	wan
4691	23160	1	wan
4691	2962	1	wan
4691	6874	1	wan
4691	10360	1	wan
4691	1616	1	wan
4691	9730	1	wan
4691	6430	1	wan
23636	55832	1	dip
23636	64151	1	dip
23636	5519	1	dip
23636	8021	2	pid2,wan
23636	9972	1	pid2
23636	5903	1	pid2
23636	2908	1	pid2
23636	5901	1	pid2
23636	4927	1	wan
23636	4172	1	wan
23636	51	1	wan
5501	5504	2	dip,wan
5501	5527	1	dip
5501	5836	1	pid2
5501	6790	1	pid2
5501	3630	1	pid2
5501	2997	1	pid2
5501	10403	1	pid2
5501	332	1	pid2
5501	4869	1	pid2
5501	5500	1	wan
5501	5510	1	wan
5501	5511	1	wan
6741	51605	1	wan
6741	84365	1	wan
6741	5426	1	wan
6741	54517	1	wan
6741	51042	1	wan
6741	23029	1	wan
6741	7169	1	wan
6741	5394	1	wan
6741	54663	1	wan
6741	11140	1	wan
6741	6160	1	wan
6741	9533	1	wan
6741	55661	1	wan
6741	51574	1	wan
6741	55226	1	wan
6741	10528	1	wan
6741	79039	1	wan
6741	9667	1	wan
6741	6627	1	wan
6741	6629	1	wan
6741	57037	1	wan
6741	9126	1	wan
6741	1915	1	wan
6741	6188	1	wan
6741	4627	1	wan
2288	2908	1	pid2
2288	1387	1	pid2
2288	2289	1	pid2
2288	5536	1	pid2
2288	5617	1	pid2
2288	3596	1	pid2
2288	6688	1	pid2
2288	2033	1	pid2
2288	1026	1	pid2
2288	3458	1	pid2
2288	354	1	pid2
2288	5357	1	wan
2288	5564	1	wan
3169	8085	1	dip
3169	2099	1	pid2
3169	3170	1	pid2
3169	6591	1	pid2
3169	2908	1	pid2
3169	1027	1	pid2
3169	3171	1	pid2
3169	3172	1	pid2
3169	3630	1	pid2
3169	354	1	pid2
3169	596	1	pid2
3169	7026	1	pid2
3169	1385	1	pid2
3169	6597	1	pid2
3169	7031	1	pid2
3169	7448	1	pid2
3169	174	1	pid2
3169	7080	1	pid2
3169	2641	1	pid2
3169	7351	1	pid2
3169	2033	1	pid2
3169	6469	1	pid2
3169	7325	1	pid2
3169	3303	1	pid2
3169	3725	1	pid2
3169	4763	1	pid2
3169	6667	1	pid2
3169	2353	1	pid2
3169	4782	1	pid2
3169	1826	1	pid2
3169	4824	1	pid2
3169	4781	1	pid2
3169	3486	1	pid2
3169	6927	1	pid2
3169	5728	1	pid2
3169	639	1	pid2
3169	622	1	pid2
3169	4774	1	pid2
3169	338	1	pid2
3169	7356	1	pid2
3169	5265	1	pid2
3169	7494	1	pid2
3169	1026	1	pid2
3169	1050	1	pid2
3169	725	1	pid2
3169	80781	1	pid2
3169	891	1	pid2
3169	1869	1	pid2
3169	1907	1	pid2
3169	653509	1	pid2
3169	8202	1	pid2
3169	1562	1	pid2
3169	3304	1	pid2
3169	5457	1	pid2
3169	604	1	pid2
3169	7421	1	pid2
3169	2538	1	pid2
3169	3484	1	pid2
3169	729238	1	pid2
3169	6441	1	pid2
3169	6647	1	pid2
3169	4731	1	pid2
3169	8204	1	pid2
3169	23761	1	pid2
3169	63977	1	pid2
3169	1434	1	pid2
3169	1843	1	pid2
2962	9150	1	dip
2962	2068	1	dip
2962	2071	1	dip
2962	2957	1	dip
2962	2958	1	dip
2962	2959	1	dip
2962	2960	1	dip
2962	2961	1	dip
2962	2963	2	dip,wan
2962	2966	1	dip
2962	2967	1	dip
2962	2968	1	dip
2962	404672	1	dip
2962	5430	1	dip
2962	5431	1	dip
2962	5432	1	dip
2962	5433	1	dip
2962	5434	1	dip
2962	5435	1	dip
2962	5436	1	dip
2962	5437	1	dip
2962	5438	1	dip
2962	5439	1	dip
2962	5440	1	dip
2962	5441	1	dip
2962	10419	1	dip
2962	6722	1	dip
2962	6908	1	dip
2962	6917	1	dip
2962	79084	1	dip
2962	1936	1	wan
2962	10291	1	wan
2962	10250	1	wan
2962	8479	1	wan
392	998	2	dip,pid2
392	51520	1	wan
392	2673	1	wan
392	7317	1	wan
392	26145	1	wan
392	5214	1	wan
392	10856	1	wan
392	51068	1	wan
392	6921	1	wan
392	2495	1	wan
392	829	1	wan
392	5471	1	wan
392	28952	1	wan
998	9826	1	dip
998	8874	2	dip,pid2
998	10458	2	dip,pid2
998	11153	1	dip
998	8826	2	dip,pid2
998	81565	2	dip,pid2
998	5058	2	dip,pid2
998	57580	1	dip
998	5829	2	dip,pid2
998	4068	1	dip
998	57522	1	dip
998	7454	2	dip,pid2
998	387	1	pid2
998	644353	1	pid2
998	50855	1	pid2
998	5062	1	pid2
998	10298	2	pid2,wan
998	4296	1	pid2
998	1950	1	pid2
998	999	1	pid2
998	396	2	pid2,wan
998	7410	1	pid2
998	627	1	pid2
998	6453	1	pid2
998	7409	1	pid2
998	5747	1	pid2
998	9459	1	pid2
998	1500	1	pid2
998	10188	1	pid2
998	5337	1	pid2
998	4168	1	pid2
998	7474	1	pid2
998	5909	1	pid2
998	2335	1	pid2
998	2245	1	pid2
998	5291	1	pid2
998	81624	1	pid2
998	5728	1	pid2
998	23229	1	pid2
998	55619	1	pid2
998	23348	1	pid2
998	5649	1	pid2
998	867	1	pid2
998	3984	1	pid2
998	391	1	pid2
998	4830	1	pid2
998	4771	1	pid2
998	9423	1	pid2
998	2151	1	pid2
998	57572	1	pid2
998	25791	1	pid2
998	79658	1	pid2
998	6722	1	pid2
998	50618	1	pid2
998	4690	1	pid2
998	5818	1	pid2
998	139818	1	pid2
998	1906	1	pid2
998	3082	1	pid2
998	6387	1	pid2
998	7074	1	pid2
998	25945	1	pid2
998	6198	1	pid2
998	4131	1	pid2
998	22919	1	pid2
998	4214	1	pid2
998	4803	1	pid2
998	50848	1	pid2
998	5048	1	pid2
998	115557	1	pid2
998	5781	1	pid2
998	23263	1	pid2
998	5335	1	pid2
998	2185	1	pid2
998	5295	1	pid2
998	85440	1	pid2
998	2017	1	pid2
998	8476	1	pid2
998	253260	1	pid2
998	3985	1	pid2
998	960	1	pid2
998	7204	1	pid2
998	6091	1	pid2
998	4312	1	pid2
998	5590	1	pid2
998	23265	1	pid2
998	2119	1	pid2
998	3611	1	pid2
998	128239	1	pid2
998	3725	1	pid2
998	7430	1	pid2
998	4478	1	pid2
998	29127	1	pid2
998	1020	1	pid2
998	6249	1	pid2
998	9564	1	pid2
998	2885	1	pid2
998	2668	1	pid2
998	5137	1	pid2
998	28964	1	pid2
998	6194	1	pid2
998	7422	1	pid2
998	51285	1	pid2
998	3791	1	pid2
998	1385	1	pid2
998	5898	1	pid2
998	2064	1	pid2
998	3084	1	pid2
998	3702	1	pid2
998	55114	1	pid2
998	5923	1	pid2
998	7852	1	pid2
998	5900	1	pid2
998	6093	1	pid2
998	6416	1	pid2
998	9855	1	pid2
998	10451	1	pid2
998	55740	1	pid2
998	23268	1	pid2
998	388	1	pid2
998	4318	1	pid2
998	3688	1	pid2
998	6548	1	pid2
998	1630	1	pid2
998	6014	1	pid2
998	9743	1	pid2
998	23002	1	pid2
998	4313	1	pid2
998	5962	1	pid2
998	1729	1	pid2
998	8412	1	pid2
998	5579	1	pid2
998	5921	1	pid2
998	5906	2	pid2,wan
998	5601	1	pid2
998	2534	1	pid2
998	389	1	pid2
998	920	1	pid2
998	7525	1	pid2
998	8650	1	pid2
998	7082	1	pid2
998	5606	1	pid2
998	2242	1	pid2
998	5330	1	pid2
998	6850	1	pid2
998	5979	1	pid2
998	91768	1	pid2
998	5817	1	pid2
998	4915	1	pid2
998	5290	1	pid2
998	8611	1	pid2
998	836	1	pid2
998	1268	1	pid2
998	4914	1	pid2
998	4920	1	pid2
998	1003	1	pid2
998	1386	1	pid2
998	1432	1	pid2
998	5608	1	pid2
998	2321	1	pid2
998	6550	1	pid2
998	2049	1	pid2
998	1948	1	pid2
998	2050	1	pid2
998	5908	2	pid2,wan
998	6696	1	pid2
998	5328	1	pid2
998	1027	1	pid2
998	5602	1	pid2
998	1072	1	pid2
998	6615	1	pid2
998	5598	1	pid2
998	8440	1	pid2
998	5584	1	pid2
998	116986	1	pid2
998	5159	1	pid2
998	221178	1	pid2
998	29780	1	pid2
998	7145	1	pid2
998	9815	1	pid2
998	4620	1	pid2
998	79872	1	pid2
998	5595	1	pid2
998	5580	1	pid2
998	1785	1	pid2
998	466	1	pid2
998	4908	1	pid2
998	3932	1	pid2
998	6462	1	pid2
998	4916	1	pid2
998	10928	1	pid2
998	8607	1	pid2
998	5582	1	pid2
998	398	1	wan
998	5861	1	wan
998	3925	1	wan
998	4853	1	wan
998	9230	1	wan
998	51552	1	wan
998	2193	1	wan
998	7385	1	wan
998	51606	1	wan
998	9218	1	wan
998	81876	1	wan
998	3178	1	wan
998	79026	1	wan
998	1854	1	wan
2909	27289	1	dip
2909	387	1	pid2
2909	644353	1	pid2
2909	5921	1	pid2
2909	5747	1	pid2
2909	2534	1	pid2
2909	5781	1	pid2
2909	2885	1	pid2
2909	5829	1	pid2
2909	4914	1	pid2
2909	10915	1	wan
27289	5364	1	dip
393	6091	1	dip
393	387	1	pid2
393	5093	1	wan
6091	9353	1	dip
6091	23380	1	dip
6091	23032	1	dip
6091	6585	1	pid2
6091	999	1	pid2
6091	1000	1	pid2
6091	10776	1	wan
397	836	2	dip,pid2
397	840	1	dip
397	387	2	pid2,wan
397	7409	1	pid2
397	6720	1	pid2
397	389	1	wan
397	387082	1	wan
836	637	2	dip,pid2
836	839	2	dip,pid2
836	841	2	dip,pid2
836	1410	1	dip
836	24145	1	dip
836	10728	1	dip
836	6696	1	dip
836	331	2	dip,pid2
836	596	1	pid2
836	54205	1	pid2
836	581	1	pid2
836	7124	1	pid2
836	8743	1	pid2
836	355	1	pid2
836	5580	1	pid2
836	356	1	pid2
836	598	1	pid2
836	3002	1	pid2
836	3458	1	pid2
836	840	1	pid2
836	10018	1	pid2
836	329	1	pid2
836	1677	1	pid2
836	330	1	pid2
836	627	1	pid2
836	64781	1	pid2
836	835	1	pid2
836	56616	1	pid2
836	1676	1	pid2
836	572	1	pid2
836	843	1	pid2
836	8837	1	pid2
836	5743	1	pid2
836	4803	1	pid2
836	8772	1	pid2
836	8795	1	pid2
836	5747	1	pid2
836	4217	1	pid2
836	3725	1	pid2
836	3565	1	pid2
836	253868	1	pid2
836	4318	1	pid2
836	1950	1	pid2
836	8737	1	pid2
836	1432	1	pid2
836	1437	1	pid2
836	387	1	pid2
836	2335	1	pid2
836	4018	1	pid2
836	3558	1	pid2
836	3551	1	pid2
836	1869	1	pid2
836	4214	1	pid2
836	4485	1	pid2
836	5601	1	pid2
836	5594	1	pid2
836	6609	1	pid2
836	3562	1	pid2
836	6198	1	pid2
836	7132	1	pid2
836	5335	1	pid2
836	2668	1	pid2
836	4792	1	pid2
836	7431	1	pid2
836	4233	1	pid2
836	107	1	pid2
836	1493	1	pid2
836	1019	1	pid2
836	4314	1	pid2
836	6709	1	pid2
836	8797	1	pid2
836	999	1	pid2
836	3480	1	pid2
836	1832	1	pid2
836	3164	1	pid2
836	4313	1	pid2
836	9564	1	pid2
836	8717	1	pid2
836	8878	1	pid2
836	388	1	pid2
836	2064	1	pid2
836	1839	1	pid2
836	5581	1	pid2
836	2353	1	pid2
836	2534	1	pid2
836	7020	1	pid2
836	9020	1	pid2
836	5587	1	pid2
836	3662	1	pid2
836	4914	1	pid2
836	5292	1	pid2
836	5551	1	pid2
836	5600	1	pid2
836	1387	1	pid2
836	4067	1	pid2
836	3552	1	pid2
836	1785	1	pid2
836	5595	1	pid2
836	6850	1	pid2
836	644353	1	pid2
836	959	1	pid2
836	27018	1	pid2
836	55859	1	pid2
836	2620	1	pid2
836	10399	1	pid2
836	858	1	pid2
836	3726	1	pid2
836	3559	1	pid2
836	4094	1	pid2
836	7074	1	pid2
836	4790	1	pid2
836	1000	1	pid2
836	3481	1	pid2
836	3655	1	pid2
836	4486	1	pid2
836	928	1	pid2
836	5376	1	pid2
836	7185	1	pid2
836	5981	1	pid2
836	8021	1	pid2
836	9748	1	pid2
836	5901	1	pid2
836	4615	1	pid2
836	6610	1	pid2
836	4909	1	pid2
836	2885	1	pid2
836	5290	1	pid2
836	5295	1	pid2
836	5590	1	pid2
836	4000	1	pid2
836	5921	1	pid2
836	84823	1	pid2
836	3984	1	pid2
836	7150	1	pid2
836	396	1	pid2
836	4209	1	pid2
836	4773	1	pid2
836	5588	1	pid2
836	1959	1	pid2
836	5829	1	pid2
836	51451	1	wan
836	5271	1	wan
836	3420	1	wan
836	79624	1	wan
836	9531	1	wan
836	1938	1	wan
840	839	2	dip,pid2
840	24145	1	dip
840	10728	1	dip
840	331	1	pid2
840	841	1	pid2
840	843	1	pid2
840	3002	1	pid2
840	8743	1	pid2
840	54205	1	pid2
840	596	1	pid2
840	330	1	pid2
840	1026	1	pid2
840	7124	1	pid2
840	355	1	pid2
840	835	1	pid2
840	637	1	pid2
840	581	1	pid2
840	1676	1	pid2
840	7431	1	pid2
840	1869	1	pid2
840	1677	1	pid2
840	6720	1	pid2
840	56616	1	pid2
840	7132	1	pid2
840	7027	1	pid2
840	7029	1	pid2
840	1870	1	pid2
840	6667	1	pid2
840	1871	1	pid2
840	8837	1	pid2
840	6709	1	pid2
9826	387	2	dip,pid2
9826	23365	1	pid2
9826	5747	1	pid2
9826	5058	1	pid2
9826	116984	1	wan
387	1027	2	dip,pid2
387	23002	2	dip,pid2
387	6242	1	dip
387	2147	1	pid2
387	1500	1	pid2
387	6093	1	pid2
387	5747	1	pid2
387	9181	1	pid2
387	7124	1	pid2
387	23365	1	pid2
387	644353	1	pid2
387	1894	1	pid2
387	6722	1	pid2
387	9475	1	pid2
387	4659	1	pid2
387	7474	1	pid2
387	1950	1	pid2
387	396	2	pid2,wan
387	5337	1	pid2
387	999	1	pid2
387	2119	1	pid2
387	1906	1	pid2
387	2335	1	pid2
387	9138	1	pid2
387	1026	1	pid2
387	64283	1	pid2
387	6387	1	pid2
387	3984	1	pid2
387	4650	1	pid2
387	388	1	pid2
387	10672	1	pid2
387	5586	1	pid2
387	1729	1	pid2
387	389	1	pid2
387	3630	1	pid2
387	5728	1	pid2
387	115557	1	pid2
387	10276	1	pid2
387	4478	1	pid2
387	7410	1	pid2
387	3952	1	pid2
387	2149	1	pid2
387	7430	1	pid2
387	3082	1	pid2
387	7204	2	pid2,wan
387	3383	1	pid2
387	2247	1	pid2
387	23370	1	pid2
387	8826	1	pid2
387	8452	1	pid2
387	394	1	pid2
387	5909	1	pid2
387	4018	1	pid2
387	29127	1	pid2
387	5781	1	pid2
387	4168	1	pid2
387	960	1	pid2
387	3636	1	pid2
387	9294	1	pid2
387	5058	1	pid2
387	7409	1	pid2
387	5581	1	pid2
387	2185	1	pid2
387	627	1	pid2
387	1003	1	pid2
387	5829	1	pid2
387	5587	1	pid2
387	3479	1	pid2
387	5338	1	pid2
387	5743	1	pid2
387	7852	1	pid2
387	7074	1	pid2
387	4214	1	pid2
387	57522	1	pid2
387	4803	1	pid2
387	1969	1	pid2
387	25791	1	pid2
387	6197	1	pid2
387	5910	1	pid2
387	55200	1	pid2
387	29	1	pid2
387	50855	1	pid2
387	65078	1	pid2
387	6385	1	pid2
387	11113	1	pid2
387	10451	1	pid2
387	7422	1	pid2
387	7984	1	pid2
387	1000	1	pid2
387	3371	1	pid2
387	51285	1	pid2
387	7225	1	pid2
387	2534	1	pid2
387	130367	1	pid2
387	4318	1	pid2
387	5328	1	pid2
387	9423	1	pid2
387	3725	1	pid2
387	2099	1	pid2
387	22899	1	pid2
387	50848	1	pid2
387	4638	1	pid2
387	7431	1	pid2
387	1856	1	pid2
387	3611	1	pid2
387	3569	1	pid2
387	613	1	pid2
387	9493	1	pid2
387	4313	1	pid2
387	1020	1	pid2
387	3985	1	pid2
387	50650	1	pid2
387	7082	1	pid2
387	7414	1	pid2
387	84894	1	pid2
387	407	1	pid2
387	3558	1	pid2
387	9743	1	pid2
387	22919	1	pid2
387	1268	1	pid2
387	4983	1	pid2
387	10395	1	pid2
387	1902	1	pid2
387	2043	1	pid2
387	596	1	pid2
387	983	1	pid2
387	50507	1	pid2
387	5962	1	pid2
387	1903	1	pid2
387	11156	1	pid2
387	5295	1	pid2
387	3717	1	pid2
387	7070	1	pid2
387	59	1	pid2
387	9564	1	pid2
387	284	1	pid2
387	6548	1	pid2
387	7178	1	pid2
387	2041	1	pid2
387	10298	1	pid2
387	5347	1	pid2
387	10755	1	pid2
387	1901	1	pid2
387	7097	1	pid2
387	1630	1	pid2
387	3678	1	pid2
387	3827	1	pid2
387	9639	1	pid2
387	2353	1	pid2
387	23092	1	pid2
387	581	1	pid2
387	9846	1	pid2
387	84033	1	pid2
387	3146	1	pid2
387	7099	1	pid2
387	23263	1	pid2
387	3791	1	pid2
387	5770	1	pid2
387	4035	1	pid2
387	7325	1	pid2
387	7412	1	pid2
387	920	1	pid2
387	3458	1	pid2
387	93649	1	pid2
387	891	1	pid2
387	115908	1	pid2
387	4043	1	pid2
387	9170	1	pid2
387	6014	1	pid2
387	4620	1	pid2
387	6403	1	pid2
387	6696	1	pid2
387	4792	1	pid2
387	7098	1	pid2
387	2668	1	pid2
387	50619	1	pid2
387	4233	1	pid2
387	1437	1	pid2
387	5594	1	pid2
387	1942	1	pid2
387	5592	1	pid2
387	7803	1	pid2
387	64411	1	pid2
387	395	1	pid2
387	3925	1	pid2
387	9828	1	pid2
387	1435	1	pid2
387	2549	1	pid2
387	8997	1	pid2
387	6382	1	pid2
387	5062	1	pid2
387	6279	1	pid2
387	64781	1	pid2
387	6615	1	pid2
387	2017	1	pid2
387	1072	1	pid2
387	8874	1	pid2
387	10160	1	pid2
387	8611	1	pid2
387	5649	1	pid2
387	5595	1	pid2
387	4485	1	pid2
387	3688	1	pid2
387	5580	1	pid2
387	2697	1	pid2
387	4312	1	pid2
387	55160	1	pid2
387	116986	1	pid2
387	5617	1	pid2
387	5330	1	pid2
387	3561	1	pid2
387	4690	1	pid2
387	4131	1	pid2
387	253260	1	pid2
387	8877	1	pid2
387	27252	1	pid2
387	2768	1	pid2
387	4240	1	pid2
387	1909	1	pid2
387	7408	1	pid2
387	4192	1	pid2
387	2261	1	pid2
387	4763	1	pid2
387	760	1	pid2
387	8324	1	pid2
387	846	1	pid2
387	9261	1	pid2
387	5921	1	pid2
387	5579	1	pid2
387	5335	1	pid2
387	1946	1	pid2
387	52	1	pid2
387	331	1	pid2
387	4790	1	pid2
387	9002	1	pid2
387	4908	1	pid2
387	4915	1	pid2
387	57406	1	pid2
387	219699	1	pid2
387	391	1	pid2
387	1855	1	pid2
387	87	1	pid2
387	6383	1	pid2
387	6386	1	pid2
387	633	1	pid2
387	6885	1	pid2
387	5321	1	pid2
387	398	2	pid2,wan
387	64333	1	pid2
387	5049	2	pid2,wan
387	5327	1	pid2
387	1674	1	pid2
387	4651	1	pid2
387	6416	1	pid2
387	660	1	pid2
387	1017	1	pid2
387	1958	1	pid2
387	156	1	pid2
387	9815	1	pid2
387	8698	1	pid2
387	8767	1	pid2
387	2885	1	pid2
387	5300	1	pid2
387	7052	1	pid2
387	1432	1	pid2
387	1977	1	pid2
387	7448	1	pid2
387	5906	1	pid2
387	6654	1	pid2
387	8517	1	pid2
387	4615	1	pid2
387	1278	1	pid2
387	1281	1	pid2
387	115	1	pid2
387	4301	1	pid2
387	3480	1	pid2
387	55763	1	pid2
387	2048	1	pid2
387	3635	1	pid2
387	54434	1	pid2
387	6850	1	pid2
387	5329	1	pid2
387	3718	1	pid2
387	3560	1	pid2
387	824	1	pid2
387	695	1	pid2
387	6198	1	pid2
387	90249	1	pid2
387	332	1	pid2
387	23566	1	pid2
387	8851	1	pid2
387	8651	1	pid2
387	10458	1	pid2
387	105371893	1	pid2
387	6016	1	pid2
387	8323	1	pid2
387	107	1	pid2
387	7057	1	pid2
387	858	1	pid2
387	10399	1	pid2
387	55740	1	pid2
387	23396	1	pid2
387	1495	1	pid2
387	5290	1	pid2
387	4920	1	pid2
387	5582	1	pid2
387	5601	1	pid2
387	4914	1	pid2
387	3559	1	pid2
387	4363	1	pid2
387	1386	1	pid2
387	116985	1	pid2
387	23779	1	pid2
387	2535	1	pid2
387	3551	1	pid2
387	8440	1	pid2
387	5908	1	pid2
387	1445	1	pid2
387	6772	1	pid2
387	10253	1	pid2
387	64798	1	pid2
387	5590	1	pid2
387	5291	1	pid2
387	3690	1	pid2
387	2002	1	pid2
387	7205	1	pid2
387	329	1	pid2
387	5923	1	pid2
387	338	1	pid2
387	2771	1	pid2
387	22806	1	pid2
387	3932	1	pid2
387	26003	1	wan
387	6472	1	wan
387	133619	1	wan
387	8604	1	wan
387	10204	1	wan
387	6120	1	wan
387	128240	1	wan
4068	9459	1	dip
4068	8874	1	dip
4068	51744	1	dip
4068	2534	1	dip
4068	6504	1	dip
4068	604	1	pid2
4068	355	1	pid2
4068	596	1	pid2
4068	581	1	pid2
4068	84883	1	pid2
4068	891	1	pid2
4068	8795	1	pid2
4068	467	1	pid2
9459	867	1	pid2
9459	5058	1	pid2
9459	9815	1	pid2
9459	8874	1	pid2
9459	29780	1	pid2
9459	28964	1	pid2
9459	5062	1	pid2
9459	8440	1	pid2
9459	55349	1	pid2
8874	51744	1	dip
8874	57522	1	dip
8874	28964	1	pid2
8874	5058	1	pid2
8874	5062	1	pid2
8874	867	1	pid2
8874	5747	1	pid2
8874	5829	1	pid2
8874	9815	1	pid2
8874	1950	1	pid2
8874	868	1	pid2
8874	4690	1	pid2
8874	8440	1	pid2
8874	2885	1	pid2
8874	55349	1	pid2
8874	22992	1	wan
8289	196528	1	dip
8289	55193	1	dip
8289	6597	2	dip,wan
8289	6598	2	dip,wan
8289	6760	1	wan
8289	6599	1	wan
8289	6595	1	wan
8289	6602	1	wan
8289	9274	1	wan
8289	6605	1	wan
8289	5977	1	wan
8289	6601	1	wan
8289	6604	1	wan
8289	57492	1	wan
8289	6603	1	wan
8289	605	1	wan
8289	9275	1	wan
8289	8110	1	wan
196528	29117	2	dip,wan
196528	55636	1	dip
196528	55193	2	dip,wan
196528	6597	1	dip
196528	6598	1	dip
196528	6599	1	dip
196528	6601	1	dip
196528	6605	1	dip
55193	29117	2	dip,wan
55193	55636	1	dip
55193	6597	1	dip
55193	6598	1	dip
55193	6599	1	dip
55193	6601	1	dip
55193	6602	1	dip
55193	6603	1	dip
55193	6604	1	dip
55193	6605	1	dip
55193	8533	1	wan
55193	9328	1	wan
6597	29117	1	dip
