Entrez_A	Entrez_B	num_dbs	dbs
7531	10413	2	dip,pid2
7531	7532	3	dip,pid2,wan
7531	7533	3	dip,pid2,wan
7531	10971	2	dip,pid2
7531	7534	2	pid2,wan
7531	1432	2	pid2,wan
5829	3676	2	dip,pid2
5829	55742	2	dip,pid2
5829	7414	3	dip,pid2,wan
7454	4690	2	dip,pid2
5111	8318	2	dip,wan
5111	1647	2	dip,pid2
990	5422	2	pid2,wan
9646	79577	2	dip,wan
9646	123169	2	dip,wan
9646	54623	2	dip,wan
79577	123169	2	dip,wan
79577	54623	2	dip,wan
79577	80349	2	dip,wan
123169	54623	2	dip,wan
1495	51474	2	dip,pid2
1495	7414	2	dip,pid2
1495	3728	2	pid2,wan
29127	9493	3	dip,pid2,wan
1000	3728	2	dip,pid2
1022	902	2	pid2,wan
1022	4331	2	pid2,wan
1029	6667	2	dip,pid2
2648	4149	2	dip,pid2
2648	8464	2	dip,pid2
2648	6880	2	dip,pid2
1020	8851	2	dip,pid2
5925	1870	2	dip,pid2
5925	1871	2	dip,pid2
5925	1874	2	dip,pid2
5925	1997	2	dip,pid2
5925	2623	2	dip,pid2
5925	3066	2	dip,pid2
5925	6688	2	dip,pid2
5925	6872	2	dip,pid2
5925	6929	2	dip,pid2
5925	7027	2	dip,pid2
5925	7029	2	dip,pid2
1024	9862	2	dip,wan
1024	10001	2	dip,wan
9862	9969	2	dip,wan
9862	9282	2	dip,wan
9862	51586	2	dip,wan
9862	10025	2	dip,wan
9862	9440	2	dip,wan
9862	5469	2	dip,wan
9862	9477	2	dip,wan
9862	9439	2	dip,wan
9862	81857	2	dip,wan
10001	51586	2	dip,wan
10001	5469	2	dip,wan
6667	2033	2	dip,pid2
6667	2625	2	dip,pid2
6667	7528	2	dip,pid2
1052	6688	2	dip,pid2
6688	6908	2	dip,pid2
1058	4869	2	dip,pid2
4869	1973	2	dip,pid2
1072	3984	2	dip,pid2
1616	11186	2	dip,pid2
8208	10036	2	dip,wan
1107	1108	2	dip,pid2
1107	54815	3	dip,pid2,wan
1107	57459	3	dip,pid2,wan
1107	3066	2	dip,pid2
1107	9112	2	dip,wan
1107	9219	3	dip,pid2,wan
1107	57504	2	dip,wan
1107	5928	2	dip,pid2
1107	5931	2	dip,pid2
1107	7341	2	dip,pid2
1108	54815	2	dip,pid2
1108	57459	2	dip,pid2
1108	3066	3	dip,pid2,wan
1108	9112	2	dip,wan
1108	9219	3	dip,pid2,wan
1108	57504	2	dip,wan
1108	5928	3	dip,pid2,wan
1108	5931	2	dip,pid2
54815	57459	3	dip,pid2,wan
54815	3066	2	dip,pid2
54815	9112	2	dip,wan
54815	9219	3	dip,pid2,wan
54815	57504	2	dip,wan
54815	5928	2	dip,pid2
54815	5931	2	dip,pid2
54815	8932	2	pid2,wan
54815	53615	2	pid2,wan
57459	3066	2	dip,pid2
57459	9112	2	dip,wan
57459	9219	3	dip,pid2,wan
57459	57504	2	dip,wan
57459	5928	2	dip,pid2
57459	5931	2	dip,pid2
57459	53615	2	pid2,wan
57459	8932	2	pid2,wan
3066	2146	2	dip,wan
3066	9112	2	dip,wan
3066	9219	3	dip,pid2,wan
3066	57504	2	dip,wan
3066	9611	2	dip,pid2
3066	5928	3	dip,pid2,wan
3066	5931	3	dip,pid2,wan
3066	23512	2	dip,wan
3066	6929	2	dip,pid2
3066	25942	2	pid2,wan
3066	8932	2	pid2,wan
3066	53615	2	pid2,wan
9112	9219	2	dip,wan
9112	57504	2	dip,wan
9112	5928	2	dip,wan
9219	57504	2	dip,wan
9219	5928	3	dip,pid2,wan
9219	5931	2	dip,pid2
9219	53615	2	pid2,wan
9219	8932	2	pid2,wan
57504	5928	2	dip,wan
5928	8520	2	dip,wan
5928	5931	3	dip,pid2,wan
5928	8467	2	dip,wan
5928	2547	2	dip,pid2
5931	8520	2	dip,wan
7341	5905	2	dip,pid2
11200	9025	2	dip,pid2
9025	9656	2	dip,pid2
9798	57132	2	dip,wan
10617	51652	2	dip,pid2
1147	9020	2	dip,pid2
1147	4790	2	dip,pid2
1147	4791	2	dip,pid2
1147	4792	2	dip,pid2
1147	4793	2	dip,pid2
1147	5970	2	dip,pid2
9020	4791	2	dip,pid2
4790	4791	2	dip,pid2
4790	4792	2	dip,pid2
4790	4793	2	dip,pid2
4790	5970	2	dip,pid2
4790	5971	2	dip,pid2
4790	5966	2	dip,pid2
4790	79155	2	dip,pid2
4791	5970	2	dip,pid2
4791	5971	2	dip,pid2
4792	4793	2	dip,pid2
4792	5970	2	dip,pid2
4792	5966	2	dip,pid2
4793	5970	2	dip,pid2
5970	2353	2	dip,pid2
5970	3164	2	dip,pid2
5970	5321	2	dip,pid2
5970	5971	2	dip,pid2
5970	79155	2	dip,pid2
5970	5966	2	dip,pid2
4849	23019	2	dip,wan
4849	4848	2	dip,wan
4849	29883	2	dip,wan
4849	9125	2	dip,wan
23019	29883	2	dip,wan
23019	9125	2	dip,wan
29883	9125	2	dip,wan
25839	57511	2	dip,wan
1277	2335	2	dip,pid2
2335	3685	2	dip,pid2
2335	3690	2	dip,pid2
2335	7052	2	dip,pid2
8533	9318	2	dip,wan
8533	51138	2	dip,wan
8533	10987	2	dip,wan
8533	10980	2	dip,wan
8533	50813	2	dip,wan
8533	10920	2	dip,wan
8533	2873	2	dip,wan
9318	51138	2	dip,wan
9318	10987	2	dip,wan
9318	10980	2	dip,wan
9318	50813	2	dip,wan
9318	64708	2	dip,wan
9318	10920	2	dip,wan
9318	2873	2	dip,wan
51138	10987	2	dip,wan
51138	10980	2	dip,wan
51138	50813	2	dip,wan
51138	64708	2	dip,wan
51138	10920	2	dip,wan
51138	2873	2	dip,wan
10987	10980	2	dip,wan
10987	50813	2	dip,wan
10987	2873	2	dip,wan
10987	9978	2	dip,pid2
10987	7205	2	pid2,wan
10980	50813	2	dip,wan
10980	64708	2	dip,wan
10980	10920	2	dip,wan
50813	10920	2	dip,wan
50813	2873	2	dip,wan
64708	10920	2	dip,wan
10920	2873	2	dip,wan
29894	53981	2	dip,wan
29894	51692	2	dip,wan
29894	10898	2	dip,wan
29894	1478	2	dip,wan
29894	81608	2	dip,wan
29894	8189	2	dip,wan
53981	51692	2	dip,wan
53981	10898	2	dip,wan
53981	1478	2	dip,wan
53981	81608	2	dip,wan
53981	10914	2	dip,wan
53981	8189	2	dip,wan
51692	8189	2	dip,wan
10898	8189	2	dip,wan
1478	1479	2	dip,wan
11051	11052	2	dip,wan
1385	1387	2	dip,pid2
1385	1386	2	pid2,wan
1387	2624	2	dip,pid2
1387	3663	2	dip,pid2
1387	4602	2	dip,pid2
1387	4773	2	dip,pid2
1387	8607	2	dip,pid2
1387	30009	2	dip,pid2
4773	2353	2	dip,pid2
8607	10856	3	dip,pid2,wan
8607	8295	2	pid2,wan
8607	790	2	pid2,wan
30009	2033	2	dip,pid2
30009	2625	2	dip,pid2
1793	9844	2	dip,pid2
1399	3688	2	dip,pid2
3688	3672	2	dip,pid2
3688	3673	2	dip,pid2
3688	3678	3	dip,pid2,wan
3688	3685	3	dip,pid2,wan
1407	1408	2	dip,pid2
1407	1454	2	dip,pid2
1408	1454	2	dip,pid2
1454	8864	2	dip,pid2
1435	1436	2	dip,pid2
1437	1438	2	dip,pid2
1437	1439	2	dip,pid2
1438	1439	2	dip,pid2
1439	3562	2	dip,pid2
1439	3567	2	dip,pid2
3562	3563	2	dip,pid2
3567	3568	2	dip,pid2
1457	1459	2	dip,wan
1457	1460	2	dip,wan
4086	58190	2	dip,pid2
4086	10106	2	dip,pid2
4086	10217	2	dip,pid2
4086	4090	2	dip,pid2
4086	64750	2	dip,pid2
58190	4087	2	dip,pid2
4087	10217	2	dip,pid2
4087	64750	2	dip,pid2
1969	1942	2	dip,pid2
1969	1946	2	dip,pid2
1969	3636	2	dip,pid2
10856	790	2	pid2,wan
23411	6839	2	dip,pid2
6925	3398	2	dip,pid2
1500	2017	2	dip,pid2
8452	8453	2	dip,wan
8452	54165	2	dip,wan
8453	6923	2	dip,pid2
8453	6921	2	dip,pid2
8453	7428	2	dip,pid2
6923	6921	3	dip,pid2,wan
6923	7428	2	dip,pid2
6921	7428	2	dip,pid2
1642	8451	2	dip,wan
1642	8450	2	dip,wan
1642	9730	2	dip,wan
1642	79016	2	dip,wan
3576	3577	2	dip,pid2
3576	3579	2	dip,pid2
1535	1536	2	dip,pid2
1535	27035	2	dip,pid2
1536	27035	2	dip,pid2
9730	79016	2	dip,wan
1630	9423	2	dip,pid2
9423	219699	2	dip,pid2
9423	8633	2	dip,pid2
1639	22919	2	dip,pid2
1655	54487	2	dip,pid2
1655	29102	2	dip,pid2
54487	29102	2	dip,pid2
50846	64399	2	dip,pid2
1736	2091	2	dip,wan
1736	51602	2	dip,wan
1736	8886	2	pid2,wan
2091	51602	2	dip,wan
22943	83999	2	dip,pid2
1742	2904	2	dip,pid2
1785	4830	2	dip,pid2
4830	4831	2	dip,pid2
9844	1794	2	dip,pid2
9844	5880	2	dip,pid2
1794	5880	2	dip,pid2
5880	5338	2	dip,pid2
6908	2353	2	dip,pid2
6908	2966	2	dip,pid2
6908	5451	2	dip,pid2
6908	6872	2	dip,pid2
6908	6877	2	dip,wan
7027	1870	2	dip,pid2
7027	1871	2	dip,pid2
7027	1874	2	dip,pid2
7027	1875	2	dip,pid2
7027	1876	2	dip,pid2
7027	4149	2	dip,pid2
7027	5933	2	dip,pid2
7029	1870	2	dip,pid2
7029	1874	2	dip,pid2
7029	5933	2	dip,pid2
1874	5933	2	dip,pid2
1874	5934	2	dip,pid2
5933	5934	2	dip,pid2
3592	10148	2	dip,pid2
3592	3593	2	dip,pid2
3592	3594	2	dip,pid2
3592	3595	2	dip,pid2
10148	246778	2	dip,pid2
2146	8726	2	dip,wan
2146	23512	2	dip,wan
4141	9521	2	dip,wan
1942	2043	2	dip,pid2
2043	1943	2	dip,pid2
2043	1946	2	dip,pid2
1946	2042	2	dip,pid2
2064	2065	2	dip,pid2
2064	2066	2	dip,pid2
2065	3084	2	dip,pid2
9146	8027	2	dip,wan
9146	7251	2	dip,pid2
4233	3082	2	dip,pid2
7879	5868	2	pid2,wan
7879	8766	2	pid2,wan
6464	3480	2	dip,pid2
6464	3643	2	dip,pid2
6464	5594	2	dip,pid2
6642	58533	2	dip,wan
10919	2908	2	dip,pid2
5610	8575	2	dip,pid2
8661	8662	2	dip,wan
8661	8663	2	dip,wan
8661	8664	2	dip,wan
8661	3646	2	dip,wan
8661	8665	2	dip,wan
8661	8666	2	dip,wan
8661	8667	2	dip,wan
8661	8668	2	dip,wan
8661	27335	2	dip,wan
8661	51386	2	dip,wan
8662	8663	2	dip,wan
8662	8664	2	dip,wan
8662	3646	2	dip,wan
8662	8665	2	dip,wan
8662	8666	2	dip,wan
8662	8667	2	dip,wan
8662	8668	2	dip,wan
8662	27335	2	dip,wan
8662	51386	2	dip,wan
8662	10480	2	dip,wan
8663	8664	2	dip,wan
8663	3646	2	dip,wan
8663	8665	2	dip,wan
8663	8666	2	dip,wan
8663	8667	2	dip,wan
8663	8668	2	dip,wan
8663	27335	2	dip,wan
8663	51386	2	dip,wan
8663	10480	2	dip,wan
8664	3646	2	dip,wan
8664	8665	2	dip,wan
8664	8667	2	dip,wan
8664	27335	2	dip,wan
8664	51386	2	dip,wan
8664	10480	2	dip,wan
3646	8665	2	dip,wan
3646	8666	2	dip,wan
3646	8667	2	dip,wan
3646	27335	2	dip,wan
3646	51386	2	dip,wan
3646	10480	2	dip,wan
8665	8666	2	dip,wan
8665	8667	2	dip,wan
8665	27335	2	dip,wan
8665	51386	2	dip,wan
8665	10480	2	dip,wan
8666	8667	2	dip,wan
8666	8668	2	dip,wan
8666	27335	2	dip,wan
8666	51386	2	dip,wan
8667	27335	2	dip,wan
8667	51386	2	dip,wan
8667	10480	2	dip,wan
27335	51386	2	dip,wan
27335	10480	2	dip,wan
51386	10480	2	dip,wan
1973	1981	3	dip,pid2,wan
1973	27250	2	dip,pid2
1981	1977	3	dip,pid2,wan
1981	26986	2	dip,wan
1977	1978	3	dip,pid2,wan
1977	1979	2	dip,wan
1977	8672	2	dip,wan
1977	26986	2	dip,wan
1978	208	2	pid2,wan
8518	55250	2	dip,wan
8518	55140	2	dip,wan
55250	55140	2	dip,wan
7046	2280	2	dip,pid2
2033	2099	2	dip,pid2
2033	2625	2	dip,pid2
2033	55662	2	dip,pid2
2033	7161	2	dip,pid2
2033	7528	2	dip,pid2
2099	2100	2	dip,pid2
2099	10401	2	dip,pid2
2099	7709	2	dip,pid2
7161	83737	2	dip,pid2
7161	5395	2	dip,pid2
7161	8626	2	dip,pid2
2056	2057	2	dip,pid2
2066	83737	2	dip,pid2
2066	3084	2	dip,pid2
83737	8626	2	dip,pid2
2067	2072	2	dip,wan
2071	2965	2	dip,wan
2071	2966	2	dip,wan
2071	2967	2	dip,wan
2071	2968	2	dip,wan
2965	2966	2	dip,wan
2965	2967	2	dip,wan
2965	2968	2	dip,wan
2966	2967	2	dip,wan
2966	2968	2	dip,wan
2967	2968	2	dip,wan
7709	2672	2	dip,pid2
2108	2109	2	dip,wan
2113	2114	2	dip,pid2
55763	55770	3	dip,pid2,wan
55763	60412	3	dip,pid2,wan
55763	11336	2	pid2,wan
55770	149371	2	pid2,wan
55770	11336	2	pid2,wan
55770	60412	2	pid2,wan
55770	23265	2	pid2,wan
55770	54536	2	pid2,wan
55770	10640	2	pid2,wan
60412	23265	3	dip,pid2,wan
60412	11336	2	pid2,wan
60412	10640	2	pid2,wan
60412	149371	2	pid2,wan
60412	54536	2	pid2,wan
23265	11336	2	pid2,wan
23265	10640	2	pid2,wan
23265	149371	2	pid2,wan
23265	54536	2	pid2,wan
5394	23404	2	dip,wan
5394	51010	2	dip,wan
5394	54512	2	dip,wan
5394	56915	2	dip,wan
5394	23016	2	dip,wan
5394	11340	2	dip,wan
5394	5393	2	dip,wan
5394	51013	2	dip,wan
23404	51013	2	dip,wan
23404	51010	2	dip,wan
23404	54512	2	dip,wan
23404	56915	2	dip,wan
23404	118460	2	dip,wan
23404	23016	2	dip,wan
23404	11340	2	dip,wan
23404	5393	2	dip,wan
51010	51013	2	dip,wan
51010	54512	2	dip,wan
51010	56915	2	dip,wan
51010	118460	2	dip,wan
51010	23016	2	dip,wan
51010	5393	2	dip,wan
54512	51013	2	dip,wan
54512	56915	2	dip,wan
54512	118460	2	dip,wan
54512	23016	2	dip,wan
54512	5393	2	dip,wan
56915	51013	2	dip,wan
56915	118460	2	dip,wan
56915	23016	2	dip,wan
56915	11340	2	dip,wan
56915	5393	2	dip,wan
23016	51013	2	dip,wan
23016	5393	2	dip,wan
11340	51013	2	dip,wan
5393	51013	2	dip,wan
5393	118460	2	dip,wan
2147	2149	2	dip,pid2
2149	2151	2	dip,pid2
57697	91442	2	dip,pid2
7132	10399	2	dip,pid2
7132	8717	2	dip,pid2
7132	7124	2	dip,pid2
8717	7124	2	dip,pid2
51493	283742	2	dip,wan
2175	2176	2	dip,pid2
2175	2178	2	dip,pid2
2176	2178	2	dip,pid2
29089	55120	2	dip,pid2
2193	10056	2	dip,wan
26271	51343	2	dip,pid2
2243	2244	2	dip,pid2
2243	2266	2	dip,pid2
2244	2266	2	dip,pid2
2260	9965	2	dip,pid2
2260	2246	2	dip,pid2
2260	8074	2	dip,pid2
2260	2247	2	dip,pid2
9965	2264	2	dip,pid2
2264	2246	2	dip,pid2
2246	2263	2	dip,pid2
2246	2261	2	dip,pid2
2263	2261	2	dip,pid2
2321	5228	2	dip,pid2
2321	7422	2	dip,pid2
5228	7422	2	dip,pid2
7422	3791	2	dip,pid2
7422	8829	2	dip,pid2
7422	8828	2	dip,pid2
7422	7057	2	dip,pid2
2324	7424	2	dip,pid2
2324	2277	2	dip,pid2
7424	3791	2	dip,pid2
2277	3791	2	dip,pid2
3685	3690	2	dip,pid2
3685	3694	2	dip,pid2
3690	3674	2	dip,pid2
3690	3678	2	pid2,wan
2354	2353	2	dip,pid2
2353	2355	2	dip,pid2
2534	7525	2	dip,pid2
2623	161882	2	dip,pid2
2665	5861	2	dip,wan
2665	4218	2	dip,wan
2668	2674	2	dip,pid2
2674	5979	2	dip,pid2
9837	51659	2	dip,wan
9837	64785	2	dip,wan
9837	84296	2	dip,wan
51659	64785	2	dip,wan
51659	84296	2	dip,wan
64785	84296	2	dip,wan
2782	54331	2	dip,pid2
2782	2792	2	dip,pid2
2887	3643	2	dip,pid2
3643	2888	2	dip,pid2
3643	3630	2	dip,pid2
3643	3667	2	dip,pid2
3643	5781	2	dip,pid2
3643	5770	2	dip,pid2
3716	3560	2	dip,pid2
3716	3572	2	dip,pid2
5159	3791	2	dip,pid2
5159	5155	2	dip,pid2
5159	56034	2	dip,pid2
5159	5921	2	dip,pid2
5159	6776	2	dip,pid2
2886	5781	2	dip,pid2
5781	3480	2	dip,pid2
5781	3572	2	dip,pid2
156	5727	2	dip,pid2
2957	2958	2	dip,wan
2959	2963	2	dip,wan
2963	2962	2	dip,wan
2963	5430	2	dip,wan
2963	5431	2	dip,wan
2963	5434	2	dip,wan
2963	6829	2	dip,wan
2960	2961	2	dip,wan
2961	5430	2	dip,wan
5430	5431	2	dip,wan
5430	5432	2	dip,wan
5430	5433	2	dip,wan
5430	5434	2	dip,wan
5430	5435	2	dip,wan
5430	5436	2	dip,wan
5430	5437	2	dip,wan
5430	5438	2	dip,wan
5430	5439	2	dip,wan
5430	5440	2	dip,wan
5430	5441	2	dip,wan
5430	6829	2	dip,wan
5431	5432	2	dip,wan
5431	5433	2	dip,wan
5431	5434	2	dip,wan
5431	5435	2	dip,wan
5431	5437	2	dip,wan
5431	5438	2	dip,wan
5431	5439	2	dip,wan
5431	5440	2	dip,wan
5431	5441	2	dip,wan
5431	6829	2	dip,wan
5434	5432	2	dip,wan
5434	5433	2	dip,wan
5434	5435	2	dip,wan
5434	5436	2	dip,wan
5434	5437	2	dip,wan
5434	5438	2	dip,wan
5434	5440	2	dip,wan
5434	5441	2	dip,wan
5434	6829	2	dip,wan
6829	5432	2	dip,wan
6829	5437	2	dip,wan
6829	6827	2	dip,wan
6829	6830	2	dip,wan
3055	5329	2	dip,pid2
5329	5328	2	dip,pid2
5329	7448	2	dip,pid2
9611	9759	2	dip,pid2
25942	6595	2	pid2,wan
6929	4654	2	dip,pid2
6885	28996	2	dip,pid2
6885	10454	2	dip,pid2
6885	23118	2	dip,pid2
6885	23043	2	dip,pid2
6885	7189	2	dip,pid2
3122	3123	2	dip,pid2
5599	57521	2	dip,pid2
3326	10963	2	dip,wan
3364	5810	2	dip,pid2
3364	5883	2	dip,pid2
5810	5883	2	dip,pid2
3383	3683	2	dip,pid2
3439	3455	2	dip,pid2
3455	3454	2	dip,pid2
3458	3459	2	dip,pid2
3459	6772	2	dip,pid2
3479	3480	2	dip,pid2
23118	3654	2	dip,pid2
23118	10454	2	dip,pid2
23118	7189	2	dip,pid2
7189	8878	2	dip,pid2
7189	7334	2	dip,pid2
3606	8809	2	dip,pid2
3606	8807	2	dip,pid2
3552	7850	2	dip,pid2
3554	3556	2	dip,pid2
3554	3654	2	dip,pid2
3654	4615	2	dip,pid2
3654	57162	2	dip,pid2
3558	3559	2	dip,pid2
3558	3560	2	dip,pid2
3558	3561	2	dip,pid2
3559	3560	2	dip,pid2
3559	3561	2	dip,pid2
3560	3561	2	dip,pid2
3561	3718	2	dip,pid2
3565	3566	2	dip,pid2
3569	3570	2	dip,pid2
3569	3572	2	dip,pid2
3572	7297	2	dip,pid2
3611	3987	3	dip,pid2,wan
3611	55742	2	pid2,wan
3611	29780	2	pid2,wan
55174	57508	2	dip,wan
57508	26173	2	dip,wan
26173	57117	2	dip,wan
4615	3656	2	dip,pid2
4615	51135	2	dip,pid2
4615	114609	2	dip,pid2
57162	51135	2	dip,pid2
3656	51135	2	dip,pid2
6627	10946	2	dip,wan
3678	8829	2	dip,pid2
3687	3689	2	dip,pid2
5594	6615	2	dip,pid2
5594	5595	2	pid2,wan
4149	8295	2	dip,pid2
6880	6881	2	dip,pid2
6880	6883	2	dip,pid2
6774	6850	2	dip,pid2
6774	7295	2	dip,pid2
9183	9735	2	dip,wan
3837	3838	2	dip,pid2
3837	5901	2	pid2,wan
3852	3861	2	dip,pid2
3875	7431	2	dip,pid2
3856	3880	2	dip,pid2
3952	3953	2	dip,pid2
3981	79840	2	dip,pid2
3981	7518	2	dip,pid2
79840	7518	2	dip,pid2
7518	2547	2	dip,pid2
4000	4001	2	dip,pid2
4000	84823	2	dip,pid2
4001	84823	2	dip,pid2
4043	7804	2	dip,pid2
4043	7436	2	dip,pid2
27257	57819	2	dip,wan
27257	27258	2	dip,wan
27257	25804	2	dip,wan
57819	27258	2	dip,wan
57819	25804	2	dip,wan
57819	23658	2	dip,wan
57819	11157	2	dip,wan
57819	51690	2	dip,wan
57819	51691	2	dip,wan
27258	25804	2	dip,wan
27258	23658	2	dip,wan
27258	11157	2	dip,wan
27258	51690	2	dip,wan
27258	51691	2	dip,wan
25804	23658	2	dip,wan
25804	11157	2	dip,wan
25804	51690	2	dip,wan
25804	51691	2	dip,wan
23658	11157	2	dip,wan
23658	51690	2	dip,wan
23658	51691	2	dip,wan
11157	51690	2	dip,wan
11157	51691	2	dip,wan
51690	51691	2	dip,wan
7099	23643	2	dip,pid2
9794	3516	2	dip,pid2
4217	5606	2	dip,pid2
4217	7295	2	dip,pid2
7295	7001	2	dip,wan
1432	3164	2	dip,pid2
57521	64223	2	dip,pid2
57521	253260	2	dip,pid2
57521	10325	2	dip,pid2
57521	64121	2	dip,pid2
23383	25836	2	dip,wan
4171	4172	2	dip,wan
4171	4173	2	dip,wan
4171	4174	2	dip,wan
4171	4175	2	dip,wan
4171	4176	3	dip,pid2,wan
4172	4173	2	dip,wan
4172	4174	2	dip,wan
4172	4175	2	dip,wan
4172	4176	2	dip,wan
4173	4174	2	dip,wan
4173	4175	2	dip,wan
4173	4176	2	dip,wan
4174	4175	2	dip,wan
4174	4176	2	dip,wan
4175	4176	2	dip,wan
4176	8914	2	dip,pid2
4176	54962	2	dip,pid2
8914	54962	2	dip,pid2
9656	10111	2	dip,pid2
9968	84246	2	dip,wan
9968	9969	2	dip,wan
9968	9282	2	dip,wan
9968	10025	2	dip,wan
9968	9440	2	dip,wan
9968	5469	2	dip,wan
84246	9440	2	dip,wan
84246	9477	2	dip,wan
9440	9969	2	dip,wan
9440	9282	2	dip,wan
9440	51586	2	dip,wan
9440	10025	2	dip,wan
9440	219541	2	dip,wan
9440	9477	2	dip,wan
9440	9442	2	dip,wan
9440	5469	2	dip,wan
9477	219541	2	dip,wan
9477	5469	2	dip,wan
9969	9282	2	dip,wan
9969	10025	2	dip,wan
9969	5469	2	dip,wan
9282	51586	2	dip,wan
9282	10025	2	dip,wan
9282	9439	2	dip,wan
9282	5469	2	dip,wan
10025	51586	2	dip,wan
10025	219541	2	dip,wan
10025	5469	2	dip,wan
51586	5469	2	dip,wan
9439	81857	2	dip,wan
219541	5469	2	dip,wan
5469	5914	2	dip,pid2
5469	6256	2	dip,pid2
5469	6720	2	dip,pid2
5469	7421	2	dip,pid2
5914	8648	2	dip,pid2
5914	6256	2	dip,pid2
6256	8648	2	dip,pid2
6256	7376	2	dip,pid2
6256	5465	2	dip,pid2
6256	5468	2	dip,pid2
6256	7421	2	dip,pid2
7421	8648	2	dip,pid2
56339	57721	2	dip,wan
4234	10785	2	dip,wan
4292	5395	2	dip,pid2
4312	7076	2	dip,pid2
10933	55257	2	dip,wan
2956	4436	2	dip,wan
4485	4486	2	dip,pid2
6009	5337	2	dip,pid2
5204	7411	2	dip,wan
6883	6881	2	dip,pid2
23310	54892	2	dip,wan
23310	29781	2	dip,wan
54892	29781	2	dip,wan
10592	10051	3	dip,pid2,wan
10592	64151	2	pid2,wan
10592	9918	2	pid2,wan
4686	22916	2	dip,wan
4688	653361	2	dip,pid2
8648	9971	2	dip,pid2
10403	147841	2	dip,pid2
5818	25945	2	dip,pid2
5818	5817	2	dip,pid2
25945	5819	2	dip,pid2
25945	5817	2	dip,pid2
4088	23327	2	dip,pid2
23327	4092	2	dip,pid2
4092	57154	2	dip,pid2
4092	64750	2	dip,pid2
4092	10413	2	dip,pid2
4738	9040	2	dip,pid2
4772	5530	2	dip,pid2
4781	4782	2	dip,pid2
4803	4914	2	dip,pid2
4914	8878	2	dip,pid2
4831	3939	2	pid2,wan
4831	2023	2	pid2,wan
8767	64127	2	dip,pid2
7353	55666	2	dip,wan
7415	55968	2	dip,wan
4928	8480	2	dip,wan
5901	10204	2	dip,wan
5901	7514	2	pid2,wan
5901	5903	2	pid2,wan
5901	9972	2	pid2,wan
5901	3836	2	pid2,wan
10482	29107	2	dip,wan
6786	84876	2	dip,pid2
4999	23595	2	dip,wan
6622	11315	2	dip,pid2
6622	9627	2	dip,pid2
6778	54625	2	dip,pid2
2547	10038	2	dip,pid2
2547	5591	2	dip,pid2
7158	22976	2	dip,wan
5095	5096	2	dip,wan
8428	11235	2	dip,wan
11235	10494	2	dip,wan
5154	5156	2	dip,pid2
5156	5155	2	dip,pid2
5156	56034	2	dip,pid2
5160	5162	2	dip,wan
23047	23244	2	dip,wan
23047	8243	2	dip,wan
23244	8243	2	dip,wan
8243	5885	2	dip,wan
8243	9126	3	dip,pid2,wan
8243	10735	2	dip,wan
5289	30849	2	dip,wan
5294	5579	2	dip,pid2
5579	5580	2	dip,pid2
5328	7448	2	dip,pid2
5337	6197	2	dip,pid2
25885	84172	2	dip,wan
5432	5433	2	dip,wan
5432	5435	2	dip,wan
5432	5436	2	dip,wan
5432	5437	2	dip,wan
5432	5438	2	dip,wan
5432	5439	2	dip,wan
5432	5440	2	dip,wan
5432	5441	2	dip,wan
5433	5436	2	dip,wan
5433	5438	2	dip,wan
5435	5437	2	dip,wan
5435	5438	2	dip,wan
5435	5440	2	dip,wan
5436	5441	2	dip,wan
5437	5438	2	dip,wan
5437	5440	2	dip,wan
5437	5441	2	dip,wan
5438	5440	2	dip,wan
5438	5441	2	dip,wan
10621	10623	2	dip,wan
10621	661	2	dip,wan
10621	10622	2	dip,wan
10623	10622	2	dip,wan
10622	661	2	dip,wan
5499	5511	2	dip,wan
5499	10413	2	dip,pid2
5501	5504	2	dip,wan
5518	5520	3	dip,pid2,wan
5518	5527	2	dip,wan
5518	5521	2	pid2,wan
5520	5516	2	pid2,wan
5562	5564	2	dip,wan
5566	5573	2	dip,pid2
5581	5587	2	dip,pid2
5617	5618	2	dip,pid2
10419	79084	3	dip,pid2,wan
10594	23020	2	dip,wan
5682	5683	2	dip,wan
5682	5684	2	dip,wan
5682	5685	2	dip,wan
5682	5686	2	dip,wan
5682	5687	2	dip,wan
5682	5688	2	dip,wan
5682	5689	2	dip,wan
5682	5690	2	dip,wan
5682	5692	2	dip,wan
5682	5693	2	dip,wan
5682	5694	2	dip,wan
5682	5695	2	dip,wan
5683	5684	2	dip,wan
5683	5685	2	dip,wan
5683	5686	2	dip,wan
5683	5687	2	dip,wan
5683	5688	2	dip,wan
5683	5689	2	dip,wan
5683	5690	2	dip,wan
5683	5692	2	dip,wan
5683	5693	2	dip,wan
5683	5694	2	dip,wan
5683	5695	2	dip,wan
5684	5685	2	dip,wan
5684	5686	2	dip,wan
5684	5687	2	dip,wan
5684	5688	2	dip,wan
5684	5689	2	dip,wan
5684	5690	2	dip,wan
5684	5692	2	dip,wan
5684	5693	2	dip,wan
5684	5694	2	dip,wan
5684	5695	2	dip,wan
5685	5686	2	dip,wan
5685	5687	2	dip,wan
5685	5688	2	dip,wan
5685	5689	2	dip,wan
5685	5690	2	dip,wan
5685	5692	2	dip,wan
5685	5693	2	dip,wan
5685	5694	2	dip,wan
5685	5695	2	dip,wan
5685	5701	2	dip,wan
5685	5713	2	dip,wan
5686	5687	2	dip,wan
5686	5688	2	dip,wan
