,AUPRC
Vesicular Stomatitis,0.07075774685543118
"stage, non-small cell lung cancer",0.04075314777514398
Pelvic Organ Prolapse,0.04612560472224036
Beckwith-Wiedemann Syndrome,0.08639087045678495
Extrahepatic Cholangiocarcinoma,0.054706374532678105
Clostridium; difficile (disorder),0.03556941878296751
Infective cystitis,0.03191297528318501
"MYELOPROLIFERATIVE SYNDROME, TRANSIENT",0.05605967793403681
Hypocholesterolemia,0.042217715557732
Dysplastic Nevus,0.04248620049648454
Islet Cell Tumor,0.03194432560717989
Fabry Disease,0.029034009559560023
Cerebellar atrophy,0.03859819940865916
Bicuspid aortic valve,0.09587635765640302
MAJOR AFFECTIVE DISORDER 8,0.03794373225116625
"Anemia, Hemolytic",0.0576070494519417
Luminal B Breast Carcinoma,0.042440851926738896
intracranial glioma,0.03970446008439068
Maturity onset diabetes mellitus in young,0.05120183149073179
Melanocytic nevus of skin,0.04470751039004212
Idiopathic Inflammatory Myopathies,0.032368986138299666
Acute myelomonocytic leukemia,0.04006928690461157
MAJOR AFFECTIVE DISORDER 7,0.03760815568159853
MAJOR AFFECTIVE DISORDER 9,0.038036792254627604
Adenocarcinoma of rectum,0.036702509652968944
Nevus,0.045540622979413053
Lynch Syndrome,0.12101939614208881
Ovarian clear cell carcinoma,0.05565716514982156
Generalized Anxiety Disorder,0.03910621121727938
Hyperparathyroidism,0.04423618424326037
Childhood Angiosarcoma,0.04699920883572588
Adult Angiosarcoma,0.04824804380089056
Adenosquamous carcinoma,0.0573512596099333
Oral Submucous Fibrosis,0.06273528616911603
Papillary Renal Cell Carcinoma,0.04468889832257142
Squamous cell carcinoma of the hypopharynx,0.04276550721305392
Aortic aneurysm without mention of rupture NOS,0.051748251506457385
"Macular dystrophy, corneal type 1",0.045529141108357145
Myxoid cyst,0.07352728410744622
High-Risk Neuroblastoma,0.06695976572002381
Childhood B Acute Lymphoblastic Leukemia,0.03838701210474925
Williams Syndrome,0.05430553337417864
Cleft Lip with or without Cleft Palate,0.05712320637012381
Chronic active hepatitis,0.040851458844172246
Optic Atrophy,0.04011329123748384
Rhabdoid Tumor,0.04756171079368261
Gastrointestinal mucositis,0.0449341102894777
Macrocephaly,0.05115748203120874
Polyneuropathy,0.03471689265207469
Childhood Pilocytic Astrocytoma,0.07494239641653513
Phyllodes Tumor,0.044270608054114244
AIDS related complex,0.03995829031233718
Epiretinal Membrane,0.04049056660390502
Decompression Sickness,0.04103886276581062
Coronary Stenosis,0.05530216246868878
Obstructive nephropathy,0.07508035403896952
Nijmegen Breakage Syndrome,0.14975123333737017
Mastocytosis,0.0761598930512978
Arthrogryposis,0.04617212511509087
Gastroenteritis,0.04057353443246285
"Brain Tumor, Primary",0.05596107015160814
Dysautonomia,0.04877391556644151
"Malformations of Cortical Development, Group II",0.03721967806848363
Lafora Disease,0.04338682744657488
Deuteranomaly,0.037610157140415004
"Mastocytosis, Systemic",0.04966632018813451
DiGeorge Syndrome,0.03965063253708687
alpha^+^ Thalassemia,0.048382615103652285
Russell-Silver syndrome,0.07355655798329068
Age-related cataract,0.060807889897383276
Inflammatory Myofibroblastic Tumor,0.03670433661999255
"Liposarcoma, Dedifferentiated",0.054430175108575514
Adult Pilocytic Astrocytoma,0.09233741511681655
Cytogenetically normal acute myeloid leukemia,0.04866796286650279
Large cell neuroendocrine carcinoma,0.044885313271592286
Idiopathic generalized epilepsy,0.04865714385591495
Trigeminal Neuralgia,0.04392110397619553
Traditional Serrated Adenoma,0.041856994937060535
Brucellosis,0.04325611107591041
Angelman Syndrome,0.04218267299275939
AMYOTROPHIC LATERAL SCLEROSIS 1,0.04706435318030911
Mild Mental Retardation,0.037678830841417044
Congenital cataract,0.06061947301399737
Wiskott-Aldrich Syndrome,0.03979170871356399
Ketosis,0.05997280730573754
Zinc deficiency,0.07528141158014319
Erythroblastosis,0.08221662005971582
Ganglioglioma,0.05784971263797074
Impaired insulin secretion,0.054411877051585664
Friedreich Ataxia,0.032323647558409184
Precursor cell lymphoblastic lymphoma,0.038644246053286646
Spastic Paraplegia,0.15522170609374772
Acquired Hypogammaglobulinemia,0.07320024383014065
psychological distress,0.04830979238343156
Synovial Cyst,0.08140411612425036
Pre B-cell acute lymphoblastic leukemia,0.06891218354314703
"Alzheimer Disease, Early Onset",0.06982481691855033
Carcinosarcoma,0.05992908014425073
Factor V Leiden mutation,0.12688827331886135
Stromal Neoplasm,0.06787785323832597
Adolescent idiopathic scoliosis,0.08577458329872421
"Amyotrophic Lateral Sclerosis, Familial",0.04568846853715382
Subfertility,0.03797051704380195
Periapical Periodontitis,0.0403102066366994
Childhood Lymphoblastic Lymphoma,0.036804870538030186
Autosomal dominant retinitis pigmentosa,0.05875465827067337
alpha-Thalassemia,0.05524577487563967
Adult Lymphoblastic Lymphoma,0.03693032636513373
"Inclusion Body Myopathy, Sporadic",0.06372780843185004
Atypical Teratoid Rhabdoid Tumor,0.040306576682496195
MOHR-TRANEBJAERG SYNDROME,0.08831368040763361
Mitochondrial abnormalities,0.03761571932303154
Anhedonia,0.0360947662493022
Dentatorubral-Pallidoluysian Atrophy,0.04195891707179663
Autoinflammatory disease,0.06626078931833487
Malignant neoplasm of oropharynx,0.07987477659208347
Thymic Carcinoma,0.07143944868888462
Absence Epilepsy,0.05163415543858698
Cystic kidney,0.0673988061349373
Enteritis,0.06307034824549632
Inclusion Body Myositis (disorder),0.07800140250982633
"Liposarcoma, Myxoid",0.042802735589069094
"Opitz GBBB Syndrome, X-Linked",0.041205546314782175
Malignant neoplasm of stomach stage IV,0.051556208515180765
Uterine Cervical Neoplasm,0.04528215578992202
"EAR, PATELLA, SHORT STATURE SYNDROME",0.05093583135739555
Learning Disabilities,0.05678605097071409
Cleft upper lip,0.038009089231282454
Li-Fraumeni Syndrome,0.05519845793585928
Gestational trophoblastic disease,0.04584291919962005
Cockayne Syndrome,0.10613933623948917
Spinocerebellar Ataxia Type 1,0.043137677818097346
"Meningitis, Pneumococcal",0.06018119880646271
Medullary carcinoma,0.05029566558741057
Fetal Alcohol Syndrome,0.04970105641387309
Dysmorphism,0.04766268512917513
Adult B Acute Lymphoblastic Leukemia,0.043718364176282914
Adult-Onset Still Disease,0.057339965833136636
"Leukemia, Mast-Cell",0.04195811886986111
MUTYH-Associate Polyposis,0.048892303095284875
Vitelliform Macular Dystrophy,0.04171726334730984
Ocular Hypertension,0.057833088940682315
Sickle Cell Trait,0.04551447492924152
Hepatitis D Infection,0.05030803580972968
"Anemia, Diamond-Blackfan",0.038618887322692246
Steroid resistant nephrotic syndrome of childhood,0.040361630929840624
Nonnuclear polymorphic congenital cataract,0.0394171660398361
Locally advanced breast cancer,0.055292091515570636
Sensory neuropathy,0.043296211505220575
Monocytic leukemia,0.07772909401997317
Tumour budding,0.05138538209151749
Steroid-resistant nephrotic syndrome,0.04123193462480789
Disease due to Parvoviridae,0.059867012470645735
Endometriosis of ovary,0.07237440013558356
Childhood Acute Monocytic Leukemia,0.03658867892603148
Adult Acute Monocytic Leukemia,0.036378335384986575
"Xeroderma Pigmentosum, Complementation Group D",0.09481758376837825
Early infantile epileptic encephalopathy with suppression bursts,0.04829645211810571
"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP C",0.043036674539875766
Histiocytic sarcoma,0.03961502568361885
Follicular neoplasm,0.0460842547151461
Laryngeal cleft,0.08297253522543205
Folic Acid Deficiency,0.06663450091958122
ATRICHIA WITH PAPULAR LESIONS,0.07735482764501427
Inherited neuropathies,0.05436651198847822
"Tuberculosis, Multidrug-Resistant",0.045093177389146935
Elastosis perforans serpiginosa,0.034788046146421774
Polycythemia,0.13997375259627406
Tooth Attrition,0.05389180012174939
Gastrointestinal tract vascular insufficiency,0.03959594364796335
Vascular insufficiency of intestine,0.04021122421629823
"Anemia, severe",0.061337323446370176
Hereditary Breast and Ovarian Cancer Syndrome,0.12490823503992671
Treatment related acute myeloid leukaemia,0.0662642641039195
Anthrax disease,0.08364928986885818
Peripheral motor neuropathy,0.051976660966438236
"Carcinoma, Spindle-Cell",0.05168228008684968
Epithelial hyperplasia,0.0581553872029862
Hereditary Malignant Neoplasm,0.07711714739825745
SMITH-MCCORT DYSPLASIA 1,0.03901516088419427
Rhabdoid Tumor of the Kidney,0.08191449371873936
Brugada Syndrome (disorder),0.07185815560134676
Cannabis use,0.04838166967897501
Adult Malignant Peripheral Nerve Sheath Tumor,0.059894541764163194
FRAGILE X TREMOR/ATAXIA SYNDROME,0.071431052962377
Childhood Malignant Peripheral Nerve Sheath Tumor,0.062212774189619846
Myeloid neoplasm,0.03726933425515968
Alveolar Soft Part Sarcoma,0.06177656613590994
ACTH-Secreting Pituitary Adenoma,0.054219248990385396
Richter's syndrome,0.05748860602942481
Hereditary Leiomyomatosis and Renal Cell Cancer,0.04447188876340052
"Malaria, Vivax",0.05929657779380229
Mixed Connective Tissue Disease,0.03936530415496402
Primary Malignant Liver Neoplasm,0.05838262024591793
Axonal neuropathy,0.09019952406406047
Fibrodysplasia Ossificans Progressiva,0.043233608093920586
Scrub Typhus,0.05311881601249313
Pseudolymphoma,0.04480484297587079
"Tuberculosis, extrapulmonary",0.07261353244896875
"Hemorrhagic Fevers, Viral",0.04030470506395825
Aggressive Non-Hodgkin Lymphoma,0.06720004194790637
Neuroectodermal Tumors,0.0586973153699079
TRICHOMONAS VAGINALIS (finding),0.03974380442423432
Solitary fibrous tumor,0.037722689465124006
Combined immunodeficiency,0.07445456000558907
Mesenchymal Cell Neoplasm,0.0442162483666082
Coffin-Siris syndrome,0.07239052683251267
Monocytosis,0.04348993055361881
Adrenal cortical hypofunction,0.04716454554500858
Lissencephaly,0.08213880184777868
Extraskeletal Myxoid Chondrosarcoma,0.04591821671754477
Posterior subcapsular cataract,0.04517265930009559
Polycystic Kidney - body part,0.08144318757633168
"Reticuloendotheliosis, X-linked",0.06975150715196103
Clear Cell Sarcoma of Soft Tissue,0.0639760809684958
Refractory anaemia with excess blasts,0.04549715096533605
"Parkinson Disease, Familial, Type 1",0.043746830217043516
Blastic plasmacytoid dendritic cell neoplasm,0.05357258119330024
Fibrolamellar Hepatocellular Carcinoma,0.09549785766076513
Familial generalized lipodystrophy,0.08169886248794997
Chronic schizophrenia,0.05741900077050486
"MICROPHTHALMIA, SYNDROMIC 7",0.050430571428500964
Rift Valley Fever,0.06050763196247803
Bernard-Soulier Syndrome,0.06469728380310186
TDP-43 Proteinopathies,0.05522913174912177
Metastatic Colorectal Carcinoma,0.13675347528046147
TUBEROUS SCLEROSIS 2 (disorder),0.07639146811515786
Therapy-related myelodysplastic syndrome,0.06866264184822535
Platinum-Resistant Ovarian Carcinoma,0.06849611775385983
Malformations of Cortical Development,0.05938462372222144
Mandibulofacial Dysostosis,0.0635513921176511
Seckel syndrome,0.08946265876307051
Lobular carcinoma in situ of breast,0.051267458701707375
Acute monoblastic leukemia,0.07571456198397848
Adenocarcinoma of small intestine,0.09262629667568126
"RETINOSCHISIS 1, X-LINKED, JUVENILE",0.04969738878707039
MiT family translocation renal cell carcinoma,0.04365228220507102
Muckle-Wells Syndrome,0.11197107079601938
"Histiocytoma, Angiomatoid Fibrous",0.048115889585184916
