,AUPRC
Hashimoto24,0.03781218156709972
Gou24_lung,0.12041134772237039
Reed24_Leukocyte module,0.07678244086884348
Reed24_Cell cycle module,0.053650783927761285
Reed24_Catabolic process module,0.02403613855223002
Reed24_Organic acid metabolic process module,0.034663697907300256
Reed24_Endoplasmic reticulum module,0.11988490216659939
Reed24_Neutrophil activation module,0.06071184254924043
