	entrezgene	mean	bases	median	transcript_count
3647	1584	0.20496028421486814	1517.0	0.141	3
3648	158401	0.5013036718744273	3832.5	0.2520833333333333	6
3649	158405	0.8843625159534391	2201.0	1.138	3
3650	158427	0.646994696969697	1551.0	1.026	1
3651	158431	0.4864958323809523	2100.0	0.855	2
3652	158471	0.4832777667206767	6886.5	0.427	4
3653	1585	0.2447089589947089	1512.0	0.4895	1
3654	158506	0.113232	1278.0	0.08	1
3655	158511	-0.40623293959782564	232.0	-0.2855	3
3656	158521	-0.2060843567708333	768.0	-0.162	1
3657	158584	0.4033689743589743	1599.0	0.613	1
3658	158586	0.554541	2412.0	1.023	1
3659	1586	0.41973276922444774	1358.4	0.9410000000000001	5
3660	158724	-0.186093	2376.0	0.268	1
3661	158747	0.7347319323530505	1046.0	0.867	3
3662	158763	0.6480898695900348	1431.0	1.026	4
3663	158787	0.5002772647391064	812.0	0.29633333333333334	3
3664	158798	0.20069362647489383	423.0	0.15975	4
3665	1588	0.6298757368830181	1170.0	1.026	5
3666	158800	-0.2296754162162161	555.0	-0.074	2
3667	158809	-0.159386	1224.0	-0.0545	1
3668	158830	0.3494511485507247	552.0	0.947	1
3669	158833	0.6056329766970618	987.0	1.026	1
3670	158835	0.593322263473054	1002.0	1.026	1
3671	158866	0.9185077271227136	1000.5	1.138	2
3672	158880	0.577968	2136.0	0.882	1
3673	1589	0.41289095116727814	1443.0	0.984	2
3674	158931	0.2514821333333333	600.0	0.138	2
3675	158983	-0.4009236666666667	444.0	-0.108	1
3676	159	0.8758818468271335	1371.0	1.138	1
3677	159013	0.7045505051202321	722.0	1.026	3
3678	159090	0.7573404327810024	771.0	1.026	6
3679	159091	0.2329961391603401	420.5	0.18000000000000002	12
3680	1591	0.6173288958576991	1337.0	1.026	3
3681	159119	-0.23920500111571644	821.0	0.17833333333333332	3
3682	159163	-0.198158971096142	1435.5	0.255	2
3683	159195	0.7773167071851127	3946.125	1.069375	8
3684	1592	0.7932885373873113	1390.5	1.066	2
3685	159296	0.6865144337899544	1095.0	0.947	1
3686	1593	0.5010557556390978	1596.0	1.026	1
3687	159371	0.4955404557327145	1096.5	1.026	2
3688	1594	0.5744206154691069	1206.0	1.025	4
3689	1595	0.8170518110223514	1374.0	1.138	3
3690	159686	0.6866478128441046	1449.0	1.138	2
3691	159963	0.7126695340450526	1524.0	1.054	2
3692	159989	0.6181203280705196	935.4	0.8513999999999999	5
3693	16	0.7411651764025552	2898.5454545454545	1.026	11
3694	160	0.7183537655178217	2901.0	1.049	2
3695	1600	0.9514062099774229	1481.4	1.138	5
3696	160065	0.1988196230058199	363.0	0.207	2
3697	1601	0.744314213775953	2118.0	1.026	4
3698	160140	0.5318824502716246	891.75	1.026	4
3699	1602	0.8881954468749372	1832.0	1.1366666666666665	3
3700	160287	0.5283393713713714	999.0	0.874	2
3701	160298	0.7131105329341317	1002.0	1.026	1
3702	1603	0.8834568318588641	279.0	1.138	3
3703	160335	0.8010481573978643	2306.0	1.138	3
3704	160364	0.10281128034907926	741.75	0.184	4
3705	1604	0.048982942127329385	1160.1	0.1285	10
3706	160418	0.8364486561020037	2745.0	1.138	1
3707	160419	0.7146765024844057	1186.5	1.015	2
3708	160428	0.752883114698315	2785.5	1.082	2
3709	160492	0.2596606044956194	1072.2	0.1684	5
3710	1605	0.7107146439732143	2688.0	1.026	14
3711	160518	0.7572557934236578	3324.0	1.026	3
3712	1606	0.7585375692934783	2208.0	1.138	3
3713	160622	0.5868180292965891	973.5	0.867	2
3714	1607	0.8754470520016631	2391.0	1.138	5
3715	160728	0.674106259138025	1833.0	1.026	1
3716	160760	0.8620851322404371	915.0	1.138	1
3717	160762	0.409305550575702	1573.0	0.31666666666666665	3
3718	160777	0.38650878453467685	743.0	0.16766666666666666	3
3719	1608	0.7550554400987527	2312.0	1.138	3
3720	160851	0.7527146980246868	3442.2	1.138	5
3721	160857	0.6516312725060827	822.0	1.026	1
3722	160897	0.772998513983371	1323.0	1.134	1
3723	1609	0.4240342813715094	2829.0	1.012	1
3724	161	0.6476454211823848	2821.5	1.117	2
3725	1610	0.5429804229232902	945.0	1.022	2
3726	161003	0.46079139508002964	862.5	0.307	2
3727	1611	0.4958508991159523	462.0	0.6455	2
3728	161142	0.41793336942644527	1086.3333333333333	0.3060555555555556	9
3729	161145	0.900788	504.0	1.138	2
3730	161176	0.4306472028534401	2551.8	0.9301999999999999	5
3731	161198	0.427697	1473.0	0.289	1
3732	1612	0.7371056272323374	4227.0	1.138	6
3733	161247	0.7480421513083049	585.0	1.0819999999999999	2
3734	161253	0.7181899673060157	844.5	1.026	2
3735	161291	0.7710140000000001	1056.0	1.047	1
3736	1613	0.6077810146520146	1365.0	1.023	2
3737	161357	0.886106086862009	2631.0	1.138	2
3738	161394	0.37842745389096966	1146.0	0.219	2
3739	161424	0.6402646146812054	1759.5	1.026	2
3740	161436	0.879686667569149	5922.0	1.138	2
3741	161497	0.6944116329195597	4168.5	1.0179999999999998	2
3742	1615	0.8962763844621513	1506.0	1.138	1
3743	161502	0.4255550375275937	906.0	0.979	1
3744	161514	0.6853021960669293	938.0	1.0786666666666667	3
3745	161582	0.6842743447966196	1200.75	1.0945	4
3746	1616	0.582659355514412	2154.0	0.9486000000000001	5
3747	1617	0.4664115798802177	1503.0	0.8066666666666666	3
3748	161725	0.6817603961376536	2788.0	0.8770000000000001	3
3749	161742	0.9441213625468166	1335.0	1.138	1
3750	161753	0.3938265139393939	825.0	0.3035	1
3751	161779	0.304292	1758.0	0.415	1
3752	1618	0.8119957124957236	918.0	1.114	2
3753	161823	0.7746353168137575	930.0	1.116	5
3754	161829	0.5877896586737604	1632.0	0.62525	2
3755	161835	0.4599512651775487	1746.0	0.232	1
3756	161882	0.25207819526917974	1077.0	0.332375	4
3757	161931	0.2840962309269886	1875.0	0.30474999999999997	2
3758	162	0.7922484614267167	2812.5	1.126	4
3759	1620	0.9092408463892365	1624.5	1.138	2
3760	162073	0.5926239999999999	1608.0	1.026	1
3761	162083	-0.061054	465.0	0.063	1
3762	1621	0.3755361245954693	1854.0	0.951	1
3763	1622	0.5784229466977969	325.875	1.138	8
3764	162239	0.7307916372742844	687.0	1.1193333333333333	6
3765	162282	0.7837942749222464	3358.2	1.138	5
3766	162333	0.3076790778135452	2448.75	0.194	4
3767	162387	0.36124	1761.0	0.229	1
3768	162394	0.37195787696587573	1621.0	0.228	3
3769	162417	0.6257488380062305	1605.0	1.026	1
3770	162427	0.8273222711046163	1255.5	1.138	2
3771	162461	0.2380041979166666	480.0	0.161	2
3772	162466	0.7337473121890546	854.0	1.026	3
3773	162494	0.7922459119972199	1109.0	1.138	3
3774	162514	0.6918322603987753	2343.75	1.09975	4
3775	162515	0.5907311218370088	1289.0	1.026	3
3776	162517	0.6645869909706545	1329.0	1.026	1
3777	162540	0.2553829999999999	2055.0	0.207	1
3778	162605	0.5693412293906811	1395.0	1.026	1
3779	162655	0.036442299947513794	933.0	0.307	2
3780	162681	0.6106474248722377	1168.2	0.4627	5
3781	1627	0.5827925885753924	1792.5	0.774	4
3782	1628	0.7435148798224873	627.75	1.00325	4
3783	1629	0.7167355253260326	1223.25	1.11725	4
3784	162962	0.21527502598805923	1963.0	0.25233333333333335	3
3785	162963	0.17262558404813325	1346.0	0.545	6
3786	162966	-0.18891842895622896	2334.6	-0.1076	5
3787	162967	-0.04638572429378528	1236.0	0.060124999999999984	4
3788	162968	0.0295019999999999	1497.0	0.353	2
3789	162972	0.41633019532377374	931.0	0.793	3
3790	162979	0.4402468683473389	1428.0	1.026	1
3791	162989	0.7738928716277388	885.75	1.026	4
3792	162993	0.3432853950172137	782.25	0.69675	4
3793	162998	0.3483469999999999	939.0	0.66	3
3794	163	0.9205853735705789	2248.5	1.1421666666666666	6
3795	1630	0.8114480293382178	3787.5	1.1280000000000001	2
3796	163033	0.552963	1689.0	0.931	1
3797	163049	0.4676097354048032	970.5	0.961	2
3798	163050	0.3527108129581008	864.0	0.6875	2
3799	163051	0.4283682928348909	1926.0	0.779	1
3800	163059	0.03776106035883927	1984.0	0.40599999999999997	3
3801	163071	0.0975451116427432	1254.0	-0.04	3
3802	163081	0.4904972280864791	1873.8	0.8664	5
3803	163087	0.8003848403361344	1428.0	1.098	4
3804	163126	0.403759	711.0	0.774	1
3805	163131	0.3350886071990891	1608.0	0.39199999999999996	3
3806	163154	0.130717940110323	1269.0	0.1585	1
3807	163175	0.5857920411280398	1295.0	1.016	3
3808	163183	0.36853430878572635	1045.5	0.251	2
3809	1632	0.3099919336736637	833.0	1.026	3
3810	163223	-0.43934634939629474	1815.0	0.121	2
3811	163227	-0.0686190055504933	1533.0	0.512	2
3812	163255	0.19065954415363656	1585.2	0.4184	5
3813	163259	0.7321836098831238	2701.5	1.138	2
3814	1633	0.7316630285138598	779.0	1.118	3
3815	163351	0.3057329500525762	1902.0	0.809	1
3816	1634	0.579991519229162	554.7272727272727	1.0565454545454545	11
3817	163404	0.8585078839106294	960.75	1.138	4
3818	163479	0.6591866189827429	2202.0	1.026	1
3819	163486	0.7532742433859285	1600.0	1.1006666666666665	3
3820	1635	0.6739007431474402	548.0	1.055	3
3821	163589	0.6575234384454283	3000.0	1.026	3
3822	163590	0.6341927876857749	1074.0	1.0633333333333332	3
3823	1636	0.5730658048326784	2981.25	1.01	4
3824	163688	0.4403719340659341	546.0	0.947	1
3825	163702	0.34425112034233246	993.6	0.23760000000000003	5
3826	163732	0.421587	555.0	0.751	1
3827	163742	0.404982	114.0	0.2675	2
3828	163747	0.4396430722556096	1251.0	1.025	2
3829	163778	0.428979	240.0	0.2835	1
3830	163782	0.633963174901369	1387.5	0.8255	4
3831	163786	0.7191362872340425	1974.0	1.082	1
3832	1638	0.5842111860179905	1609.5	1.0185	2
3833	163859	0.3730452787610619	1356.0	0.94	1
3834	163882	0.4484578966725699	1481.0	0.27116666666666667	3
3835	1639	0.8148048409630646	3706.6666666666665	1.1348888888888888	9
3836	163933	0.751008	990.0	0.938	1
3837	164	0.9721562295963315	2040.0	1.138	4
3838	164045	0.66053128365831	4308.0	1.026	1
3839	164091	0.648513	1041.0	1.026	2
3840	1641	0.9156387084041517	1104.6	1.138	10
3841	164118	0.4314334979988565	1749.0	0.3255	1
3842	164127	0.1635579999999999	1872.0	0.138	1
3843	164153	0.372208	525.0	0.269	1
3844	1642	0.8583449878482692	3281.0	1.138	9
3845	164237	0.1467270390070922	282.0	0.23	1
3846	164284	0.3828984282868526	1506.0	0.248	1
3847	1643	0.6735747813294384	1031.0	1.026	3
3848	164312	0.33135519865729207	1378.0	0.155	3
3849	164395	0.6931713168084351	1222.0	1.1306666666666667	3
3850	1644	0.5639216466712106	1258.5	1.026	8
3851	1645	0.24312121783730864	795.0	0.1885	2
3852	164592	0.19789807166587342	1711.5	0.13025	2
3853	1646	0.2012435147249874	762.0	0.12766666666666668	3
3854	164633	0.8715506419753086	648.0	1.138	1
3855	164656	0.5983850056049197	2256.0	1.0128333333333333	6
3856	164668	-0.1557719728814865	539.5	0.010166666666666666	6
3857	164684	0.0777383612903226	930.0	0.2	1
3858	1647	0.8552853613835	320.4	1.1001999999999998	5
3859	164714	0.2057018198317839	2259.0	0.834	1
3860	164781	0.7043757780448717	1248.0	1.118	1
3861	164832	0.44972243138710677	1900.5	0.5974999999999999	2
3862	1649	0.7132206600182871	537.6	1.026	5
3863	165	0.6060012404688968	2839.5	0.9864999999999999	2
3864	1650	0.7460007032018765	1345.5	1.138	2
3865	165055	0.6426913019871082	1866.0	1.026	2
3866	165082	0.37816211634643115	2967.75	0.498375	4
3867	165100	0.011629	1188.0	0.074	1
3868	165140	0.242939	1155.0	0.17	1
3869	165186	0.3336156022875817	3060.0	0.223	1
3870	1652	0.40339783038135557	387.6	0.9212	5
3871	165215	0.7566985634824669	2481.0	1.118	1
3872	165257	0.7169877083333334	864.0	1.026	1
3873	1653	0.9033375554843769	1938.6	1.138	10
3874	165324	0.7639345294871794	780.0	1.134	2
3875	1654	0.877023647537786	1774.05	1.13965	20
3876	1655	0.8903245756097562	1845.0	1.071	2
3877	165530	0.1133544626412429	1737.0	0.068	2
3878	165545	0.674296604921077	2154.0	1.026	2
3879	1656	1.0235413250688703	1452.0	1.138	3
3880	165631	0.11803223407966057	1488.0	0.1705	4
3881	165679	0.780589	231.0	1.138	3
3882	1657	0.838443578399011	9115.5	1.138	2
3883	165721	0.453991	699.0	0.98	2
3884	165829	0.5125981508839348	2439.0	0.205	2
3885	1659	0.8269111798308928	3573.0	1.1358333333333333	3
3886	165904	0.3691817023172905	3493.0	0.4513333333333333	3
3887	165918	0.4234516520979021	1716.0	0.2155	1
3888	166	0.4780498295140259	605.0	0.8409999999999999	3
3889	1660	0.8271633359559402	3813.0	1.134	1
3890	166012	0.4561226793372319	1026.0	0.905	1
3891	1662	0.723377378211944	2588.0	1.134	3
3892	1663	0.48680701567348117	2712.0	0.957	4
3893	166336	0.7453013111808707	2591.0	1.109	3
3894	166348	0.7175516747908882	1258.5	1.0645	4
3895	166378	0.676057910851413	2716.5	1.054	2
3896	166379	0.587865	2133.0	1.026	2
3897	1665	0.9625573065326636	2388.0	1.138	1
3898	1666	0.7043680068488787	994.5	1.114	2
3899	166614	0.8285376263034192	2275.5	1.138	4
3900	166647	0.7052475136502366	2321.0	1.0410000000000001	3
3901	166655	0.261935	1416.0	0.093	4
3902	1667	-1.3334106315789471	285.0	-0.256	1
3903	166752	0.4153913637071652	6420.0	0.233	1
3904	166785	0.7308139338789262	1246.0	1.026	6
3905	166793	0.4946339273281113	2298.0	0.314	1
3906	1668	-0.3046492280701754	285.0	-0.15	1
3907	166815	0.785399	1578.0	1.049	1
3908	166824	0.589724853828498	1003.5	1.026	4
3909	166863	0.9331914571354233	1491.0	1.138	3
3910	1669	-0.141388074829932	294.0	-0.125	1
3911	166929	0.741806077413479	1098.0	1.138	4
3912	166968	0.8793855550449611	1608.75	1.138	4
3913	166979	0.5218402522496088	1514.0	1.018	3
3914	167	0.21661457601862194	643.5	0.183	4
3915	1670	-0.7578177719298245	285.0	-0.1035	1
3916	1671	-0.0968876732673267	303.0	0.303	1
3917	167127	0.4069257737030689	1521.0	0.2825	2
3918	167153	0.9148113125649767	1419.75	1.138	4
3919	1672	0.1104924879227053	207.0	0.049	1
3920	167227	0.8884575074305046	1017.0	1.138	3
3921	1673	-0.2695132358974359	195.0	-0.186	1
3922	167359	0.7328277848970253	1311.0	1.138	2
3923	1674	0.8597281705590941	1413.0	1.138	1
3924	167410	0.7763698716136631	849.0	1.132	1
3925	167465	0.5914636854586129	2235.0	0.962	1
3926	1675	0.3119330997117035	698.5	0.8370000000000001	6
3927	167555	0.7383609867629363	831.0	1.138	1
3928	1676	0.5409090598733224	901.5	0.988	2
3929	167681	0.397159	1242.0	0.901	1
3930	167691	0.5487528656648725	1827.0	0.49533333333333335	3
3931	1677	0.3819918403739262	806.0	0.5513333333333333	3
3932	1678	0.8029510408163265	220.5	1.0955	2
3933	167826	0.860728	819.0	1.135	1
3934	167838	0.4473735975669099	2055.0	0.2	1
3935	168002	0.0031405435097671508	1521.0	0.0735	4
3936	168090	0.1192055106382978	1410.0	0.085	1
3937	168374	0.23697951796022715	1628.25	0.583	4
3938	168391	0.3449075698198198	1332.0	0.272	2
3939	168400	0.221739	1896.0	0.128	1
3940	168417	-0.2073790833333333	1236.0	0.369	2
3941	168433	0.438314	1131.0	0.314	1
3942	168448	0.150529	1344.0	0.273	1
3943	168451	0.6128898886263089	806.0	0.9078333333333334	3
3944	168455	0.6014189999999999	708.0	0.932	1
3945	168507	0.1875628301510129	8506.0	0.19699999999999998	3
3946	168537	0.227948	903.0	0.166	1
3947	168544	0.3721777910293871	1114.5	0.608	2
3948	168620	0.380021	570.0	0.882	2
3949	168667	0.7767203054000811	1859.142857142857	1.138	7
3950	1687	0.44183434009760736	1210.2	0.44139999999999996	5
3951	168850	1.0014118401002503	1995.0	1.138	3
3952	168975	0.360862020953441	1429.5	0.22375	2
3953	1690	0.806393535777674	1593.0	1.138	7
3954	169026	0.5787561726972298	999.75	1.026	4
3955	169044	0.5794795836918664	4881.0	1.026	1
3956	169166	0.5530433756613755	1174.5	1.026	2
3957	169200	0.8183960064989217	830.0	1.0106666666666666	3
3958	169270	0.39317774372451947	1263.75	0.63525	4
3959	169355	0.4680180318627451	1224.0	0.934	1
3960	169436	0.290288306412139	2043.0	0.2085	1
3961	169522	0.6161858644688644	1638.0	1.026	1
3962	169611	0.6020186700596859	1638.0	1.134	2
3963	169693	0.3542557563352826	513.0	0.2825	1
3964	169714	0.3759428507391511	2097.0	0.829	1
3965	169792	0.7840062434751582	1558.2	1.0708	5
3966	169834	0.425034	1140.0	0.731	1
3967	169841	0.33767719391513173	726.75	0.4965	4
3968	169966	0.6105689999999999	1170.0	1.061	2
3969	169981	0.5323301185342829	655.0	0.693	9
3970	170062	-0.2069019999999999	1938.0	0.3715	1
3971	170067	-0.1675029999999999	2454.0	-0.049	1
3972	170082	0.5814609107766143	1067.25	1.026	8
3973	170261	0.551022	1209.0	1.022	1
3974	170302	0.7266471130846652	1689.0	0.891	1
3975	170370	0.2477443661971831	852.0	0.1945	1
3976	170371	0.20786754614390007	415.8	0.17	5
3977	170384	0.6543901984207983	1455.0	1.08	2
3978	170392	0.7107622139539205	1302.0	1.0819999999999999	2
3979	170394	0.2789540086497462	1636.5	0.798	2
3980	170463	0.4731046736050044	657.0	0.6745	4
3981	170482	0.0870362380283608	595.5	0.604	4
3982	170487	0.448734	738.0	0.962	1
3983	170506	0.7985608281238816	2984.0	1.118	3
3984	170572	0.4182768601190476	1344.0	0.853	1
3985	170575	0.0295878414766558	921.0	0.081	1
3986	170589	0.608496344078144	379.0	0.9733333333333333	3
3987	170591	0.6294433199999999	300.0	1.068	3
3988	170622	0.6281537011249381	247.2	0.8894	5
3989	170626	-0.1425295238095238	336.0	0.414	2
3990	170627	-0.0795414770642202	327.0	-0.06	1
3991	170679	0.025248202946363697	348.0	0.03683333333333333	3
3992	170680	0.4722990243309003	411.0	0.923	1
3993	170685	0.8154783272727273	495.0	1.115	2
3994	170689	0.6894252110059587	2853.0	1.026	1
3995	170690	0.4890873567616188	2694.0	1.026	2
3996	170691	0.6555955674156055	3328.5	1.026	2
3997	170692	0.6788816912165848	3666.0	1.026	1
3998	170712	0.336822	245.0	0.223	3
3999	170825	0.6049128965391621	660.0	0.962	2
4000	170850	0.9293285630060557	1294.5	1.1349999999999998	2
4001	170954	0.5824349109990451	1506.0	0.96675	4
4002	170958	-0.2583775870780256	688.8	0.15409999999999996	5
4003	170959	0.08819267335033396	664.5	0.504	4
4004	170960	-0.16786842471076682	1969.0	0.35166666666666674	3
4005	170961	0.38539222925763	3531.0	0.26899999999999996	3
4006	171017	0.8939018271253487	1685.0	1.1373333333333333	6
4007	171019	0.7491010068643603	3642.0	1.138	1
4008	171023	0.7070510774041482	2327.1428571428573	0.7514285714285714	7
4009	171024	0.5508921745900481	2760.0	1.0446666666666666	6
4010	171169	0.1701069999999999	375.0	0.177	1
4011	171177	0.8172067158931083	711.0	1.127	1
4012	171222	0.38028	465.0	0.554	3
4013	171389	0.3477231390504873	2677.5	0.627	2
4014	171392	0.06059547064001836	533.0	0.39199999999999996	6
4015	171425	0.7447201800170454	989.0	1.138	3
4016	171482	-0.1603624124124124	999.0	0.309	2
4017	171483	-0.06295282423300111	585.0	0.42300000000000004	5
4018	171484	0.06140060753944306	463.0	0.006000000000000005	3
4019	171546	0.7938659629629629	216.0	0.956	1
4020	171558	0.22109471305819228	758.25	0.08475	4
4021	171568	0.778656691264782	593.25	1.135	4
4022	171586	0.7719280389991455	982.0	1.1276666666666666	3
4023	1716	0.6069122414639049	558.0	0.7501666666666668	3
4024	1717	0.5515767789069584	1296.6666666666667	1.026	9
4025	1718	0.7640638269754619	1563.0	1.053	3
4026	1719	0.7678184215985125	481.5	1.0950000000000002	4
4027	1723	0.6576381646392009	1185.0	1.026	2
4028	1725	0.6558703635087685	1021.0	1.0359999999999998	3
4029	1727	0.6726633870315951	874.5	1.026	12
4030	1728	0.6593304757617228	740.0	1.04	6
4031	1729	0.6760329002374567	2006.5	1.082	6
4032	173	0.3355261383333333	1800.0	0.224	1
4033	1730	0.8215546693779603	3298.5	1.138	2
4034	1731	0.7655289848078642	1119.0	1.026	2
4035	1733	0.6223497301450873	517.5	1.026	6
4036	1734	0.8277118985785631	605.0	1.026	3
4037	1735	0.7116395	655.5	1.026	2
4038	1736	0.771328962637778	1430.25	1.13625	8
4039	1737	0.7478821340873612	1762.090909090909	1.1249090909090909	11
4040	1738	0.9199816819582987	1459.0	1.138	3
4041	1739	0.9116696536728796	2549.3846153846152	1.138	39
4042	174	0.5053525621003605	1849.5	0.3245	2
4043	1740	0.9122973645086028	2053.0434782608695	1.138	23
4044	1741	0.9385439134439275	1911.0	1.138	4
4045	1742	0.88479330249802	1902.3	1.134	10
4046	1743	0.8102424270767778	807.0	1.1099999999999999	2
4047	1745	1.007341669180689	579.0	1.138	2
4048	1746	0.7344210811141165	820.5	1.0575	2
4049	1747	0.8394207598379629	684.0	1.0835	2
4050	1748	0.47816908720513096	525.0	0.7636666666666666	3
4051	1749	0.8137835118534482	723.0	1.1019999999999999	2
4052	175	0.5832200614793468	1041.0	1.026	1
4053	1750	0.8683743345900609	690.0	1.138	2
4054	1755	0.14611357206128403	6500.076923076923	0.887	13
4055	1756	0.9260017055665472	2960.4444444444443	1.1379629629629628	27
4056	1757	0.47630085734907884	1732.8	1.0184000000000002	5
4057	1758	0.3513043389355086	1518.0	0.207	2
4058	1759	0.8692880633111594	2569.2	1.138	10
4059	176	0.4242806552873036	6639.0	0.35766666666666663	6
4060	1760	0.6903010712432766	1789.5	1.026	6
4061	1761	0.6727939753251468	885.0	1.024	2
4062	1762	0.6314328576638177	1987.5	1.026	2
4063	1763	0.6279252391144776	2893.5	1.0255	2
4064	1767	0.6883558641766627	13852.5	1.026	2
4065	1768	0.695720142181614	12477.0	1.122	1
4066	1769	0.7448317837416759	13388.0	1.138	3
4067	177	0.5590241324820124	987.8571428571429	1.0034285714285713	7
4068	1770	0.6065753189511065	7512.75	0.848	4
4069	1773	0.4267784958775029	849.0	1.026	2
4070	1774	0.4841915599559956	909.0	1.022	3
4071	1775	0.464484240260454	874.8	0.9350000000000002	5
4072	1776	0.5350004848126045	871.0	1.0086666666666666	3
4073	1777	0.39663301090984254	1000.5	0.91875	2
4074	1778	0.7720246288922592	12449.625	1.138	8
4075	178	0.7669397611021742	4589.4	1.138	5
4076	1780	0.8304214774616963	1651.5	1.138	8
4077	1781	0.9631300852944572	1881.75	1.138	8
4078	1783	0.8545833224740381	1181.0	1.138	3
4079	1785	0.770592039003694	2607.6	1.1376	5
4080	1786	0.5560767562177278	4859.142857142857	1.026	7
4081	1787	0.6212993232192878	970.5	1.017	2
4082	1788	0.839859484420129	2048.5	1.1193333333333333	6
4083	1789	0.6778552305094921	2362.875	1.1364999999999998	8
4084	1791	0.6192380077404112	1528.5	1.026	2
4085	1793	0.7758842442294291	5629.5	1.138	2
4086	1794	0.80745920534172	4183.5	1.138	2
4087	1795	0.9068525411127524	6093.0	1.138	1
4088	1796	0.6406990817555517	1003.0	1.022	3
4089	1797	0.7067042896725441	1191.0	1.026	3
4090	1798	0.886006903074031	1182.0	1.138	4
4091	18	0.6760950944142723	1521.0	1.113	5
4092	1800	0.3607767111650485	1236.0	0.921	4
4093	1801	0.6478736502864285	1256.25	1.026	4
4094	1802	0.6154675032040298	1128.0	1.01	2
4095	1803	0.7692142474287273	2057.25	1.138	4
4096	1804	0.5827673347814121	1791.0	1.1018888888888891	9
4097	1805	0.8195378531353135	606.0	1.026	1
4098	1806	0.7904207084201564	1800.0	1.138	2
4099	1807	0.6901910365384616	1560.0	1.026	1
4100	1808	0.8221588376789927	1788.0	1.138	3
4101	1809	0.7918539223857064	1884.0	1.0375	2
4102	181	0.5585615012531329	399.0	1.026	1
4103	1810	0.9582785122410544	531.0	1.138	2
4104	1811	0.518174379956427	2295.0	1.026	1
4105	1812	0.726668	1341.0	1.138	1
4106	1813	0.872638028793719	1315.2	1.138	5
4107	1814	0.721737843161006	1178.25	1.13425	4
4108	1815	0.3057022317460318	1260.0	0.171	1
4109	1816	0.522088	1434.0	0.98	1
4110	1819	0.8237605308380104	871.0	1.137	3
4111	182	0.7745045072463768	3657.0	1.127	1
4112	1820	0.4566233630751964	1782.0	1.006	1
4113	1821	0.8504631115380052	2815.5	1.138	4
4114	1822	0.7097299988804926	3573.0	1.026	2
4115	1823	0.5993700375016884	2604.0	1.026	2
4116	1824	0.5119490133323994	2429.7	1.026	20
4117	1825	0.5537053070214206	2605.5	1.026	2
4118	1826	0.8197274547332221	5791.5	1.138	2
4119	1827	0.6623811827438967	546.6	1.0067	10
4120	1828	0.4892289466666666	3150.0	1.026	1
4121	1829	0.49392593328009005	2445.4736842105262	0.538421052631579	19
4122	183	0.23596947472517243	1323.857142857143	0.168	7
4123	1830	0.4996122966666667	3000.0	1.026	1
4124	1831	0.7779233588856308	473.0	1.0757777777777777	9
4125	1832	0.6646428652338063	4956.0	1.04075	8
4126	1833	0.7141611062951496	969.0	1.134	1
4127	1834	-0.1104083456221198	3906.0	0.086	1
4128	1836	0.6731193986486487	2220.0	1.138	1
4129	1837	0.8733299729010736	1491.5454545454545	1.1369090909090909	44
4130	1838	0.8984130626360054	1790.142857142857	1.138	7
4131	1839	0.6834673253588517	627.0	1.026	1
4132	1840	0.703176523886205	1863.0	1.004	2
4133	1841	0.4022457120500782	639.0	0.969	1
4134	1842	0.5507593396898592	1509.0	0.7865000000000001	3
4135	1843	0.7252165498188405	1104.0	1.138	1
4136	1844	0.5747362846560846	945.0	0.854	1
4137	1845	0.7902296917562723	558.0	1.138	1
4138	1846	0.7099301003775261	1048.5	1.12	2
4139	1847	0.7544033056277056	1155.0	1.026	1
4140	1848	0.8865968572712878	875.0	1.138	3
4141	1849	0.8407775428571428	1260.0	1.129	1
4142	185	0.745219	1080.0	1.138	8
4143	1850	0.546147296059638	1878.0	0.87	2
4144	1852	0.6341603307359308	1155.0	0.958	2
4145	1854	0.6292526162796669	503.0	0.9866666666666667	6
4146	1855	0.5686256722699721	2050.5	1.012	2
4147	1856	0.7545595922724395	2202.0	1.026	2
4148	1857	0.8562358082499835	2125.5	1.1185	2
4149	1859	0.9699094694711443	2074.5	1.138	10
4150	186	0.753729	1092.0	0.981	2
4151	1861	0.5900311720454632	973.5	1.0255	2
4152	1869	0.6537900121765603	1314.0	1.026	1
4153	187	0.757813	1143.0	1.138	1
4154	1870	0.647001597412481	1314.0	1.026	1
4155	1871	0.9367308501708196	1201.5	1.138	2
4156	1874	0.7964606859903383	1242.0	1.13	1
4157	1875	0.8332775877668955	789.75	1.0939999999999999	4
4158	1876	0.6702915235500736	709.5	1.07475	4
4159	1877	0.6272419806563815	2048.0	1.0246666666666666	3
4160	1879	0.9563365487429353	1677.0	1.138	3
4161	1880	0.725413	1086.0	1.138	1
4162	1889	0.7351219165367752	2317.5	1.138	6
4163	189	0.416934752332485	1179.0	1.011	1
4164	1890	0.40295836855236516	1452.0	0.768	5
4165	1891	0.4135127011144883	987.0	0.947	1
4166	1892	0.4820125647193585	873.0	0.999	1
4167	1893	0.5332214769730134	1525.0	1.026	3
4168	1894	0.8360035082107004	2670.0	1.13	5
4169	1896	0.7800650209416818	798.0	1.0402857142857143	7
4170	19	0.6728680211252281	3760.5	1.0819999999999999	4
4171	190	0.4705241216400272	865.5	0.6535	2
4172	1901	0.704425	1149.0	1.026	4
4173	1902	0.8827002410958903	1095.0	1.138	4
4174	1903	0.580125	1137.0	1.026	2
4175	1906	0.4791800172143975	639.0	1.026	1
4176	1907	0.5224748715083799	537.0	1.026	1
