127883335	1
126860558	2
127405944	2
127402248	1
127883535	1
130005209	1
126859551	1
129931889	1
130001949	1
130002928	1
127892321	1
129999307	1
127271052	1
441072	2
127886082	1
654319	6
449491	2
101928185	2
130058476	1
127406452	1
100271018	1
130890645	1
127884047	1
127408231	1
127826781	1
127460319	1
130009944	1
127406768	1
130059247	1
127828175	1
130007998	1
130063636	1
10331	30
127888016	2
130068455	1
101928595	2
129992147	1
127816331	1
127272008	1
127397832	1
110255166	33
127397462	1
127815405	1
127459687	1
129390833	1
129934011	1
130066742	1
127276115	1
26637	1
116276487	4
127815006	1
127895281	1
127895506	1
126860550	1
115801428	3
127459995	1
130008333	1
130064071	1
100847012	3
130007872	1
100533990	4
127892554	1
130061167	1
127824949	1
127272560	1
122094913	1
127888565	1
130056485	1
126861470	1
127267213	2
642846	3
127268089	1
130064439	1
126860038	1
129998571	1
127885148	1
130003707	1
129931266	1
129994939	1
127819250	1
129389373	1
130065982	1
130066684	1
127892144	2
127405011	1
9869	174
84612	62
126862539	1
130067807	1
130063088	1
130064974	1
387921	8
127829247	1
129995633	1
100422966	3
402287	1
129937200	1
126806947	2
126807203	1
132089662	1
129996125	1
130004824	1
127897793	1
129995378	1
100533955	8
55512	53
127459700	1
127406213	1
130007446	1
127816054	1
127819640	2
127404663	1
116268436	3
132205959	1
122756675	1
130063944	1
129931910	1
127400076	1
126859622	1
127271485	1
127887238	1
127826402	1
9070	173
101927948	1
126862284	2
129929462	1
130065497	1
132088741	1
128772388	2
129930263	1
126807513	1
390993	1
126806662	1
127459211	1
127887817	1
132090673	1
129390046	1
127457667	1
642633	8
127456954	1
123038185	1
129933861	1
127814730	1
121175354	3
129660217	1
100506115	7
127820902	1
127267385	1
126807229	1
347344	17
130068749	1
127882651	2
129993815	1
101927516	1
102724340	1
127825627	1
130062936	1
121725180	1
127409117	1
23591	7
130004279	1
130009167	1
127882683	1
127893652	1
130055621	1
130067726	1
399814	7
130008615	2
127885547	1
127882867	1
127404839	1
129994721	1
127274687	1
129929025	1
127896150	1
127814640	1
100271120	1
130006200	1
127270391	1
127405331	2
109616975	2
130060682	1
127403581	1
129662117	1
100271314	1
150967	8
127883804	1
127275684	1
127459279	1
129998397	1
127398210	1
129663134	1
127399758	1
112695110	1
127396566	1
643646	5
127817377	1
127823934	1
127893996	1
129996535	1
126860936	2
129992758	1
127830039	1
127815736	1
130000065	1
130055959	1
127821331	1
127276564	1
129996636	1
100132924	1
401131	1
130001476	1
130009280	1
389672	4
129932520	1
129660789	1
129929920	1
129935170	1
127406645	1
127820488	1
130064070	1
127399906	1
130001839	1
127827406	1
28374	1
127827837	1
129995322	1
11344	59
126859607	2
129999021	1
124900139	1
129996928	1
126806435	1
127892266	1
129994841	1
27085	33
129389878	1
127829795	1
127814749	1
127406133	1
127402828	1
130007415	1
401466	23
129994262	1
127459370	1
127270945	1
123522806	3
129998859	1
127891840	1
129994085	1
127820459	1
127820817	1
127269797	1
127407288	1
130005727	1
117125598	1
130004895	1
100313862	1
130004574	1
127398351	1
100271286	1
440993	8
574515	14
127458896	1
127401708	1
130009375	1
100128081	3
79639	13
129660116	1
127889282	1
129664223	1
129933026	1
127883052	1
126805611	1
127893606	1
123956214	2
55647	19
132088903	1
127885570	1
392313	1
130066488	1
129388844	1
129938289	1
127816918	1
127890804	1
129931320	1
127824012	1
127898214	1
130060624	1
132089604	1
127816360	1
130003181	1
127268273	1
114181	1
127884730	1
130064098	1
127885588	1
130057478	1
106029243	4
138881	4
170850	16
126860449	1
102466196	2
127457179	1
63920	16
677816	3
127406918	1
127401967	1
391051	13
130056448	1
127896665	1
130055600	1
245939	8
284581	1
