Entrez_A	Entrez_B	ID
1306	3675	6638
1306	3676	6639
1306	3678	6640
1306	3655	6641
1306	3679	6642
1306	8516	6643
1306	3680	6644
1306	3681	6645
1306	3682	6646
1306	3683	6647
1306	3684	6648
1306	3685	6649
1306	3687	6650
1306	3688	6651
1306	3689	6652
1306	3691	6653
1306	3693	6654
1306	3694	6655
1306	3695	6656
1306	3696	6657
1306	9358	6658
1306	284217	6659
1306	3908	6660
1306	3909	6661
1306	3910	6662
1306	3911	6663
1306	3912	6664
1306	3913	6665
1306	3914	6666
1306	22798	6667
1306	3915	6668
1306	3918	6669
10319	1306	6670
1306	3987	6671
1306	55679	6672
1306	85377	6673
1306	59277	6674
1306	55742	6675
1306	29780	6676
1306	2185	6677
1306	5747	6678
1306	5829	6679
1306	7094	6680
1306	7414	6681
1307	1755	6682
1307	2316	6683
1307	2317	6684
1307	2335	6685
1307	2534	6686
1307	3611	6688
1307	8515	6689
1307	22801	6690
1307	3672	6691
1307	3674	6692
1307	3673	6693
1307	3675	6694
1307	3676	6695
1307	3678	6696
1307	3655	6697
1307	3679	6698
1307	8516	6699
1307	3680	6700
1307	3681	6701
1307	3682	6702
1307	3683	6703
1307	3684	6704
1307	3685	6705
1307	3687	6706
1307	3688	6707
1307	3689	6708
1307	3691	6709
1307	3693	6710
1307	3694	6711
1307	3695	6712
1307	3696	6713
1307	9358	6714
1307	284217	6715
1307	3908	6716
1307	3909	6717
1307	3910	6718
1307	3911	6719
1307	3912	6720
1307	3913	6721
1307	3914	6722
1307	22798	6723
1307	3915	6724
1307	3918	6725
10319	1307	6726
1307	3987	6727
1307	55679	6728
1307	85377	6729
1307	59277	6730
1307	55742	6731
1307	29780	6732
1307	2185	6733
1307	5747	6734
1307	5829	6735
1307	7094	6736
1307	7414	6737
1308	1755	6738
1308	2316	6739
1308	2317	6740
1308	2335	6741
1308	2534	6742
1308	3611	6744
1308	8515	6745
1308	22801	6746
1308	3672	6747
1308	3674	6748
1308	3673	6749
1308	3675	6750
1308	3676	6751
1308	3678	6752
1308	3655	6753
1308	3679	6754
1308	8516	6755
1308	3680	6756
1308	3681	6757
1308	3682	6758
1308	3683	6759
1308	3684	6760
1308	3685	6761
1308	3687	6762
1308	3688	6763
1308	3689	6764
1308	3691	6765
1308	3693	6766
1308	3694	6767
1308	3695	6768
1308	3696	6769
1308	9358	6770
1308	284217	6771
1308	3908	6772
1308	3909	6773
1308	3910	6774
1308	3911	6775
1308	3912	6776
1308	3913	6777
1308	3914	6778
1308	22798	6779
1308	3915	6780
1308	3918	6781
10319	1308	6782
1308	3987	6783
1308	55679	6784
1308	85377	6785
1308	59277	6786
1308	55742	6787
1308	29780	6788
1308	2185	6789
1308	5747	6790
1308	5829	6791
1308	7094	6792
1308	7414	6793
1277	1755	6794
1277	2316	6795
1277	2317	6796
1277	2335	6797
1277	2534	6798
1277	3611	6800
1277	8515	6801
1277	22801	6802
1277	3672	6803
1277	3674	6804
1277	3673	6805
1277	3675	6806
1277	3676	6807
1277	3678	6808
1277	3655	6809
1277	3679	6810
1277	8516	6811
1277	3680	6812
1277	3681	6813
1277	3682	6814
1277	3683	6815
1277	3684	6816
1277	3685	6817
1277	3687	6818
1277	3688	6819
1277	3689	6820
1277	3691	6821
1277	3693	6822
1277	3694	6823
1277	3695	6824
1277	3696	6825
1277	9358	6826
1277	284217	6827
1277	3908	6828
1277	3909	6829
1277	3910	6830
1277	3911	6831
1277	3912	6832
1277	3913	6833
1277	3914	6834
1277	22798	6835
1277	3915	6836
1277	3918	6837
10319	1277	6838
1277	3987	6839
1277	55679	6840
1277	85377	6841
1277	59277	6842
1277	55742	6843
1277	29780	6844
1277	2185	6845
1277	5747	6846
1277	5829	6847
1277	7094	6848
1277	7414	6849
1278	1755	6850
1278	2316	6851
1278	2317	6852
1278	2335	6853
1278	2534	6854
1278	3611	6856
1278	8515	6857
1278	22801	6858
1278	3672	6859
1278	3674	6860
1278	3673	6861
1278	3675	6862
1278	3676	6863
1278	3678	6864
1278	3655	6865
1278	3679	6866
1278	8516	6867
1278	3680	6868
1278	3681	6869
1278	3682	6870
1278	3683	6871
1278	3684	6872
1278	3685	6873
1278	3687	6874
1278	3688	6875
1278	3689	6876
1278	3691	6877
1278	3693	6878
1278	3694	6879
1278	3695	6880
1278	3696	6881
1278	9358	6882
1278	284217	6883
1278	3908	6884
1278	3909	6885
1278	3910	6886
1278	3911	6887
1278	3912	6888
1278	3913	6889
1278	3914	6890
1278	22798	6891
1278	3915	6892
1278	3918	6893
10319	1278	6894
1278	3987	6895
1278	55679	6896
1278	85377	6897
1278	59277	6898
1278	55742	6899
1278	29780	6900
1278	2185	6901
1278	5747	6902
1278	5829	6903
1278	7094	6904
1278	7414	6905
1755	57642	6906
2316	57642	6907
2317	57642	6908
2335	57642	6909
2534	57642	6910
3611	57642	6912
57642	8515	6913
22801	57642	6914
3672	57642	6915
3674	57642	6916
3673	57642	6917
3675	57642	6918
3676	57642	6919
3678	57642	6920
3655	57642	6921
3679	57642	6922
57642	8516	6923
3680	57642	6924
3681	57642	6925
3682	57642	6926
3683	57642	6927
3684	57642	6928
3685	57642	6929
3687	57642	6930
3688	57642	6931
3689	57642	6932
3691	57642	6933
3693	57642	6934
3694	57642	6935
3695	57642	6936
3696	57642	6937
57642	9358	6938
284217	57642	6939
3908	57642	6940
3909	57642	6941
3910	57642	6942
3911	57642	6943
3912	57642	6944
3913	57642	6945
3914	57642	6946
22798	57642	6947
3915	57642	6948
3918	57642	6949
10319	57642	6950
3987	57642	6951
55679	57642	6952
57642	85377	6953
57642	59277	6954
55742	57642	6955
29780	57642	6956
2185	57642	6957
5747	57642	6958
57642	5829	6959
57642	7094	6960
57642	7414	6961
1755	85301	6962
2316	85301	6963
2317	85301	6964
2335	85301	6965
2534	85301	6966
3611	85301	6968
8515	85301	6969
22801	85301	6970
3672	85301	6971
3674	85301	6972
3673	85301	6973
3675	85301	6974
3676	85301	6975
3678	85301	6976
3655	85301	6977
3679	85301	6978
8516	85301	6979
3680	85301	6980
3681	85301	6981
3682	85301	6982
3683	85301	6983
3684	85301	6984
3685	85301	6985
3687	85301	6986
3688	85301	6987
3689	85301	6988
3691	85301	6989
3693	85301	6990
3694	85301	6991
3695	85301	6992
3696	85301	6993
85301	9358	6994
284217	85301	6995
3908	85301	6996
3909	85301	6997
3910	85301	6998
3911	85301	6999
3912	85301	7000
3913	85301	7001
3914	85301	7002
22798	85301	7003
3915	85301	7004
3918	85301	7005
10319	85301	7006
3987	85301	7007
55679	85301	7008
85301	85377	7009
59277	85301	7010
55742	85301	7011
29780	85301	7012
2185	85301	7013
5747	85301	7014
5829	85301	7015
7094	85301	7016
7414	85301	7017
1280	1755	7018
1280	2316	7019
1280	2317	7020
1280	2335	7021
1280	2534	7022
1280	3611	7024
1280	8515	7025
1280	22801	7026
1280	3672	7027
1280	3674	7028
1280	3673	7029
1280	3675	7030
1280	3676	7031
1280	3678	7032
1280	3655	7033
1280	3679	7034
1280	8516	7035
1280	3680	7036
1280	3681	7037
1280	3682	7038
1280	3683	7039
1280	3684	7040
1280	3685	7041
1280	3687	7042
1280	3688	7043
1280	3689	7044
1280	3691	7045
1280	3693	7046
1280	3694	7047
1280	3695	7048
1280	3696	7049
1280	9358	7050
1280	284217	7051
1280	3908	7052
1280	3909	7053
1280	3910	7054
1280	3911	7055
1280	3912	7056
1280	3913	7057
1280	3914	7058
1280	22798	7059
1280	3915	7060
1280	3918	7061
10319	1280	7062
1280	3987	7063
1280	55679	7064
1280	85377	7065
1280	59277	7066
1280	55742	7067
1280	29780	7068
1280	2185	7069
1280	5747	7070
1280	5829	7071
1280	7094	7072
1280	7414	7073
1281	1755	7074
1281	2316	7075
1281	2317	7076
1281	2335	7077
1281	2534	7078
1281	3611	7080
1281	8515	7081
1281	22801	7082
1281	3672	7083
1281	3674	7084
1281	3673	7085
1281	3675	7086
1281	3676	7087
1281	3678	7088
1281	3655	7089
1281	3679	7090
1281	8516	7091
1281	3680	7092
1281	3681	7093
1281	3682	7094
1281	3683	7095
1281	3684	7096
1281	3685	7097
1281	3687	7098
1281	3688	7099
1281	3689	7100
1281	3691	7101
1281	3693	7102
1281	3694	7103
1281	3695	7104
1281	3696	7105
1281	9358	7106
1281	284217	7107
1281	3908	7108
1281	3909	7109
1281	3910	7110
1281	3911	7111
1281	3912	7112
1281	3913	7113
1281	3914	7114
1281	22798	7115
1281	3915	7116
1281	3918	7117
10319	1281	7118
1281	3987	7119
1281	55679	7120
1281	85377	7121
1281	59277	7122
1281	55742	7123
1281	29780	7124
1281	2185	7125
1281	5747	7126
1281	5829	7127
1281	7094	7128
1281	7414	7129
1282	1755	7130
1282	2316	7131
1282	2317	7132
1282	2335	7133
1282	2534	7134
1282	3611	7136
1282	8515	7137
1282	22801	7138
1282	3672	7139
1282	3674	7140
1282	3673	7141
1282	3675	7142
1282	3676	7143
1282	3678	7144
1282	3655	7145
1282	3679	7146
1282	8516	7147
1282	3680	7148
1282	3681	7149
1282	3682	7150
1282	3683	7151
1282	3684	7152
1282	3685	7153
1282	3687	7154
1282	3688	7155
1282	3689	7156
1282	3691	7157
1282	3693	7158
1282	3694	7159
1282	3695	7160
1282	3696	7161
1282	9358	7162
1282	284217	7163
1282	3908	7164
1282	3909	7165
1282	3910	7166
1282	3911	7167
1282	3912	7168
1282	3913	7169
1282	3914	7170
1282	22798	7171
1282	3915	7172
1282	3918	7173
10319	1282	7174
1282	3987	7175
1282	55679	7176
1282	85377	7177
1282	59277	7178
1282	55742	7179
1282	29780	7180
1282	2185	7181
1282	5747	7182
1282	5829	7183
1282	7094	7184
1282	7414	7185
1284	1755	7186
1284	2316	7187
1284	2317	7188
1284	2335	7189
1284	2534	7190
1284	3611	7192
1284	8515	7193
1284	22801	7194
1284	3672	7195
1284	3674	7196
1284	3673	7197
1284	3675	7198
1284	3676	7199
1284	3678	7200
1284	3655	7201
1284	3679	7202
1284	8516	7203
1284	3680	7204
1284	3681	7205
1284	3682	7206
1284	3683	7207
1284	3684	7208
1284	3685	7209
1284	3687	7210
1284	3688	7211
1284	3689	7212
1284	3691	7213
1284	3693	7214
1284	3694	7215
1284	3695	7216
1284	3696	7217
1284	9358	7218
1284	284217	7219
1284	3908	7220
1284	3909	7221
1284	3910	7222
1284	3911	7223
1284	3912	7224
1284	3913	7225
1284	3914	7226
1284	22798	7227
1284	3915	7228
1284	3918	7229
10319	1284	7230
1284	3987	7231
1284	55679	7232
1284	85377	7233
1284	59277	7234
1284	55742	7235
1284	29780	7236
1284	2185	7237
1284	5747	7238
1284	5829	7239
1284	7094	7240
1284	7414	7241
1285	1755	7242
1285	2316	7243
1285	2317	7244
1285	2335	7245
1285	2534	7246
1285	3611	7248
1285	8515	7249
1285	22801	7250
1285	3672	7251
1285	3674	7252
1285	3673	7253
1285	3675	7254
1285	3676	7255
1285	3678	7256
1285	3655	7257
1285	3679	7258
1285	8516	7259
1285	3680	7260
1285	3681	7261
1285	3682	7262
1285	3683	7263
1285	3684	7264
1285	3685	7265
1285	3687	7266
1285	3688	7267
1285	3689	7268
1285	3691	7269
1285	3693	7270
1285	3694	7271
1285	3695	7272
1285	3696	7273
1285	9358	7274
1285	284217	7275
1285	3908	7276
1285	3909	7277
1285	3910	7278
1285	3911	7279
1285	3912	7280
1285	3913	7281
1285	3914	7282
1285	22798	7283
1285	3915	7284
1285	3918	7285
10319	1285	7286
1285	3987	7287
1285	55679	7288
1285	85377	7289
1285	59277	7290
1285	55742	7291
1285	29780	7292
1285	2185	7293
1285	5747	7294
1285	5829	7295
1285	7094	7296
1285	7414	7297
1286	1755	7298
1286	2316	7299
1286	2317	7300
1286	2335	7301
1286	2534	7302
1286	3611	7304
1286	8515	7305
1286	22801	7306
1286	3672	7307
1286	3674	7308
1286	3673	7309
1286	3675	7310
1286	3676	7311
1286	3678	7312
1286	3655	7313
1286	3679	7314
1286	8516	7315
1286	3680	7316
1286	3681	7317
1286	3682	7318
1286	3683	7319
1286	3684	7320
1286	3685	7321
1286	3687	7322
1286	3688	7323
1286	3689	7324
1286	3691	7325
1286	3693	7326
1286	3694	7327
1286	3695	7328
1286	3696	7329
1286	9358	7330
1286	284217	7331
1286	3908	7332
1286	3909	7333
1286	3910	7334
1286	3911	7335
1286	3912	7336
1286	3913	7337
1286	3914	7338
1286	22798	7339
1286	3915	7340
1286	3918	7341
10319	1286	7342
1286	3987	7343
1286	55679	7344
1286	85377	7345
1286	59277	7346
1286	55742	7347
1286	29780	7348
1286	2185	7349
1286	5747	7350
1286	5829	7351
1286	7094	7352
1286	7414	7353
1287	1755	7354
1287	2316	7355
1287	2317	7356
1287	2335	7357
1287	2534	7358
1287	3611	7360
1287	8515	7361
1287	22801	7362
1287	3672	7363
1287	3674	7364
1287	3673	7365
1287	3675	7366
1287	3676	7367
1287	3678	7368
1287	3655	7369
1287	3679	7370
1287	8516	7371
1287	3680	7372
1287	3681	7373
1287	3682	7374
1287	3683	7375
1287	3684	7376
1287	3685	7377
1287	3687	7378
1287	3688	7379
1287	3689	7380
1287	3691	7381
1287	3693	7382
1287	3694	7383
1287	3695	7384
1287	3696	7385
1287	9358	7386
1287	284217	7387
1287	3908	7388
1287	3909	7389
1287	3910	7390
1287	3911	7391
1287	3912	7392
1287	3913	7393
1287	3914	7394
1287	22798	7395
1287	3915	7396
1287	3918	7397
10319	1287	7398
1287	3987	7399
1287	55679	7400
1287	85377	7401
1287	59277	7402
1287	55742	7403
1287	29780	7404
1287	2185	7405
1287	5747	7406
1287	5829	7407
1287	7094	7408
1287	7414	7409
1288	1755	7410
1288	2316	7411
1288	2317	7412
1288	2335	7413
1288	2534	7414
1288	3611	7416
1288	8515	7417
1288	22801	7418
1288	3672	7419
1288	3674	7420
1288	3673	7421
1288	3675	7422
1288	3676	7423
1288	3678	7424
1288	3655	7425
1288	3679	7426
1288	8516	7427
1288	3680	7428
1288	3681	7429
1288	3682	7430
1288	3683	7431
1288	3684	7432
1288	3685	7433
1288	3687	7434
1288	3688	7435
1288	3689	7436
1288	3691	7437
1288	3693	7438
1288	3694	7439
1288	3695	7440
1288	3696	7441
1288	9358	7442
1288	284217	7443
1288	3908	7444
1288	3909	7445
1288	3910	7446
1288	3911	7447
1288	3912	7448
1288	3913	7449
1288	3914	7450
1288	22798	7451
1288	3915	7452
1288	3918	7453
10319	1288	7454
1288	3987	7455
1288	55679	7456
1288	85377	7457
1288	59277	7458
1288	55742	7459
1288	29780	7460
1288	2185	7461
1288	5747	7462
1288	5829	7463
1288	7094	7464
1288	7414	7465
1289	1755	7466
1289	2316	7467
1289	2317	7468
1289	2335	7469
1289	2534	7470
1289	3611	7472
1289	8515	7473
1289	22801	7474
1289	3672	7475
1289	3674	7476
1289	3673	7477
1289	3675	7478
1289	3676	7479
1289	3678	7480
1289	3655	7481
1289	3679	7482
1289	8516	7483
1289	3680	7484
1289	3681	7485
1289	3682	7486
1289	3683	7487
1289	3684	7488
1289	3685	7489
1289	3687	7490
1289	3688	7491
1289	3689	7492
1289	3691	7493
1289	3693	7494
1289	3694	7495
1289	3695	7496
1289	3696	7497
1289	9358	7498
1289	284217	7499
1289	3908	7500
1289	3909	7501
1289	3910	7502
1289	3911	7503
1289	3912	7504
1289	3913	7505
1289	3914	7506
1289	22798	7507
1289	3915	7508
1289	3918	7509
10319	1289	7510
1289	3987	7511
1289	55679	7512
1289	85377	7513
1289	59277	7514
1289	55742	7515
1289	29780	7516
1289	2185	7517
1289	5747	7518
1289	5829	7519
1289	7094	7520
1289	7414	7521
1290	1755	7522
1290	2316	7523
1290	2317	7524
1290	2335	7525
1290	2534	7526
1290	3611	7528
1290	8515	7529
1290	22801	7530
1290	3672	7531
1290	3674	7532
1290	3673	7533
1290	3675	7534
1290	3676	7535
1290	3678	7536
1290	3655	7537
1290	3679	7538
1290	8516	7539
1290	3680	7540
1290	3681	7541
1290	3682	7542
1290	3683	7543
1290	3684	7544
1290	3685	7545
1290	3687	7546
1290	3688	7547
1290	3689	7548
1290	3691	7549
1290	3693	7550
1290	3694	7551
1290	3695	7552
1290	3696	7553
1290	9358	7554
1290	284217	7555
1290	3908	7556
1290	3909	7557
1290	3910	7558
1290	3911	7559
1290	3912	7560
1290	3913	7561
1290	3914	7562
1290	22798	7563
1290	3915	7564
1290	3918	7565
10319	1290	7566
1290	3987	7567
1290	55679	7568
1290	85377	7569
1290	59277	7570
1290	55742	7571
1290	29780	7572
1290	2185	7573
1290	5747	7574
1290	5829	7575
1290	7094	7576
1290	7414	7577
1755	50509	7578
2316	50509	7579
2317	50509	7580
2335	50509	7581
2534	50509	7582
3611	50509	7584
50509	8515	7585
22801	50509	7586
3672	50509	7587
3674	50509	7588
3673	50509	7589
3675	50509	7590
3676	50509	7591
3678	50509	7592
3655	50509	7593
3679	50509	7594
50509	8516	7595
3680	50509	7596
3681	50509	7597
3682	50509	7598
3683	50509	7599
3684	50509	7600
3685	50509	7601
3687	50509	7602
3688	50509	7603
3689	50509	7604
3691	50509	7605
3693	50509	7606
3694	50509	7607
3695	50509	7608
3696	50509	7609
50509	9358	7610
284217	50509	7611
3908	50509	7612
3909	50509	7613
3910	50509	7614
3911	50509	7615
3912	50509	7616
3913	50509	7617
3914	50509	7618
22798	50509	7619
3915	50509	7620
3918	50509	7621
10319	50509	7622
3987	50509	7623
50509	55679	7624
50509	85377	7625
50509	59277	7626
50509	55742	7627
29780	50509	7628
2185	50509	7629
50509	5747	7630
50509	5829	7631
50509	7094	7632
50509	7414	7633
1291	1755	7634
1291	2316	7635
1291	2317	7636
1291	2335	7637
1291	2534	7638
1291	3611	7640
1291	8515	7641
1291	22801	7642
1291	3672	7643
1291	3674	7644
1291	3673	7645
1291	3675	7646
1291	3676	7647
1291	3678	7648
1291	3655	7649
1291	3679	7650
1291	8516	7651
1291	3680	7652
1291	3681	7653
1291	3682	7654
1291	3683	7655
1291	3684	7656
1291	3685	7657
1291	3687	7658
1291	3688	7659
1291	3689	7660
1291	3691	7661
1291	3693	7662
1291	3694	7663
1291	3695	7664
1291	3696	7665
1291	9358	7666
1291	284217	7667
1291	3908	7668
1291	3909	7669
1291	3910	7670
1291	3911	7671
1291	3912	7672
1291	3913	7673
1291	3914	7674
1291	22798	7675
1291	3915	7676
1291	3918	7677
10319	1291	7678
1291	3987	7679
1291	55679	7680
1291	85377	7681
1291	59277	7682
1291	55742	7683
1291	29780	7684
1291	2185	7685
1291	5747	7686
1291	5829	7687
1291	7094	7688
1291	7414	7689
1292	1755	7690
1292	2316	7691
1292	2317	7692
1292	2335	7693
1292	2534	7694
1292	3611	7696
1292	8515	7697
1292	22801	7698
1292	3672	7699
1292	3674	7700
1292	3673	7701
1292	3675	7702
1292	3676	7703
1292	3678	7704
1292	3655	7705
1292	3679	7706
1292	8516	7707
1292	3680	7708
1292	3681	7709
1292	3682	7710
1292	3683	7711
1292	3684	7712
1292	3685	7713
1292	3687	7714
1292	3688	7715
1292	3689	7716
1292	3691	7717
1292	3693	7718
1292	3694	7719
1292	3695	7720
1292	3696	7721
1292	9358	7722
1292	284217	7723
1292	3908	7724
1292	3909	7725
1292	3910	7726
1292	3911	7727
1292	3912	7728
1292	3913	7729
1292	3914	7730
1292	22798	7731
1292	3915	7732
1292	3918	7733
10319	1292	7734
1292	3987	7735
1292	55679	7736
1292	85377	7737
1292	59277	7738
1292	55742	7739
1292	29780	7740
1292	2185	7741
1292	5747	7742
1292	5829	7743
1292	7094	7744
1292	7414	7745
1293	1755	7746
1293	2316	7747
1293	2317	7748
1293	2335	7749
1293	2534	7750
1293	3611	7752
1293	8515	7753
1293	22801	7754
1293	3672	7755
1293	3674	7756
1293	3673	7757
1293	3675	7758
1293	3676	7759
1293	3678	7760
1293	3655	7761
1293	3679	7762
1293	8516	7763
1293	3680	7764
1293	3681	7765
1293	3682	7766
1293	3683	7767
1293	3684	7768
1293	3685	7769
1293	3687	7770
1293	3688	7771
1293	3689	7772
1293	3691	7773
1293	3693	7774
1293	3694	7775
1293	3695	7776
1293	3696	7777
1293	9358	7778
1293	284217	7779
1293	3908	7780
1293	3909	7781
1293	3910	7782
1293	3911	7783
1293	3912	7784
1293	3913	7785
1293	3914	7786
1293	22798	7787
1293	3915	7788
1293	3918	7789
10319	1293	7790
1293	3987	7791
1293	55679	7792
1293	85377	7793
1293	59277	7794
1293	55742	7795
1293	29780	7796
1293	2185	7797
1293	5747	7798
1293	5829	7799
1293	7094	7800
1293	7414	7801
1295	1755	7802
1295	2316	7803
1295	2317	7804
1295	2335	7805
1295	2534	7806
1295	3611	7808
1295	8515	7809
1295	22801	7810
1295	3672	7811
1295	3674	7812
1295	3673	7813
1295	3675	7814
1295	3676	7815
1295	3678	7816
1295	3655	7817
1295	3679	7818
1295	8516	7819
1295	3680	7820
1295	3681	7821
1295	3682	7822
1295	3683	7823
1295	3684	7824
1295	3685	7825
1295	3687	7826
1295	3688	7827
1295	3689	7828
1295	3691	7829
1295	3693	7830
1295	3694	7831
1295	3695	7832
1295	3696	7833
1295	9358	7834
1295	284217	7835
1295	3908	7836
1295	3909	7837
1295	3910	7838
1295	3911	7839
1295	3912	7840
1295	3913	7841
1295	3914	7842
1295	22798	7843
1295	3915	7844
1295	3918	7845
10319	1295	7846
1295	3987	7847
1295	55679	7848
1295	85377	7849
1295	59277	7850
1295	55742	7851
1295	29780	7852
1295	2185	7853
1295	5747	7854
1295	5829	7855
1295	7094	7856
1295	7414	7857
1296	1755	7858
1296	2316	7859
1296	2317	7860
1296	2335	7861
1296	2534	7862
1296	3611	7864
1296	8515	7865
1296	22801	7866
1296	3672	7867
1296	3674	7868
1296	3673	7869
1296	3675	7870
1296	3676	7871
1296	3678	7872
1296	3655	7873
1296	3679	7874
1296	8516	7875
1296	3680	7876
1296	3681	7877
1296	3682	7878
1296	3683	7879
1296	3684	7880
1296	3685	7881
1296	3687	7882
1296	3688	7883
1296	3689	7884
1296	3691	7885
1296	3693	7886
1296	3694	7887
1296	3695	7888
1296	3696	7889
1296	9358	7890
1296	284217	7891
1296	3908	7892
1296	3909	7893
1296	3910	7894
1296	3911	7895
1296	3912	7896
1296	3913	7897
1296	3914	7898
1296	22798	7899
1296	3915	7900
1296	3918	7901
10319	1296	7902
1296	3987	7903
1296	55679	7904
1296	85377	7905
1296	59277	7906
1296	55742	7907
1296	29780	7908
1296	2185	7909
1296	5747	7910
1296	5829	7911
1296	7094	7912
1296	7414	7913
1297	1755	7914
1297	2316	7915
1297	2317	7916
1297	2335	7917
1297	2534	7918
1297	3611	7920
1297	8515	7921
1297	22801	7922
1297	3672	7923
1297	3674	7924
1297	3673	7925
1297	3675	7926
1297	3676	7927
1297	3678	7928
1297	3655	7929
1297	3679	7930
1297	8516	7931
1297	3680	7932
1297	3681	7933
1297	3682	7934
1297	3683	7935
1297	3684	7936
1297	3685	7937
1297	3687	7938
1297	3688	7939
1297	3689	7940
1297	3691	7941
1297	3693	7942
1297	3694	7943
1297	3695	7944
1297	3696	7945
1297	9358	7946
1297	284217	7947
1297	3908	7948
1297	3909	7949
1297	3910	7950
1297	3911	7951
1297	3912	7952
1297	3913	7953
1297	3914	7954
1297	22798	7955
1297	3915	7956
1297	3918	7957
10319	1297	7958
1297	3987	7959
1297	55679	7960
1297	85377	7961
1297	59277	7962
1297	55742	7963
1297	29780	7964
1297	2185	7965
1297	5747	7966
1297	5829	7967
1297	7094	7968
1297	7414	7969
1298	1755	7970
1298	2316	7971
1298	2317	7972
1298	2335	7973
1298	2534	7974
1298	3611	7976
1298	8515	7977
1298	22801	7978
1298	3672	7979
1298	3674	7980
1298	3673	7981
1298	3675	7982
1298	3676	7983
1298	3678	7984
1298	3655	7985
1298	3679	7986
1298	8516	7987
1298	3680	7988
1298	3681	7989
1298	3682	7990
1298	3683	7991
1298	3684	7992
1298	3685	7993
1298	3687	7994
1298	3688	7995
1298	3689	7996
1298	3691	7997
1298	3693	7998
1298	3694	7999
1298	3695	8000
1298	3696	8001
1298	9358	8002
1298	284217	8003
1298	3908	8004
1298	3909	8005
1298	3910	8006
1298	3911	8007
1298	3912	8008
1298	3913	8009
1298	3914	8010
1298	22798	8011
1298	3915	8012
1298	3918	8013
10319	1298	8014
1298	3987	8015
1298	55679	8016
1298	85377	8017
1298	59277	8018
1298	55742	8019
1298	29780	8020
1298	2185	8021
1298	5747	8022
1298	5829	8023
1298	7094	8024
1298	7414	8025
1299	1755	8026
1299	2316	8027
1299	2317	8028
1299	2335	8029
1299	2534	8030
1299	3611	8032
1299	8515	8033
1299	22801	8034
1299	3672	8035
1299	3674	8036
1299	3673	8037
1299	3675	8038
1299	3676	8039
1299	3678	8040
1299	3655	8041
1299	3679	8042
1299	8516	8043
1299	3680	8044
1299	3681	8045
1299	3682	8046
1299	3683	8047
1299	3684	8048
1299	3685	8049
1299	3687	8050
1299	3688	8051
1299	3689	8052
1299	3691	8053
1299	3693	8054
1299	3694	8055
1299	3695	8056
1299	3696	8057
1299	9358	8058
1299	284217	8059
1299	3908	8060
1299	3909	8061
1299	3910	8062
1299	3911	8063
1299	3912	8064
1299	3913	8065
1299	3914	8066
1299	22798	8067
1299	3915	8068
1299	3918	8069
10319	1299	8070
1299	3987	8071
1299	55679	8072
1299	85377	8073
1299	59277	8074
1299	55742	8075
1299	29780	8076
1299	2185	8077
1299	5747	8078
1299	5829	8079
1299	7094	8080
1299	7414	8081
64326	7157	8082
64326	8626	8083
64326	7161	8084
1363	885	8085
1371	5498	8087
1373	162417	8088
1373	5009	8089
843	8738	8090
841	8738	8091
8738	9020	8092
5871	8738	8093
8491	8738	8094
8738	9448	8095
5290	8738	8096
5291	8738	8097
5293	8738	8098
5294	8738	8099
5578	8738	8100
5579	8738	8101
5580	8738	8102
5581	8738	8103
5582	8738	8104
5583	8738	8105
5588	8738	8106
8737	8738	8107
8717	8738	8108
7186	8738	8109
1385	84699	8110
1385	148327	8111
1385	1387	8112
1385	1390	8113
10488	84699	8115
10488	148327	8116
10488	1387	8117
10488	1390	8118
84699	90993	8119
148327	90993	8120
1387	90993	8121
1390	90993	8122
2033	90993	8123
11036	90993	8124
2957	90993	8125
2958	90993	8126
2959	90993	8127
2960	90993	8128
2961	90993	8129
2965	90993	8130
2967	90993	8131
2968	90993	8132
5432	90993	8133
5434	90993	8134
5435	90993	8135
5437	90993	8136
5441	90993	8137
29893	90993	8138
6882	90993	8139
6883	90993	8140
9013	90993	8141
6873	90993	8142
6874	90993	8143
6878	90993	8144
6879	90993	8145
129685	90993	8146
51616	90993	8147
6880	90993	8148
90993	9519	8149
387332	90993	8150
6908	90993	8151
64764	84699	8152
148327	64764	8153
1387	64764	8154
1390	64764	8155
2033	64764	8156
11036	64764	8157
2957	64764	8158
2958	64764	8159
2959	64764	8160
2960	64764	8161
2961	64764	8162
2965	64764	8163
2967	64764	8164
2968	64764	8165
5432	64764	8166
5434	64764	8167
5435	64764	8168
5437	64764	8169
5441	64764	8170
29893	64764	8171
64764	6882	8172
64764	6883	8173
64764	9013	8174
64764	6873	8175
64764	6874	8176
64764	6878	8177
64764	6879	8178
129685	64764	8179
51616	64764	8180
64764	6880	8181
64764	9519	8182
387332	64764	8183
64764	6908	8184
148327	84699	8185
84699	9586	8186
1387	84699	8187
1390	84699	8188
2033	84699	8189
11036	84699	8190
2957	84699	8191
2958	84699	8192
2959	84699	8193
2960	84699	8194
2961	84699	8195
2965	84699	8196
2967	84699	8197
2968	84699	8198
5432	84699	8199
5434	84699	8200
5435	84699	8201
5437	84699	8202
5441	84699	8203
29893	84699	8204
6882	84699	8205
6883	84699	8206
84699	9013	8207
6873	84699	8208
6874	84699	8209
6878	84699	8210
6879	84699	8211
129685	84699	8212
51616	84699	8213
6880	84699	8214
84699	9519	8215
387332	84699	8216
6908	84699	8217
148327	9586	8218
