random_means,random_medians,top_k_mean,top_k_median,k,0,1,2-5,6-10,11-20,21+,network,Name,method,weighted_mean,size
0.19,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.14,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.09,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.14,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.12,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.14,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.12,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.08,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.05,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.23,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.12,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.09,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.17,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.12,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.12,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.17,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.23,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.15,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.12,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.21,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.06,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.09,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.1,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.15,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.21,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.19,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.31,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.24,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.07,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.16,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.16,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.19,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
0.16,0.0,2.396039603960396,2.0,100,29,21,35,14,2,0,consensus_db.v35,ConsensusPathDB,L3,1.97,5201665.0
1.0,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.45,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.09,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.25,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.14,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.56,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.43,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.37,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.21,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.87,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.15,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.84,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.13,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.41,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.2,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.01,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.04,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.03,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.44,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.78,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.79,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.88,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.13,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.21,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.5,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.28,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.29,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.3,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.04,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.85,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.94,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.15,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.08,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.11,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.31,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.29,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.96,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.23,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.64,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.11,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.23,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.08,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.63,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.99,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.23,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.97,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.92,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.89,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.41,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.78,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.14,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.02,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.25,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.99,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.02,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.14,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.48,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.96,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.3,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.17,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.0,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.28,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.3,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.09,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.19,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.28,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.26,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.36,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.49,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.46,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.13,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.75,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.22,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.95,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.15,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.12,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.99,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.32,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.46,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.15,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
2.17,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.21,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.73,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.69,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.29,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.33,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.09,0.5,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.28,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.93,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.66,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.22,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.22,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.75,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.5,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.99,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.05,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.14,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.0,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.16,0.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
1.78,1.0,6.435643564356436,5.0,100,0,4,67,16,12,2,dip.PC,DIP,L3,4.08,11519.0
0.14,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.35,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.2,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.18,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.2,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.23,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.13,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.24,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.11,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.22,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.23,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.09,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.16,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.22,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.1,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.09,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.14,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.1,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.15,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.17,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.16,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.09,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.16,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.2,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.1,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.36,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.18,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.09,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.14,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.16,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.19,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.1,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.11,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.2,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.14,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.14,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.05,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.18,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.14,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.16,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.25,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.24,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.17,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.13,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.19,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.15,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.08,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.13,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.11,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.15,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.22,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.09,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.19,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.13,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.1,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.14,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.06,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.21,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.1,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.2,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.16,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.07,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.13,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.27,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.19,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.11,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.1,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.18,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.33,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.08,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.11,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.27,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.09,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.22,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.16,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.19,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.22,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.19,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.16,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.2,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.24,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.2,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.25,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.25,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.12,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.1,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.14,0.0,1.4752475247524752,1.0,100,36,34,27,2,2,0,funcoup,FunCoup,L3,1.22,5018736.0
0.14,0.0,7.386138613861386,6.0,100,1,1,45,34,15,5,genemania.2021_90,GeneMANIA,L3,5.65,1164495.0
0.11,0.0,7.386138613861386,6.0,100,1,1,45,34,15,5,genemania.2021_90,GeneMANIA,L3,5.65,1164495.0
0.13,0.0,7.386138613861386,6.0,100,1,1,45,34,15,5,genemania.2021_90,GeneMANIA,L3,5.65,1164495.0
0.26,0.0,7.386138613861386,6.0,100,1,1,45,34,15,5,genemania.2021_90,GeneMANIA,L3,5.65,1164495.0
