random_means,random_medians,top_k_mean,top_k_median,k,0,1,2-5,6-10,11-20,21+,network,Name,method,weighted_mean,size
0.12,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.3,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.12,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.38,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.12,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.26,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.12,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.16,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.15,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.2,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.13,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.18,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.14,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.35,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.2,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.24,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.1,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.12,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.17,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.13,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.13,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.14,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.31,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.21,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.11,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.18,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.3,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.15,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.18,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.22,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.19,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.23,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.17,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.2,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.23,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.23,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.27,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.11,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.16,0.0,1.21,1.0,100,39,20,38,3,0,0,genemania.2021_90,GeneMANIA,MPS,1.14,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.08,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.31,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.2,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.21,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.26,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.18,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.27,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.12,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.16,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.13,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.13,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.08,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.14,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.1,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.14,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.12,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.14,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.16,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.22,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.13,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.26,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.31,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.13,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.05,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.18,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.18,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.22,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.12,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.06,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.26,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.07,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.19,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.23,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.31,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.19,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.26,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.35,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.27,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.26,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.33,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.18,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.22,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.14,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.11,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.1,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.34,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.14,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.18,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.13,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.39,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.15,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.1,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.29,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.12,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.22,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.14,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.49,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.38,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.13,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.15,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.18,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.09,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.27,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.4,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.16,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.19,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.18,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.16,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.19,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.13,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.16,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.1,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.37,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.13,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.34,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.16,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.3,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.15,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.49,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.32,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.29,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.18,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.4,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.07,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.13,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.35,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.24,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.19,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.14,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.14,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
0.17,0.0,0.75,0.0,100,52,32,16,0,0,0,giant_90,GIANT,MPS,0.64,
1.07,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.27,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.16,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.25,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.68,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.38,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.26,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.34,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.33,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.44,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.24,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.57,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.11,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.31,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.1,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.86,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.85,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.2,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.31,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.04,0.5,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.45,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.59,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.46,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.65,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.48,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.47,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.47,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.38,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.36,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.74,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.65,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.25,0.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.17,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.62,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.41,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.71,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.25,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.82,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.32,0.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.39,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.17,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.32,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.17,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.15,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.2,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.28,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.52,0.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.14,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.47,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.15,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.37,0.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.46,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.61,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.28,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.36,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.25,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.72,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.45,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.52,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.63,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.62,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.14,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.45,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.59,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.16,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.37,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.02,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.44,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.01,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.38,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.18,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.24,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.49,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.12,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.45,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.48,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.11,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.23,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.67,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.31,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.26,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.44,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.25,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.17,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.44,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.37,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.1,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.12,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.33,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.65,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.65,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.38,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.57,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.66,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.29,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.5,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.11,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.2,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.16,0.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
1.53,1.0,16.93,18.0,100,1,0,0,8,68,23,havugimana,Havugimana,MPS,12.79,
0.73,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
1.03,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.67,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.76,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.58,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.86,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.61,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.66,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.6,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.62,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.9,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
1.28,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.67,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.71,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
1.32,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.58,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.62,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.98,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.5,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.9,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.74,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.72,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.74,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
1.0,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.41,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.79,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.53,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.6,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.44,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.64,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.77,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.79,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.82,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.41,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.52,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.74,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.61,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.72,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
1.02,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
0.81,0.0,3.3,0.5,100,50,6,25,9,6,4,hein,Hein,MPS,2.6,
