	GeneA	GeneB
11994	10291	23451
11995	9410	23451
11996	10946	23451
11997	23451	26121
11998	9128	23451
11999	9343	23451
12000	4809	23451
12001	10915	23451
12002	51639	57819
12003	27258	51639
12004	25804	51639
12005	23658	51639
12006	11157	51639
12007	51639	51690
12008	51639	51691
12009	6628	51639
12010	6632	51639
12011	6633	51639
12012	6636	51639
12013	6635	51639
12014	6637	51639
12015	6634	51639
12016	6629	51639
12017	6627	51639
12018	23020	51639
12019	3550	51639
12020	51639	55234
12021	6426	51639
12022	10465	51639
12023	8896	51639
12024	10907	51639
12025	11193	51639
12026	4236	51639
12027	24148	51639
12028	10594	51639
12029	51639	84950
12030	9092	51639
12031	51639	153527
12032	9129	51639
12033	51639	59286
12034	10262	51639
12035	10291	51639
12036	9410	51639
12037	10946	51639
12038	26121	51639
12039	9128	51639
12040	9343	51639
12041	4809	51639
12042	10915	51639
12043	51639	83443
12044	27258	57819
12045	25804	57819
12046	23658	57819
12047	11157	57819
12048	51690	57819
12049	51691	57819
12050	6628	57819
12051	6632	57819
12052	6633	57819
12053	6636	57819
12054	6635	57819
12055	6637	57819
12056	6634	57819
12057	6629	57819
12058	6627	57819
12059	23020	57819
12060	3550	57819
12061	55234	57819
12062	6426	57819
12063	10465	57819
12064	8896	57819
12065	10907	57819
12066	11193	57819
12067	4236	57819
12068	24148	57819
12069	10594	57819
12070	57819	84950
12071	9092	57819
12072	57819	153527
12073	9129	57819
12074	57819	59286
12075	10262	57819
12076	10291	57819
12077	9410	57819
12078	10946	57819
12079	26121	57819
12080	9128	57819
12081	9343	57819
12082	4809	57819
12083	10915	57819
12084	57819	83443
12085	25804	27258
12086	23658	27258
12087	11157	27258
12088	27258	51690
12089	27258	51691
12090	6628	27258
12091	6632	27258
12092	6633	27258
12093	6636	27258
12094	6635	27258
12095	6637	27258
12096	6634	27258
12097	6629	27258
12098	6627	27258
12099	23020	27258
12100	3550	27258
12101	27258	55234
12102	6426	27258
12103	10465	27258
12104	8896	27258
12105	10907	27258
12106	11193	27258
12107	4236	27258
12108	24148	27258
12109	10594	27258
12110	27258	84950
12111	9092	27258
12112	27258	153527
12113	9129	27258
12114	27258	59286
12115	10262	27258
12116	10291	27258
12117	9410	27258
12118	10946	27258
12119	26121	27258
12120	9128	27258
12121	9343	27258
12122	4809	27258
12123	10915	27258
12124	27258	83443
12125	23658	25804
12126	11157	25804
12127	25804	51690
12128	25804	51691
12129	6628	25804
12130	6632	25804
12131	6633	25804
12132	6636	25804
12133	6635	25804
12134	6637	25804
12135	6634	25804
12136	6629	25804
12137	6627	25804
12138	23020	25804
12139	3550	25804
12140	25804	55234
12141	6426	25804
12142	10465	25804
12143	8896	25804
12144	10907	25804
12145	11193	25804
12146	4236	25804
12147	24148	25804
12148	10594	25804
12149	25804	84950
12150	9092	25804
12151	25804	153527
12152	9129	25804
12153	25804	59286
12154	10262	25804
12155	10291	25804
12156	9410	25804
12157	10946	25804
12158	25804	26121
12159	9128	25804
12160	9343	25804
12161	4809	25804
12162	10915	25804
12163	25804	83443
12164	11157	23658
12165	23658	51690
12166	23658	51691
12167	6628	23658
12168	6632	23658
12169	6633	23658
12170	6636	23658
12171	6635	23658
12172	6637	23658
12173	6634	23658
12174	6629	23658
12175	6627	23658
12176	23020	23658
12177	3550	23658
12178	23658	55234
12179	6426	23658
12180	10465	23658
12181	8896	23658
12182	10907	23658
12183	11193	23658
12184	4236	23658
12185	23658	24148
12186	10594	23658
12187	23658	84950
12188	9092	23658
12189	23658	153527
12190	9129	23658
12191	23658	59286
12192	10262	23658
12193	10291	23658
12194	9410	23658
12195	10946	23658
12196	23658	26121
12197	9128	23658
12198	9343	23658
12199	4809	23658
12200	10915	23658
12201	23658	83443
12202	11157	51690
12203	11157	51691
12204	6628	11157
12205	6632	11157
12206	6633	11157
12207	6636	11157
12208	6635	11157
12209	6637	11157
12210	6634	11157
12211	6629	11157
12212	6627	11157
12213	11157	23020
12214	3550	11157
12215	11157	55234
12216	6426	11157
12217	10465	11157
12218	8896	11157
12219	10907	11157
12220	11157	11193
12221	4236	11157
12222	11157	24148
12223	10594	11157
12224	11157	84950
12225	9092	11157
12226	11157	153527
12227	9129	11157
12228	11157	59286
12229	10262	11157
12230	10291	11157
12231	9410	11157
12232	10946	11157
12233	11157	26121
12234	9128	11157
12235	9343	11157
12236	4809	11157
12237	10915	11157
12238	11157	83443
12239	51690	51691
12240	6628	51690
12241	6632	51690
12242	6633	51690
12243	6636	51690
12244	6635	51690
12245	6637	51690
12246	6634	51690
12247	6629	51690
12248	6627	51690
12249	23020	51690
12250	3550	51690
12251	51690	55234
12252	6426	51690
12253	10465	51690
12254	8896	51690
12255	10907	51690
12256	11193	51690
12257	4236	51690
12258	24148	51690
12259	10594	51690
12260	51690	84950
12261	9092	51690
12262	51690	153527
12263	9129	51690
12264	51690	59286
12265	10262	51690
12266	10291	51690
12267	9410	51690
12268	10946	51690
12269	26121	51690
12270	9128	51690
12271	9343	51690
12272	4809	51690
12273	10915	51690
12274	51690	83443
12275	6628	51691
12276	6632	51691
12277	6633	51691
12278	6636	51691
12279	6635	51691
12280	6637	51691
12281	6634	51691
12282	6629	51691
12283	6627	51691
12284	23020	51691
12285	3550	51691
12286	51691	55234
12287	6426	51691
12288	10465	51691
12289	8896	51691
12290	10907	51691
12291	11193	51691
12292	4236	51691
12293	24148	51691
12294	10594	51691
12295	51691	84950
12296	9092	51691
12297	51691	153527
12298	9129	51691
12299	51691	59286
12300	10262	51691
12301	10291	51691
12302	9410	51691
12303	10946	51691
12304	26121	51691
12305	9128	51691
12306	9343	51691
12307	4809	51691
12308	10915	51691
12309	51691	83443
12310	6628	6629
12311	6627	6628
12312	3550	6628
12313	6628	55234
12314	6426	6628
12315	6628	10465
12316	6628	8896
12317	6628	10907
12318	6628	11193
12319	4236	6628
12320	6628	84950
12321	6628	9092
12322	6628	153527
12323	6628	9129
12324	6628	59286
12325	6628	10262
12326	6628	10291
12327	6628	10946
12328	6628	26121
12329	6628	9128
12330	4809	6628
12331	6628	10915
12332	6628	83443
12333	6629	6632
12334	6627	6632
12335	3550	6632
12336	6632	55234
12337	6426	6632
12338	6632	10465
12339	6632	8896
12340	6632	10907
12341	6632	11193
12342	4236	6632
12343	6632	84950
12344	6632	9092
12345	6632	153527
12346	6632	9129
12347	6632	59286
12348	6632	10262
12349	6632	10291
12350	6632	10946
12351	6632	26121
12352	6632	9128
12353	4809	6632
12354	6632	10915
12355	6632	83443
12356	6629	6633
12357	6627	6633
12358	3550	6633
12359	6633	55234
12360	6426	6633
12361	6633	10465
12362	6633	8896
12363	6633	10907
12364	6633	11193
12365	4236	6633
12366	6633	84950
12367	6633	9092
12368	6633	153527
12369	6633	9129
12370	6633	59286
12371	6633	10262
12372	6633	10291
12373	6633	10946
12374	6633	26121
12375	6633	9128
12376	4809	6633
12377	6633	10915
12378	6633	83443
12379	6629	6636
12380	6627	6636
12381	3550	6636
12382	6636	55234
12383	6426	6636
12384	6636	10465
12385	6636	8896
12386	6636	10907
12387	6636	11193
12388	4236	6636
12389	6636	84950
12390	6636	9092
12391	6636	153527
12392	6636	9129
12393	6636	59286
12394	6636	10262
12395	6636	10291
12396	6636	10946
12397	6636	26121
12398	6636	9128
12399	4809	6636
12400	6636	10915
12401	6636	83443
12402	6629	6635
12403	6627	6635
12404	3550	6635
12405	6635	55234
12406	6426	6635
12407	6635	10465
12408	6635	8896
12409	6635	10907
12410	6635	11193
12411	4236	6635
12412	6635	84950
12413	6635	9092
12414	6635	153527
12415	6635	9129
12416	6635	59286
12417	6635	10262
12418	6635	10291
12419	6635	10946
12420	6635	26121
12421	6635	9128
12422	4809	6635
12423	6635	10915
12424	6635	83443
12425	6629	6637
12426	6627	6637
12427	3550	6637
12428	6637	55234
12429	6426	6637
12430	6637	10465
12431	6637	8896
12432	6637	10907
12433	6637	11193
12434	4236	6637
12435	6637	84950
12436	6637	9092
12437	6637	153527
12438	6637	9129
12439	6637	59286
12440	6637	10262
12441	6637	10291
12442	6637	10946
12443	6637	26121
12444	6637	9128
12445	4809	6637
12446	6637	10915
12447	6637	83443
12448	6629	6634
12449	6627	6634
12450	3550	6634
12451	6634	55234
12452	6426	6634
12453	6634	10465
12454	6634	8896
12455	6634	10907
12456	6634	11193
12457	4236	6634
12458	6634	84950
12459	6634	9092
12460	6634	153527
12461	6634	9129
12462	6634	59286
12463	6634	10262
12464	6634	10291
12465	6634	10946
12466	6634	26121
12467	6634	9128
12468	4809	6634
12469	6634	10915
12470	6634	83443
12471	6627	6629
12472	6629	23020
12473	3550	6629
12474	6629	55234
12475	6426	6629
12476	6629	10465
12477	6629	8896
12478	6629	10907
12479	6629	11193
12480	4236	6629
12481	6629	24148
12482	6629	10594
12483	6629	84950
12484	6629	9092
12485	6629	153527
12486	6629	9129
12487	6629	59286
12488	6629	10262
12489	6629	10291
12490	6629	9410
12491	6629	10946
12492	6629	26121
12493	6629	9128
12494	6629	9343
12495	4809	6629
12496	6629	10915
12497	6629	83443
12498	6627	23020
12499	3550	6627
12500	6627	55234
12501	6426	6627
12502	6627	10465
12503	6627	8896
12504	6627	10907
12505	6627	11193
12506	4236	6627
12507	6627	24148
12508	6627	10594
12509	6627	84950
12510	6627	9092
12511	6627	153527
12512	6627	9129
12513	6627	59286
12514	6627	10262
12515	6627	10291
12516	6627	9410
12517	6627	10946
12518	6627	26121
12519	6627	9128
12520	6627	9343
12521	4809	6627
12522	6627	10915
12523	6627	83443
12524	3550	23020
12525	23020	55234
12526	6426	23020
12527	10465	23020
12528	8896	23020
12529	10907	23020
12530	11193	23020
12531	4236	23020
12532	23020	84950
12533	9092	23020
12534	23020	153527
12535	9129	23020
12536	23020	59286
12537	10262	23020
12538	10291	23020
12539	10946	23020
12540	23020	26121
12541	9128	23020
12542	4809	23020
12543	10915	23020
12544	23020	83443
12545	3550	55234
12546	3550	6426
12547	3550	10465
12548	3550	8896
12549	3550	10907
12550	3550	11193
12551	3550	4236
12552	3550	24148
12553	3550	10594
12554	3550	84950
12555	3550	9092
12556	3550	153527
12557	3550	9129
12558	3550	59286
12559	3550	10262
12560	3550	10291
12561	3550	9410
12562	3550	10946
12563	3550	26121
12564	3550	9128
12565	3550	9343
12566	3550	4809
12567	3550	10915
12568	3550	83443
12569	6426	55234
12570	10465	55234
12571	8896	55234
12572	10907	55234
12573	11193	55234
12574	4236	55234
12575	24148	55234
12576	10594	55234
12577	55234	84950
12578	9092	55234
12579	55234	153527
12580	9129	55234
12581	55234	59286
12582	10262	55234
12583	10291	55234
12584	9410	55234
12585	10946	55234
12586	26121	55234
12587	9128	55234
12588	9343	55234
12589	4809	55234
12590	10915	55234
12591	55234	83443
12592	6426	10465
12593	6426	8896
12594	6426	10907
12595	6426	11193
12596	4236	6426
12597	6426	24148
12598	6426	10594
12599	6426	84950
12600	6426	9092
12601	6426	153527
12602	6426	9129
12603	6426	59286
12604	6426	10262
12605	6426	10291
12606	6426	9410
12607	6426	10946
12608	6426	26121
12609	6426	9128
12610	6426	9343
12611	4809	6426
12612	6426	10915
12613	6426	83443
12614	8896	10465
12615	10465	10907
12616	10465	11193
12617	4236	10465
12618	10465	24148
12619	10465	10594
12620	10465	84950
12621	9092	10465
12622	10465	153527
12623	9129	10465
12624	10465	59286
12625	10262	10465
12626	10291	10465
12627	9410	10465
12628	10465	10946
12629	10465	26121
12630	9128	10465
12631	9343	10465
12632	4809	10465
12633	10465	10915
12634	10465	83443
12635	8896	10262
12636	8896	9410
12637	8896	10946
12638	8896	83443
12639	10262	10907
12640	9410	10907
12641	10907	10946
12642	10907	83443
12643	10262	11193
12644	9410	11193
12645	10946	11193
12646	11193	83443
12647	4236	10262
12648	4236	9410
12649	4236	10946
12650	4236	83443
12651	10262	24148
12652	10946	24148
12653	24148	83443
12654	10262	10594
12655	10594	10946
12656	10594	83443
12657	10262	84950
12658	9410	84950
12659	10946	84950
12660	83443	84950
12661	9092	10262
12662	9092	9410
12663	9092	10946
12664	9092	83443
12665	10262	153527
12666	9410	153527
12667	10946	153527
12668	83443	153527
12669	9129	10262
12670	9129	9410
12671	9129	10946
12672	9129	83443
12673	10262	59286
12674	9410	59286
12675	10946	59286
12676	59286	83443
12677	10262	10291
12678	9410	10262
12679	10262	10946
12680	10262	26121
12681	9128	10262
12682	9343	10262
12683	4809	10262
12684	10262	10915
12685	10262	83443
12686	9410	10291
12687	10291	10946
12688	10291	83443
12689	9410	10946
12690	9410	26121
12691	9128	9410
12692	4809	9410
12693	9410	10915
12694	9410	83443
12695	10946	26121
12696	9128	10946
12697	9343	10946
12698	4809	10946
12699	10915	10946
12700	10946	83443
12701	26121	83443
12702	9128	83443
12703	9343	83443
12704	4809	83443
12705	10915	83443
12706	10713	23020
12707	9343	10713
12708	4809	9416
12709	4809	10713
12710	9416	10907
12711	10713	10907
12712	9416	10291
12713	10291	10713
12714	9129	9416
12715	9416	26121
12716	9128	9416
12717	9416	10713
12718	9092	9416
12719	9129	10713
12720	10713	26121
12721	9128	10713
12722	10713	24148
12723	10594	10713
12724	9092	10713
12725	10291	79171
12726	10291	11017
12727	24148	79171
12728	26121	79171
12729	9129	79171
12730	10907	79171
12731	11017	79171
12732	9416	79171
12733	9092	79171
12734	9343	79171
12735	10713	79171
12736	10594	79171
12737	11017	24148
12738	11017	26121
12739	9129	11017
12740	10907	11017
12741	9416	11017
12742	9092	11017
12743	9343	11017
12744	10713	11017
12745	10594	11017
12746	11017	23020
12747	23020	79171
12748	10713	84950
12749	10713	11193
12750	10713	153527
12751	4236	10713
12752	675	11144
12753	8675	55773
12754	55929	80314
12755	6944	80314
12756	60	80314
12757	86	80314
12758	57634	80314
12759	8607	80314
12760	10856	80314
12761	6944	55929
12762	60	55929
12763	86	55929
12764	55929	57634
12765	8607	55929
12766	10856	55929
12767	60	6944
12768	86	6944
12769	6944	57634
12770	6944	8607
12771	6944	10856
12772	60	86
12773	60	57634
12774	60	8607
12775	60	10856
12776	86	57634
12777	86	8607
12778	86	10856
12779	8607	57634
12780	10856	57634
12781	8607	10856
12782	8295	57634
12783	6183	196074
12784	63931	196074
12785	64960	196074
12786	51021	196074
12787	51373	196074
12788	28973	196074
12789	51023	196074
12790	54460	196074
12791	56945	196074
12792	51649	196074
12793	51116	196074
12794	64432	196074
12795	64949	196074
12796	23107	196074
12797	28957	196074
12798	7818	196074
12799	10240	196074
12800	51650	196074
12801	65993	196074
12802	60488	196074
12803	54998	196074
12804	64951	196074
12805	55037	196074
12806	64969	196074
12807	64968	196074
12808	51081	196074
12809	64965	196074
12810	55173	196074
12811	64963	196074
12812	6183	219402
12813	63931	219402
12814	64960	219402
12815	51021	219402
12816	51373	219402
12817	28973	219402
12818	51023	219402
12819	54460	219402
12820	56945	219402
12821	51649	219402
12822	51116	219402
12823	64432	219402
12824	64949	219402
12825	23107	219402
12826	28957	219402
12827	7818	219402
12828	10240	219402
12829	51650	219402
12830	65993	219402
12831	60488	219402
12832	118487	219402
12833	64951	219402
12834	54998	219402
12835	55037	219402
12836	64969	219402
12837	64968	219402
12838	51081	219402
12839	64965	219402
12840	55173	219402
12841	64963	219402
12842	4528	64965
12843	4528	64963
12844	4528	51021
12845	4528	23107
12846	4528	65993
12847	4528	118487
12848	4528	6183
12849	4528	63931
12850	4528	64960
12851	4528	51373
12852	4528	28973
12853	4528	51023
12854	4528	54460
12855	4528	56945
12856	4528	51649
12857	4528	51116
12858	4528	64432
12859	4528	64949
12860	4528	28957
12861	4528	7818
12862	4528	10240
12863	4528	51650
12864	4528	60488
12865	4528	64951
12866	4528	54998
12867	4528	55037
12868	4528	64969
12869	4528	64968
12870	4528	51081
12871	4528	55173
12872	64979	387338
12873	64979	130916
12874	64979	92170
12875	4800	4801
12876	4800	4802
12877	4801	4802
12878	7428	9978
12879	3845	7428
12880	3845	6923
12881	3845	6921
12882	3845	8453
12883	3845	9978
12884	2495	8031
12885	6730	6731
12886	8899	10594
12887	8899	23020
12888	8175	79171
12889	8175	10713
12890	8175	11017
12891	8175	9416
12892	8175	8899
12893	8899	9343
12894	8899	10907
12895	9410	79171
12896	9410	10713
12897	9410	11017
12898	8899	9410
12899	9128	79171
12900	9128	11017
12901	8899	9128
12902	4809	79171
12903	4809	11017
12904	4809	8899
12905	10262	79171
12906	10946	79171
12907	10992	79171
12908	79171	83443
12909	23450	79171
12910	79171	84844
12911	23451	79171
12912	51639	79171
12913	6633	79171
12914	6629	79171
12915	6636	79171
12916	6635	79171
12917	6632	79171
12918	6627	79171
12919	6628	79171
12920	11157	79171
12921	51690	79171
12922	57819	79171
12923	27258	79171
12924	51691	79171
12925	25804	79171
12926	23658	79171
12927	8899	79171
12928	6634	79171
12929	6637	79171
12930	10262	10713
12931	10713	10946
12932	10713	10992
12933	10713	83443
12934	10713	23450
12935	10713	84844
12936	10713	23451
12937	10713	51639
12938	6633	10713
12939	6629	10713
12940	6636	10713
12941	6635	10713
12942	6632	10713
12943	6627	10713
12944	6628	10713
12945	10713	11157
12946	10713	51690
12947	10713	57819
12948	10713	27258
12949	10713	51691
12950	10713	25804
12951	10713	23658
12952	8899	10713
12953	6634	10713
12954	6637	10713
12955	10262	11017
12956	10946	11017
12957	10992	11017
12958	11017	83443
12959	11017	23450
12960	11017	84844
12961	11017	23451
12962	11017	51639
12963	6633	11017
12964	6629	11017
12965	6636	11017
12966	6635	11017
12967	6632	11017
12968	6627	11017
12969	6628	11017
12970	11017	11157
12971	11017	51690
12972	11017	57819
12973	11017	27258
12974	11017	51691
12975	11017	25804
12976	11017	23658
12977	8899	11017
12978	6634	11017
12979	6637	11017
12980	8899	9092
12981	8899	9129
12982	8899	24148
12983	9416	10262
12984	9416	10946
12985	9416	10992
12986	9416	83443
12987	9416	23450
12988	9416	84844
12989	9416	23451
12990	9416	51639
12991	6629	9416
12992	6627	9416
12993	9416	11157
12994	9416	51690
12995	9416	57819
12996	9416	27258
12997	9416	51691
12998	9416	25804
12999	9416	23658
13000	8899	9416
13001	8899	26121
13002	8899	10262
13003	8899	10946
13004	8899	10992
13005	8899	83443
13006	8899	23450
13007	8899	84844
13008	8899	23451
13009	8899	51639
13010	6633	8899
13011	6629	8899
13012	6636	8899
13013	6635	8899
13014	6632	8899
13015	6627	8899
13016	6628	8899
13017	8899	11157
13018	8899	51690
13019	8899	57819
13020	8899	27258
13021	8899	51691
13022	8899	25804
13023	8899	23658
13024	6634	8899
13025	6637	8899
13026	8899	10291
13027	3589	3590
13028	5683	56984
13029	5683	84262
13030	5683	389362
13031	5683	51371
13032	5683	8624
13033	5695	56984
13034	56984	84262
13035	56984	389362
13036	5685	56984
13037	5688	56984
13038	5686	56984
13039	5682	56984
13040	5684	56984
13041	5687	56984
13042	51371	56984
13043	8624	56984
13044	5695	84262
13045	5695	389362
13046	5695	51371
13047	5695	8624
13048	84262	389362
13049	5685	84262
13050	5688	84262
13051	5686	84262
13052	5682	84262
13053	5684	84262
13054	5687	84262
13055	51371	84262
13056	8624	84262
13057	5685	389362
13058	5688	389362
13059	5686	389362
13060	5682	389362
13061	5684	389362
13062	5687	389362
13063	51371	389362
13064	8624	389362
13065	5685	51371
13066	5685	8624
13067	5688	51371
13068	5688	8624
13069	5686	51371
13070	5686	8624
13071	5682	51371
13072	5682	8624
13073	5684	51371
13074	5684	8624
13075	5687	51371
13076	5687	8624
13077	8624	51371
13078	5691	56984
13079	5691	51371
13080	5691	8624
13081	5690	56984
13082	5690	51371
13083	5690	8624
13084	5693	56984
13085	5689	56984
13086	5692	56984
13087	5694	56984
13088	5693	51371
13089	5693	8624
13090	5689	51371
13091	5689	8624
13092	5692	51371
13093	5692	8624
13094	5694	51371
13095	5694	8624
13096	10465	10713
13097	3550	10713
13098	10713	55234
13099	1968	23645
13100	1965	23645
13101	51699	55737
13102	6625	9410
13103	4809	6625
13104	6625	10713
13105	6625	8899
13106	6625	10291
13107	6625	8175
13108	6625	9129
13109	6625	26121
13110	6625	9092
13111	6625	24148
13112	6625	9416
13113	6625	10262
13114	6625	10946
13115	6625	10992
13116	6625	83443
13117	6625	23451
13118	6625	51639
13119	6625	6629
13120	6625	6627
13121	6625	11157
13122	6625	51690
13123	6625	57819
13124	6625	27258
13125	6625	25804
13126	6625	23658
13127	6625	10594
13128	6625	23020
13129	6625	9343
13130	6625	10907
13131	6625	9128
13132	6625	23450
13133	6625	84844
13134	6625	51691
13135	6625	79171
13136	6625	11017
13137	9416	10465
13138	7157	7337
13139	54973	221927
13140	55756	221927
13141	84942	221927
13142	54973	55756
13143	54973	84942
13144	55756	84942
13145	92105	221927
13146	55756	92105
13147	54973	92105
13148	8453	23476
13149	9978	23476
13150	23476	54926
13151	7428	54926
13152	7316	23476
13153	7316	7428
13154	6921	23476
13155	6923	23476
13156	7428	23476
13157	10898	10914
13158	10898	29894
13159	10898	55339
13160	10914	29894
13161	10914	55339
13162	29894	55339
13163	92105	440093
13164	80789	440093
13165	26512	440093
13166	55656	440093
13167	55174	440093
13168	54973	440093
13169	55726	440093
13170	81556	440093
13171	5518	440093
13172	5515	440093
13173	25920	440093
13174	51497	440093
13175	6829	440093
13176	26173	440093
13177	57508	440093
13178	25896	440093
13179	55756	440093
13180	79034	440093
13181	7469	440093
13182	8970	92105
13183	8970	80789
13184	8970	26512
13185	8970	55656
13186	8970	55174
13187	8970	54973
13188	8970	55726
13189	8970	81556
13190	5518	8970
13191	5515	8970
13192	8970	25920
13193	8970	51497
13194	6829	8970
13195	8970	26173
13196	8970	57508
13197	8970	25896
13198	8970	55756
13199	8970	79034
13200	7469	8970
13201	80789	92105
13202	26512	92105
13203	55656	92105
13204	55174	92105
13205	55726	92105
13206	81556	92105
13207	5518	92105
13208	5515	92105
13209	25920	92105
13210	51497	92105
13211	8370	92105
13212	6829	92105
13213	26173	92105
13214	57508	92105
13215	25896	92105
13216	79034	92105
13217	7469	92105
13218	26512	80789
13219	55656	80789
13220	55174	80789
13221	54973	80789
13222	55726	80789
13223	80789	81556
13224	5518	80789
13225	5515	80789
13226	25920	80789
13227	51497	80789
13228	8370	80789
13229	6829	80789
13230	26173	80789
13231	57508	80789
13232	25896	80789
13233	55756	80789
13234	79034	80789
13235	7469	80789
13236	26512	55656
13237	26512	55174
13238	26512	54973
13239	26512	55726
13240	26512	81556
13241	5518	26512
13242	5515	26512
13243	25920	26512
13244	26512	51497
13245	8370	26512
13246	6829	26512
13247	26173	26512
13248	26512	57508
13249	25896	26512
13250	26512	55756
13251	26512	79034
13252	7469	26512
13253	55174	55656
13254	54973	55656
13255	55656	55726
13256	55656	81556
13257	5518	55656
13258	5515	55656
13259	25920	55656
13260	51497	55656
13261	8370	55656
13262	6829	55656
13263	26173	55656
13264	55656	57508
13265	25896	55656
13266	55656	55756
13267	55656	79034
13268	7469	55656
13269	54973	55174
13270	55174	55726
13271	55174	81556
13272	5518	55174
13273	5515	55174
13274	25920	55174
13275	51497	55174
13276	8370	55174
13277	6829	55174
13278	26173	55174
13279	55174	57508
13280	25896	55174
13281	55174	55756
13282	55174	79034
13283	7469	55174
13284	54973	55726
13285	54973	81556
13286	5518	54973
13287	5515	54973
13288	25920	54973
13289	51497	54973
13290	8370	54973
13291	6829	54973
13292	26173	54973
13293	54973	57508
13294	25896	54973
13295	54973	79034
13296	7469	54973
13297	55726	81556
13298	5518	55726
13299	5515	55726
13300	25920	55726
13301	51497	55726
13302	8370	55726
13303	6829	55726
13304	26173	55726
13305	55726	57508
13306	25896	55726
13307	55726	55756
13308	55726	79034
13309	7469	55726
13310	5518	81556
13311	5515	81556
13312	25920	81556
13313	51497	81556
13314	8370	81556
13315	6829	81556
13316	26173	81556
13317	57508	81556
13318	25896	81556
13319	55756	81556
13320	79034	81556
13321	7469	81556
13322	5515	5518
13323	5518	25920
13324	5518	51497
13325	5518	8370
13326	5518	6829
13327	5518	26173
13328	5518	57508
13329	5518	25896
13330	5518	55756
13331	5518	79034
13332	5518	7469
13333	5515	25920
13334	5515	51497
13335	5515	8370
13336	5515	6829
13337	5515	26173
13338	5515	57508
13339	5515	25896
13340	5515	55756
13341	5515	79034
13342	5515	7469
13343	8370	25920
13344	6829	25920
13345	25920	26173
13346	25920	57508
13347	25896	25920
13348	25920	55756
13349	25920	79034
13350	7469	25920
13351	8370	51497
13352	6829	51497
13353	26173	51497
13354	51497	57508
13355	25896	51497
13356	51497	55756
13357	51497	79034
13358	6829	8370
13359	8370	26173
13360	8370	57508
13361	8370	25896
13362	8370	55756
13363	8370	79034
13364	7469	8370
13365	6829	26173
13366	6829	57508
13367	6829	25896
13368	6829	55756
13369	6829	79034
13370	6829	7469
13371	26173	57508
13372	25896	26173
13373	26173	55756
13374	26173	79034
13375	7469	26173
13376	25896	57508
13377	55756	57508
13378	57508	79034
13379	7469	57508
13380	25896	55756
13381	25896	79034
13382	7469	25896
13383	55756	79034
13384	7469	55756
13385	7469	79034
13386	26512	79035
13387	26512	58493
13388	26512	65123
13389	25896	79035
13390	25896	58493
13391	25896	65123
13392	55656	79035
13393	55656	58493
13394	55656	65123
13395	55756	79035
13396	55756	58493
13397	55756	65123
13398	55174	79035
13399	55174	58493
13400	55174	65123
13401	54973	79035
13402	54973	58493
13403	54973	65123
13404	79035	81556
13405	58493	81556
13406	65123	81556
13407	79034	79035
13408	58493	79034
13409	65123	79034
13410	5518	79035
13411	5518	58493
13412	5518	65123
13413	5515	79035
13414	5515	58493
13415	5515	65123
13416	55726	79035
13417	58493	79035
13418	26173	79035
13419	57508	79035
13420	65123	79035
13421	79035	92105
13422	79035	80789
13423	55726	58493
13424	55726	65123
13425	26173	58493
13426	57508	58493
13427	58493	65123
13428	58493	92105
13429	58493	80789
13430	26173	65123
13431	57508	65123
13432	65123	92105
13433	65123	80789
13434	4255	55112
13435	4255	89891
13436	4255	83658
13437	4255	8655
13438	55112	89891
13439	55112	83658
13440	8655	55112
13441	83658	89891
13442	8655	89891
13443	4255	51626
13444	51626	55112
13445	51626	89891
13446	51626	83658
13447	6993	255758
13448	79029	166378
13449	54955	166378
13450	51550	166378
13451	54955	79029
13452	51550	79029
13453	51550	54955
13454	6117	6118
13455	6117	6119
13456	6118	6119
13457	51699	387680
13458	55737	387680
13459	51063	221301
13460	1642	90379
13461	79016	90379
13462	993	1017
13463	9479	23542
13464	60	4255
13465	60	5216
13466	4255	5216
13467	60	13367
13468	4738	7428
13469	997	7428
13470	4738	6923
13471	997	6923
13472	4738	6921
13473	997	6921
13474	4738	8453
13475	997	8453
13476	997	9978
13477	4738	7316
13478	997	4738
13479	4738	23476
13480	997	7316
13481	997	23476
13482	5976	23293
13483	50944	150726
13484	84515	254394
13485	6324	6335
13486	6327	6335
13487	6324	6327
13488	4038	375790
13489	4593	375790
13490	4038	4593
13491	23065	56851
13492	9694	56851
13493	55831	56851
13494	51234	56851
13495	56851	93380
13496	56851	83460
13497	10328	56851
13498	56851	284361
13499	9694	23065
13500	23065	55831
13501	23065	51234
13502	23065	93380
13503	23065	83460
13504	10328	23065
13505	23065	284361
13506	9694	55831
13507	9694	51234
13508	9694	93380
13509	9694	83460
13510	9694	10328
13511	9694	284361
13512	51234	55831
13513	55831	93380
13514	55831	83460
13515	10328	55831
13516	55831	284361
13517	51234	93380
13518	51234	83460
13519	10328	51234
13520	51234	284361
13521	83460	93380
13522	10328	93380
13523	93380	284361
13524	10328	83460
13525	83460	284361
13526	10328	284361
13527	3064	8263
13528	6046	8370
13529	3105	23130
13530	567	23130
13531	8370	54454
13532	908	6950
13533	908	10576
13534	908	10694
13535	908	10575
13536	908	22948
13537	908	7203
13538	908	10574
13539	6950	10576
13540	6950	10694
13541	6950	10575
13542	6950	22948
13543	6950	7203
13544	6950	10574
13545	10576	10694
13546	10575	10576
13547	10576	22948
13548	7203	10576
13549	10574	10576
13550	10575	10694
13551	10694	22948
