	GeneA	GeneB
23783	53981	134353
23784	51692	53981
23785	6628	8189
23786	6636	8189
23787	6635	8189
23788	6637	8189
23789	8189	134353
23790	8189	51692
23791	6628	134353
23792	6628	51692
23793	6636	134353
23794	6636	51692
23795	6635	134353
23796	6635	51692
23797	6637	134353
23798	6637	51692
23799	51692	134353
23800	71	84193
23801	4763	161742
23802	3845	161742
23803	1857	59349
23804	912	28676
23805	567	28676
23806	1152	140462
23807	6921	140462
23808	6923	140462
23809	1152	6921
23810	1152	6923
23811	2177	55215
23812	7316	55215
23813	2177	7316
23814	6389	54949
23815	3658	26234
23816	3658	6500
23817	6500	26234
23818	860	2313
23819	865	2313
23820	860	865
23821	860	2078
23822	865	2078
23823	23284	57451
23824	64965	85476
23825	55052	85476
23826	51264	85476
23827	85476	90480
23828	85476	116541
23829	28973	85476
23830	51023	85476
23831	54460	85476
23832	64432	85476
23833	28957	85476
23834	7818	85476
23835	85476	118487
23836	55173	85476
23837	64960	85476
23838	56945	85476
23839	51116	85476
23840	51649	85476
23841	64949	85476
23842	23107	85476
23843	10240	85476
23844	51650	85476
23845	60488	85476
23846	65993	85476
23847	54998	85476
23848	55037	85476
23849	64969	85476
23850	64951	85476
23851	51081	85476
23852	51069	85476
23853	51073	85476
23854	65005	85476
23855	28998	85476
23856	64928	85476
23857	29088	85476
23858	64968	85476
23859	63875	85476
23860	85476	219927
23861	29093	85476
23862	10573	85476
23863	57129	85476
23864	51263	85476
23865	64983	85476
23866	9553	85476
23867	64963	85476
23868	64981	85476
23869	51318	85476
23870	64979	85476
23871	64976	85476
23872	84545	85476
23873	26589	85476
23874	740	85476
23875	51258	85476
23876	85476	128308
23877	6183	85476
23878	78988	85476
23879	55168	85476
23880	65003	85476
23881	85476	124995
23882	54948	85476
23883	29074	85476
23884	6150	85476
23885	79590	85476
23886	11222	85476
23887	63931	85476
23888	51253	85476
23889	64978	85476
23890	54148	85476
23891	64975	85476
23892	28977	85476
23893	65080	85476
23894	84311	85476
23895	51642	85476
23896	54534	85476
23897	85476	116540
23898	51021	85476
23899	3396	85476
23900	10884	85476
23901	9801	85476
23902	6182	85476
23903	51373	85476
23904	7251	79720
23905	7251	93343
23906	7251	51160
23907	79720	93343
23908	51160	79720
23909	51160	93343
23910	116	7433
23911	2778	7433
23912	2782	7433
23913	7433	54331
23914	8370	8520
23915	202	5527
23916	5981	5982
23917	5981	5985
23918	5981	5984
23919	5981	5983
23920	5111	5981
23921	3481	856709
23922	10733	54855
23923	54855	55125
23924	10733	55125
23925	6500	64839
23926	6500	9817
23927	9817	64839
23928	6132	29927
23929	6132	10430
23930	6132	56926
23931	6132	57003
23932	6132	54499
23933	6133	29927
23934	6133	10430
23935	6133	56926
23936	6133	57003
23937	6133	54499
23938	6134	29927
23939	6134	23480
23940	6134	10952
23941	6134	10430
23942	6134	56926
23943	6134	57003
23944	6134	54499
23945	6135	29927
23946	6135	10430
23947	6135	56926
23948	6135	57003
23949	6135	54499
23950	6137	29927
23951	6137	10430
23952	6137	56926
23953	6137	57003
23954	6137	54499
23955	9045	29927
23956	9045	10430
23957	9045	56926
23958	9045	57003
23959	9045	54499
23960	6138	29927
23961	6138	10430
23962	6138	56926
23963	6138	57003
23964	6138	54499
23965	23521	29927
23966	10430	23521
23967	23521	56926
23968	23521	57003
23969	23521	54499
23970	6139	29927
23971	6139	10430
23972	6139	56926
23973	6139	57003
23974	6139	54499
23975	6141	29927
23976	6141	10430
23977	6141	56926
23978	6141	57003
23979	6141	54499
23980	6143	29927
23981	6143	10430
23982	6143	56926
23983	6143	57003
23984	6143	54499
23985	6122	29927
23986	6122	10430
23987	6122	56926
23988	6122	57003
23989	6122	54499
23990	6142	29927
23991	6142	10430
23992	6142	56926
23993	6142	57003
23994	6142	54499
23995	6144	29927
23996	6144	10430
23997	6144	56926
23998	6144	57003
23999	6144	54499
24000	6146	29927
24001	6146	10430
24002	6146	56926
24003	6146	57003
24004	6146	54499
24005	6152	29927
24006	6152	10430
24007	6152	56926
24008	6152	57003
24009	6152	54499
24010	6147	29927
24011	6147	10430
24012	6147	56926
24013	6147	57003
24014	6147	54499
24015	6154	29927
24016	6154	10430
24017	6154	56926
24018	6154	57003
24019	6154	54499
24020	6155	29927
24021	6155	10430
24022	6155	56926
24023	6155	57003
24024	6155	54499
24025	6157	29927
24026	6157	10430
24027	6157	56926
24028	6157	57003
24029	6157	54499
24030	6159	29927
24031	6159	10430
24032	6159	56926
24033	6159	57003
24034	6159	54499
24035	6124	29927
24036	6124	10430
24037	6124	56926
24038	6124	57003
24039	6124	54499
24040	6156	29927
24041	6156	10430
24042	6156	56926
24043	6156	57003
24044	6156	54499
24045	6161	29927
24046	6161	10430
24047	6161	56926
24048	6161	57003
24049	6161	54499
24050	6165	29927
24051	6165	10430
24052	6165	56926
24053	6165	57003
24054	6165	54499
24055	6164	29927
24056	6164	10430
24057	6164	56926
24058	6164	57003
24059	6164	54499
24060	11224	29927
24061	10430	11224
24062	11224	56926
24063	11224	57003
24064	11224	54499
24065	25873	29927
24066	10430	25873
24067	25873	56926
24068	25873	57003
24069	25873	54499
24070	6167	29927
24071	6167	10430
24072	6167	56926
24073	6167	57003
24074	6167	54499
24075	6169	29927
24076	6169	10430
24077	6169	56926
24078	6169	57003
24079	6169	54499
24080	6170	29927
24081	6170	10430
24082	6170	56926
24083	6170	57003
24084	6170	54499
24085	6171	29927
24086	6171	23480
24087	6171	10952
24088	6171	10430
24089	6171	56926
24090	6171	57003
24091	6171	54499
24092	6173	29927
24093	6173	10430
24094	6173	56926
24095	6173	57003
24096	6173	54499
24097	6168	29927
24098	6168	10430
24099	6168	56926
24100	6168	57003
24101	6168	54499
24102	6158	29927
24103	6158	10430
24104	6158	56926
24105	6158	57003
24106	6158	54499
24107	23480	29927
24108	10952	29927
24109	10430	29927
24110	29927	56926
24111	29927	57003
24112	29927	54499
24113	6125	29927
24114	6128	29927
24115	6129	29927
24116	6130	29927
24117	10430	23480
24118	23480	56926
24119	23480	57003
24120	23480	54499
24121	10430	10952
24122	10952	56926
24123	10952	57003
24124	10952	54499
24125	10430	56926
24126	10430	57003
24127	10430	54499
24128	6125	10430
24129	6128	10430
24130	6129	10430
24131	6130	10430
24132	56926	57003
24133	54499	56926
24134	6125	56926
24135	6128	56926
24136	6129	56926
24137	6130	56926
24138	54499	57003
24139	6125	57003
24140	6128	57003
24141	6129	57003
24142	6130	57003
24143	6125	54499
24144	6128	54499
24145	6129	54499
24146	6130	54499
24147	329	695
24148	7322	51132
24149	7325	51132
24150	7316	51132
24151	5252	8290
24152	8290	26147
24153	5252	8968
24154	30061	57817
24155	1482	4205
24156	1482	4207
24157	8454	64839
24158	8454	9817
24159	8801	8802
24160	7879	9711
24161	3593	149233
24162	51561	149233
24163	3594	149233
24164	3980	7515
24165	2778	6343
24166	2778	6344
24167	2782	6343
24168	2782	6344
24169	6343	54331
24170	6344	54331
24171	6343	6344
24172	55004	153129
24173	28956	153129
24174	8649	153129
24175	153129	389541
24176	10542	153129
24177	10670	153129
24178	64121	153129
24179	5709	7316
24180	5718	7316
24181	5717	7316
24182	5719	7316
24183	7316	10213
24184	5714	7316
24185	7316	7979
24186	5708	7316
24187	5701	7316
24188	5700	7316
24189	5705	7316
24190	5704	7316
24191	5702	7316
24192	5687	7316
24193	5685	7316
24194	5688	7316
24195	5686	7316
24196	5684	7316
24197	5694	7316
24198	5691	7316
24199	5693	7316
24200	5689	7316
24201	5692	7316
24202	5706	7316
24203	5683	7316
24204	5682	7316
24205	5695	7316
24206	5690	7316
24207	7316	9861
24208	5713	7316
24209	5170	11091
24210	7316	23512
24211	7316	8726
24212	5928	7316
24213	2146	7316
24214	3720	7316
24215	7316	121536
24216	23512	121536
24217	5928	8726
24218	8726	121536
24219	2146	5928
24220	5928	121536
24221	2146	121536
24222	3720	121536
24223	1499	10298
24224	3984	10298
24225	25777	163183
24226	25777	161176
24227	25777	147872
24228	9611	9975
24229	2217	3503
24230	567	3503
24231	6500	23291
24232	1499	23291
24233	10459	51455
24234	5980	51455
24235	5980	10459
24236	10381	22846
24237	10381	374969
24238	6337	6338
24239	6337	6340
24240	6338	6340
24241	2775	6364
24242	3840	6657
24243	3836	6657
24244	10844	653784
24245	55755	653784
24246	10844	55755
24247	5604	5901
24248	5901	56478
24249	5901	81624
24250	23308	29851
24251	815	57554
24252	815	2890
24253	22861	91039
24254	3586	3588
24255	3587	3588
24256	23513	57216
24257	23224	29109
24258	23345	29109
24259	5430	57466
24260	351	10531
24261	5432	7157
24262	5433	7157
24263	5434	7157
24264	5436	7157
24265	5438	7157
24266	5441	7157
24267	5439	7157
24268	5430	7157
24269	5440	7157
24270	5431	7157
24271	5435	7157
24272	5437	7157
24273	582	585
24274	582	123016
24275	582	27241
24276	582	92482
24277	585	123016
24278	585	27241
24279	585	92482
24280	27241	123016
24281	92482	123016
24282	27241	92482
24283	290	2810
24284	2104	2810
24285	604	9611
24286	7314	10075
24287	2810	4792
24288	2810	10645
24289	2810	9846
24290	2810	5350
24291	2810	6654
24292	7532	10645
24293	9694	51016
24294	6629	27336
24295	9879	51639
24296	27336	51639
24297	10291	27336
24298	8175	27336
24299	6628	27336
24300	6637	27336
24301	6632	27336
24302	6634	27336
24303	6635	27336
24304	6636	27336
24305	6627	27336
24306	6633	27336
24307	10262	27336
24308	8337	653604
24309	8337	85236
24310	8337	115004
24311	85236	115004
24312	8338	653604
24313	8338	115004
24314	8338	85236
24315	835	2810
24316	2810	4291
24317	8317	10926
24318	4171	8317
24319	4171	10926
24320	163	10618
24321	6191	8669
24322	6218	8669
24323	6187	8669
24324	6189	8669
24325	3921	8669
24326	6231	8669
24327	6208	8669
24328	6194	8669
24329	6202	8669
24330	6229	8669
24331	1964	8669
24332	6205	8669
24333	8669	10209
24334	6207	8669
24335	8663	8669
24336	6171	8669
24337	6228	8669
24338	6203	8669
24339	6201	8669
24340	2197	8669
24341	6232	8669
24342	6227	8669
24343	6210	8669
24344	7529	51085
24345	2810	4087
24346	2810	4088
24347	2810	4089
24348	332	3619
24349	332	55143
24350	3619	55143
24351	332	8968
24352	3619	8968
24353	8968	55143
24354	259197	374383
24355	2810	29760
24356	2908	7534
24357	23710	25813
24358	2810	4194
24359	721	721
24360	10283	57703
24361	9775	10283
24362	10096	10552
24363	10109	10552
24364	10094	10552
24365	10097	10552
24366	10093	10552
24367	10092	10552
24368	10973	84164
24369	3065	116092
24370	3065	91748
24371	91748	116092
24372	8200	56963
24373	8200	285704
24374	8200	148738
24375	5976	23049
24376	5976	55181
24377	5976	56006
24378	23065	51016
24379	51016	55831
24380	51016	93380
24381	51016	83460
24382	51016	56851
24383	51016	284361
24384	51016	51234
24385	115098	140801
24386	2643	2644
24387	2152	3105
24388	567	2152
24389	808	6548
24390	6895	79657
24391	7532	23327
24392	5499	221692
24393	598	7428
24394	598	6923
24395	598	6921
24396	5018	51069
24397	5018	11222
24398	5018	51073
24399	5018	65005
24400	5018	124995
24401	5018	65003
24402	5018	28998
24403	5018	64928
24404	5018	29088
24405	5018	54948
24406	5018	55052
24407	5018	219927
24408	5018	29093
24409	5018	6150
24410	5018	10573
24411	5018	51263
24412	5018	64983
24413	5018	64981
24414	5018	51318
24415	5018	64979
24416	5018	51253
24417	5018	64978
24418	5018	54148
24419	5018	64976
24420	5018	28977
24421	5018	84545
24422	5018	65080
24423	5018	84311
24424	5018	26589
24425	5018	51642
24426	740	5018
24427	5018	54534
24428	5018	122704
24429	5018	116540
24430	5018	116541
24431	5018	128308
24432	5018	78988
24433	3396	5018
24434	5018	90480
24435	5018	55168
24436	5018	10884
24437	5018	6182
24438	5018	51116
24439	5018	64951
24440	5018	64969
24441	5018	64968
24442	5018	64965
24443	5018	55173
24444	5018	64963
24445	5018	63931
24446	5018	64960
24447	5018	51021
24448	5018	28973
24449	5018	51023
24450	5018	54460
24451	5018	56945
24452	5018	51649
24453	5018	64432
24454	5018	64949
24455	5018	23107
24456	5018	10240
24457	5018	51650
24458	5018	65993
24459	5018	60488
24460	5018	54998
24461	5018	63875
24462	5018	29074
24463	5018	9801
24464	5018	79590
24465	5018	51264
24466	5018	57129
24467	5018	9553
24468	5018	64975
24469	5018	51258
24470	5018	51081
24471	5018	6183
24472	5018	51373
24473	5018	28957
24474	5018	7818
24475	5018	118487
24476	5018	55037
24477	3309	11153
24478	6059	6132
24479	6059	6122
24480	6059	6124
24481	6059	6125
24482	6059	6129
24483	6059	6130
24484	6059	140801
24485	6059	6135
24486	6059	6137
24487	6059	6138
24488	6059	23521
24489	6059	6139
24490	6059	6143
24491	6059	6144
24492	6059	6146
24493	6059	9349
24494	6059	6152
24495	6059	6147
24496	6059	6154
24497	6059	6161
24498	6059	6165
24499	6059	6164
24500	6059	11224
24501	6059	6167
24502	6059	6169
24503	6059	6170
24504	6059	7311
24505	6059	6171
24506	6059	6173
24507	6059	6168
24508	6059	6158
24509	6059	6175
24510	2107	6175
24511	6059	6136
24512	4736	6059
24513	2107	4736
24514	6059	6188
24515	6059	6191
24516	6059	6193
24517	6059	6201
24518	6059	6202
24519	6059	6204
24520	6059	6205
24521	6059	6209
24522	6059	6217
24523	6059	6218
24524	6059	6222
24525	6059	6223
24526	6059	6224
24527	6059	6227
24528	6059	6228
24529	6059	6234
24530	6059	6235
24531	6059	10399
24532	6059	6187
24533	6059	6194
24534	6059	6203
24535	6059	6206
24536	6059	6207
24537	6059	6210
24538	6059	6229
24539	6059	6230
24540	6059	6233
24541	5036	6059
24542	2107	5036
24543	6059	115098
24544	2107	115098
24545	2107	6059
24546	6059	6133
24547	6059	9045
24548	6059	6141
24549	6059	6142
24550	6059	6155
24551	6059	6157
24552	6059	6159
24553	6059	6156
24554	6059	6160
24555	6059	25873
24556	3921	6059
24557	6059	6189
24558	6059	6231
24559	6059	6208
24560	6059	6128
24561	6059	6232
24562	2197	6059
24563	6130	55646
24564	6133	55646
24565	55646	140801
24566	6135	55646
24567	6137	55646
24568	9045	55646
24569	6138	55646
24570	23521	55646
24571	6139	55646
24572	6141	55646
24573	6143	55646
24574	6142	55646
24575	6144	55646
24576	6146	55646
24577	9349	55646
24578	6152	55646
24579	6147	55646
24580	6154	55646
24581	6155	55646
24582	6157	55646
24583	6159	55646
24584	6156	55646
24585	6160	55646
24586	6161	55646
24587	6165	55646
24588	6164	55646
24589	11224	55646
24590	25873	55646
24591	6167	55646
24592	6169	55646
24593	6132	55646
24594	6170	55646
24595	7311	55646
24596	6171	55646
24597	6173	55646
24598	6168	55646
24599	6158	55646
24600	6175	55646
24601	6136	55646
24602	4736	55646
24603	6122	55646
24604	3921	55646
24605	6189	55646
24606	6188	55646
24607	6191	55646
24608	6193	55646
24609	6201	55646
24610	6202	55646
24611	6204	55646
24612	6205	55646
24613	6209	55646
24614	6124	55646
24615	6217	55646
24616	6218	55646
24617	6222	55646
24618	6223	55646
24619	6224	55646
24620	6227	55646
24621	6228	55646
24622	6231	55646
24623	6234	55646
24624	6235	55646
24625	6125	55646
24626	10399	55646
24627	6187	55646
24628	6194	55646
24629	6203	55646
24630	6206	55646
24631	6207	55646
24632	6208	55646
24633	6210	55646
24634	6229	55646
24635	6230	55646
24636	6128	55646
24637	6232	55646
24638	2197	55646
24639	6233	55646
24640	5036	55646
24641	6129	55646
24642	1915	6130
24643	1915	6133
24644	1915	140801
24645	1915	6135
24646	1915	6137
24647	1915	9045
24648	1915	6138
24649	1915	23521
24650	1915	6139
24651	1915	6141
24652	1915	6143
24653	1915	6142
24654	1915	6144
24655	1915	6146
24656	1915	9349
24657	1915	6152
24658	1915	6147
24659	1915	6154
24660	1915	6155
24661	1915	6157
24662	1915	6159
24663	1915	6156
24664	1915	6160
24665	1915	6161
24666	1915	6165
24667	1915	6164
24668	1915	11224
24669	1915	25873
24670	1915	6167
24671	1915	6169
24672	1915	6132
24673	1915	6170
24674	1915	7311
24675	1915	6171
24676	1915	6173
24677	1915	6168
24678	1915	6158
24679	1915	6175
24680	1915	6136
24681	1915	4736
24682	1915	6122
24683	1915	3921
24684	1915	6189
24685	1915	6188
24686	1915	6191
24687	1915	6193
24688	1915	6201
24689	1915	6202
24690	1915	6204
24691	1915	6205
24692	1915	6209
24693	1915	6124
24694	1915	6217
24695	1915	6218
24696	1915	6222
24697	1915	6223
24698	1915	6224
24699	1915	6227
24700	1915	6228
24701	1915	6231
24702	1915	6234
24703	1915	6235
24704	1915	6125
24705	1915	10399
24706	1915	6187
24707	1915	6194
24708	1915	6203
24709	1915	6206
24710	1915	6207
24711	1915	6208
24712	1915	6210
24713	1915	6229
24714	1915	6230
24715	1915	6128
24716	1915	6232
24717	1915	2197
24718	1915	6233
24719	1915	5036
24720	1915	55646
24721	1915	6129
24722	6204	55720
24723	6224	55720
24724	6235	55720
24725	10399	55720
24726	6188	55720
24727	8668	8669
24728	8664	8669
24729	8662	8669
24730	8669	27335
24731	8669	51386
24732	8669	10480
24733	1965	8669
24734	6193	8669
24735	6217	8669
24736	6188	8669
24737	6204	8669
24738	6209	8669
24739	8669	10399
24740	8665	8669
24741	6223	8669
24742	6230	8669
24743	6222	8669
24744	6235	8669
24745	6233	8669
24746	6206	8669
24747	6234	8669
24748	8666	8669
24749	1981	10209
24750	8661	8669
24751	6224	8669
24752	8669	8894
24753	1968	8669
24754	1973	8669
24755	1981	8669
24756	3646	8669
24757	8667	8669
24758	6231	55720
24759	1386	1432
24760	5899	10928
24761	1386	5599
24762	6182	92399
24763	4218	23301
24764	6204	56902
24765	6204	28987
24766	6224	56902
24767	6224	28987
24768	6235	56902
24769	6235	28987
24770	10399	56902
24771	10399	28987
24772	6188	56902
24773	6188	28987
24774	6191	83732
24775	6194	83732
24776	6202	83732
24777	6204	83732
24778	6207	83732
24779	6208	83732
24780	6209	83732
24781	6217	83732
24782	6224	83732
24783	6227	83732
24784	6228	83732
24785	6230	83732
24786	6234	83732
24787	6235	83732
24788	6233	83732
24789	6203	83732
24790	6205	83732
24791	6206	83732
24792	6218	83732
24793	3921	83732
24794	6222	83732
24795	6231	83732
24796	6210	83732
24797	6229	83732
24798	6232	83732
24799	6189	83732
24800	2197	83732
24801	10399	83732
24802	6223	83732
24803	6187	83732
24804	6188	83732
24805	6193	83732
24806	6201	83732
24807	6205	8721
24808	6209	8721
24809	6217	8721
24810	6218	8721
24811	6222	8721
24812	6223	8721
24813	6224	8721
24814	6227	8721
24815	6228	8721
24816	6231	8721
24817	3921	8721
24818	6234	8721
24819	6235	8721
24820	8721	10399
24821	6187	8721
24822	6194	8721
24823	6203	8721
24824	6206	8721
24825	6207	8721
24826	6208	8721
24827	6210	8721
24828	6189	8721
24829	6229	8721
24830	6230	8721
24831	6232	8721
24832	2197	8721
24833	6233	8721
24834	8721	55646
24835	6188	8721
24836	6191	8721
24837	6193	8721
24838	6201	8721
24839	6202	8721
24840	6204	8721
24841	6059	8662
24842	6059	51386
24843	6059	8664
24844	6059	8668
24845	6059	8661
24846	6059	8663
24847	3646	6059
24848	6059	8665
24849	6059	8667
24850	6059	27335
24851	6059	10480
24852	6059	10209
24853	6059	8669
24854	4087	6497
24855	6203	57470
24856	6205	57470
24857	6207	57470
24858	6208	57470
24859	6227	57470
24860	6210	57470
24861	6228	57470
24862	6229	57470
24863	6232	57470
24864	2197	57470
24865	6218	57470
24866	56902	83732
24867	56902	57470
24868	28987	83732
24869	28987	57470
24870	6235	57470
24871	6188	57470
24872	6193	57470
24873	6204	57470
24874	6206	57470
24875	6209	57470
24876	6217	57470
24877	6222	57470
24878	3921	57470
24879	6223	57470
24880	6224	57470
24881	6230	57470
24882	6234	57470
24883	6233	57470
24884	10399	57470
24885	57470	83732
24886	6189	57470
24887	6187	57470
24888	6191	57470
24889	6194	57470
24890	6201	57470
24891	6202	57470
24892	6203	84285
24893	6193	84285
24894	6205	84285
24895	6204	84285
24896	6207	84285
24897	6208	84285
24898	6206	84285
24899	6209	84285
24900	6218	84285
24901	6217	84285
24902	3921	84285
24903	6222	84285
24904	6223	84285
24905	6227	84285
24906	6210	84285
24907	6228	84285
24908	6229	84285
24909	6224	84285
24910	6230	84285
24911	6232	84285
24912	6234	84285
24913	6189	84285
24914	6235	84285
24915	2197	84285
24916	6233	84285
24917	10399	84285
24918	83732	84285
24919	28987	84285
24920	57470	84285
24921	6187	84285
24922	6191	84285
24923	6188	84285
24924	6194	84285
24925	6201	84285
24926	6202	84285
24927	6231	84285
24928	6231	57470
24929	10594	55100
24930	9785	10594
24931	10594	55702
24932	10594	54883
24933	2483	10594
24934	9541	10594
24935	22938	55100
24936	9785	22938
24937	22938	55702
24938	22938	54883
24939	2483	22938
24940	9541	22938
24941	5356	55100
24942	5356	9785
24943	5356	55702
24944	5356	54883
24945	2483	5356
24946	5356	9541
24947	51362	55100
24948	9785	51362
24949	51362	55702
24950	51362	54883
24951	2483	51362
24952	9541	51362
24953	9410	55100
24954	9410	9785
24955	9410	55702
24956	9410	54883
24957	2483	9410
24958	9410	9541
24959	988	55100
24960	988	9785
24961	988	55702
24962	988	54883
24963	988	2483
24964	988	9541
24965	51340	55100
24966	9785	51340
24967	51340	55702
24968	51340	54883
24969	2483	51340
24970	9541	51340
24971	55100	55696
24972	9785	55696
24973	55696	55702
24974	54883	55696
24975	2483	55696
24976	9541	55696
24977	8896	55100
24978	8896	9785
24979	8896	55702
24980	8896	54883
24981	2483	8896
24982	8896	9541
24983	51503	55100
24984	9785	51503
24985	51503	55702
24986	51503	54883
24987	2483	51503
24988	9541	51503
24989	55100	57703
24990	9785	57703
24991	55702	57703
24992	54883	57703
24993	2483	57703
24994	9541	57703
24995	51645	55100
24996	9785	51645
24997	51645	55702
24998	51645	54883
24999	2483	51645
25000	9541	51645
25001	9785	55100
25002	55100	57461
25003	55100	55702
25004	23524	55100
25005	54883	55100
25006	2483	55100
25007	9541	55100
25008	9343	55100
25009	9785	57461
25010	9785	55702
25011	9785	23524
25012	9785	54883
25013	2483	9785
25014	9541	9785
25015	9343	9785
25016	55702	57461
25017	54883	57461
25018	2483	57461
25019	9541	57461
25020	23524	55702
25021	54883	55702
25022	2483	55702
25023	9541	55702
25024	9343	55702
25025	23524	54883
25026	2483	23524
25027	9541	23524
25028	2483	54883
25029	9541	54883
25030	9343	54883
25031	2483	9541
25032	2483	9343
25033	9343	9541
25034	3021	8334
25035	1964	6059
25036	6059	8894
25037	1965	6059
25038	1968	6059
25039	55662	80351
25040	7284	51116
25041	7284	64951
25042	7284	64969
25043	7284	64968
25044	7284	51081
25045	7284	64965
25046	7284	55173
25047	7284	64963
25048	6183	7284
25049	7284	63931
25050	7284	64960
25051	7284	51021
25052	7284	51373
25053	7284	28973
25054	7284	51023
25055	7284	54460
25056	7284	56945
25057	7284	51649
25058	7284	64432
25059	7284	64949
25060	7284	23107
25061	7284	28957
25062	7284	7818
25063	7284	10240
25064	7284	51650
25065	7284	65993
25066	7284	60488
25067	7284	118487
25068	7284	54998
25069	7284	55037
25070	51069	91574
25071	51069	51250
25072	54948	91574
25073	51250	54948
25074	63875	91574
25075	51250	63875
25076	29074	91574
25077	29074	51250
25078	9801	91574
25079	9801	51250
25080	55052	91574
25081	51250	55052
25082	91574	219927
25083	51250	219927
25084	29093	91574
25085	29093	51250
25086	6150	91574
25087	6150	51250
25088	79590	91574
25089	51250	79590
25090	51264	91574
25091	51250	51264
25092	11222	91574
25093	11222	51250
25094	10573	91574
25095	10573	51250
25096	57129	91574
25097	51250	57129
25098	51263	91574
25099	51250	51263
25100	64983	91574
25101	51250	64983
25102	9553	91574
25103	9553	51250
25104	64981	91574
25105	51250	64981
25106	51318	91574
25107	51250	51318
25108	51253	91574
25109	51250	51253
25110	64978	91574
25111	51250	64978
25112	54148	91574
25113	51250	54148
25114	51073	91574
25115	51073	51250
25116	64976	91574
25117	51250	64976
25118	64975	91574
25119	51250	64975
25120	28977	91574
25121	28977	51250
25122	84545	91574
25123	51250	84545
25124	65080	91574
25125	51250	65080
25126	84311	91574
25127	51250	84311
25128	26589	91574
25129	26589	51250
25130	51642	91574
25131	51250	51642
25132	740	91574
25133	740	51250
25134	54534	91574
25135	51250	54534
25136	65005	91574
25137	51250	65005
25138	51258	91574
25139	51250	51258
25140	91574	116540
25141	51250	116540
25142	91574	116541
25143	51250	116541
25144	91574	128308
25145	51250	128308
25146	78988	91574
25147	51250	78988
25148	3396	91574
25149	3396	51250
25150	90480	91574
25151	51250	90480
25152	55168	91574
25153	51250	55168
25154	10884	91574
25155	10884	51250
25156	91574	124995
25157	51250	124995
25158	91574	115416
25159	51250	115416
25160	54471	91574
25161	51250	54471
25162	4706	91574
25163	4706	51250
25164	51250	91574
25165	65003	91574
25166	28998	91574
25167	64928	91574
25168	29088	91574
25169	51250	65003
25170	28998	51250
25171	51250	64928
25172	29088	51250
25173	5018	65008
25174	5018	85476
25175	65008	85476
25176	55100	56949
25177	9785	56949
25178	55702	56949
25179	2483	56949
25180	25949	55100
25181	9785	25949
25182	25949	55702
25183	2483	25949
25184	9716	55100
25185	9716	9785
25186	9716	55702
25187	2483	9716
25188	6627	55100
25189	6627	9785
25190	6627	55702
25191	2483	6627
25192	6629	55100
25193	6629	9785
25194	6629	55702
25195	2483	6629
25196	6634	55100
25197	6634	9785
25198	6634	55702
25199	2483	6634
25200	6628	55100
25201	6628	9785
25202	6628	55702
25203	2483	6628
25204	6632	55100
25205	6632	9785
25206	6632	55702
25207	2483	6632
25208	6633	55100
25209	6633	9785
25210	6633	55702
25211	2483	6633
25212	6635	55100
25213	6635	9785
25214	6635	55702
25215	2483	6635
25216	6636	55100
25217	6636	9785
25218	6636	55702
25219	2483	6636
25220	6637	55100
25221	6637	9785
25222	6637	55702
25223	2483	6637
25224	10450	55100
25225	9785	10450
25226	10450	55702
25227	2483	10450
25228	23020	55100
25229	4116	55100
25230	9939	55100
25231	9775	55100
25232	23398	55100
25233	27339	55100
25234	10286	55100
25235	9785	23020
25236	23020	55702
25237	2483	23020
25238	4116	9785
25239	9785	9939
25240	9775	9785
25241	9785	23398
25242	9785	27339
25243	9785	10286
25244	4116	55702
25245	9939	55702
25246	9775	55702
25247	23398	55702
25248	27339	55702
25249	10286	55702
25250	2483	4116
25251	2483	9939
25252	2483	9775
25253	2483	23398
25254	2483	27339
25255	2483	10286
25256	5441	11128
25257	11128	51082
25258	5440	11128
25259	11128	55718
25260	661	11128
25261	10623	11128
25262	10621	11128
25263	10622	11128
25264	11128	55703
25265	9533	11128
25266	11128	27297
25267	5434	11128
25268	5435	11128
25269	11128	171568
25270	5437	11128
25271	11128	51728
25272	5441	55718
25273	661	5441
25274	5441	10623
25275	5441	10621
25276	5441	10622
25277	5441	55703
25278	5441	27297
25279	5441	171568
25280	5441	51728
25281	51082	55718
25282	661	51082
25283	10623	51082
25284	10621	51082
25285	10622	51082
25286	51082	55703
25287	27297	51082
25288	51082	171568
25289	51082	51728
25290	5440	55718
25291	661	5440
25292	5440	10623
25293	5440	10621
25294	5440	10622
25295	5440	55703
25296	5440	27297
25297	5440	171568
25298	5440	51728
25299	661	55718
25300	10623	55718
25301	10621	55718
25302	10622	55718
25303	55703	55718
25304	9533	55718
25305	27297	55718
25306	5434	55718
25307	5435	55718
25308	55718	171568
25309	5437	55718
25310	51728	55718
25311	661	10623
25312	661	10621
25313	661	10622
25314	661	55703
25315	661	9533
25316	661	27297
25317	661	5434
25318	661	5435
25319	661	171568
25320	661	5437
25321	661	51728
25322	10621	10623
25323	10622	10623
25324	10623	55703
25325	9533	10623
25326	10623	27297
25327	5434	10623
25328	5435	10623
25329	10623	171568
25330	5437	10623
25331	10623	51728
25332	10621	10622
25333	10621	55703
25334	9533	10621
25335	10621	27297
25336	5434	10621
25337	5435	10621
25338	10621	171568
25339	5437	10621
25340	10621	51728
25341	10622	55703
25342	9533	10622
25343	10622	27297
