	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	Size
0	0.11547029378619912	0.11146990441746318	0.09755816352537107	0.09477275900019803	0.09902819155164115	0.09214915687976968	0.08513304055799535	0.0734775651449907	0.06575201041487432	0.06478072514863335	0.06013875677307716	0.06060142844133373	0.060603010833676925	0.065805222006843	0.06736066989231546	0.06333659068699861	0.06446736066989231	0.06844112613909493	0.06497284276072086	0.08664316286572912	553
1		0.12751768070917008	0.11354007411054391	0.1082432779021648	0.11331629676953418	0.10401014733144696	0.0976696083838941	0.08835171245243188	0.07927535126816994	0.07917488403099913	0.07484594109369692	0.07692147440348879	0.07603127621080942	0.08226160384433766	0.08659083794218929	0.08117466016927417	0.08293505861073429	0.08822635566821613	0.08598185258867486	0.10991361351073581	518
2			0.11914161637809487	0.1233658260335209	0.12603507797788616	0.11790092796743634	0.10748741610738255	0.09769265124812901	0.08385345752051378	0.08511781179083579	0.07920246285831335	0.08167761093138912	0.0790638969551649	0.0876466611945343	0.08938569441925147	0.08445591796898534	0.0864623012274019	0.09114730282983756	0.08673924306869255	0.11207208729660567	596
3				0.1325252186042907	0.14046859460367075	0.13258236167192736	0.12307642985380866	0.11455898118130271	0.10136696653333291	0.10300556682122883	0.09721223920141564	0.10059672190434367	0.09707041763228891	0.10731307234284386	0.1099584324000841	0.10223401203549407	0.10719265046015494	0.11095409538063289	0.10766835670703209	0.13364891569688594	557
4					0.16112515393090932	0.15465677999116953	0.14551002055498458	0.13638980901609649	0.12354532890743061	0.12415894622431552	0.11887617374681943	0.122201878784742	0.11969957247846247	0.12925702603384917	0.13246159828893642	0.12434935355127029	0.1300570354527189	0.13090243368811214	0.12972889193133824	0.1579531338957611	556
5						0.16184774874168467	0.16243231046931408	0.15505934602498506	0.14541218103688533	0.1497383320780199	0.14445294220586044	0.15158234423291692	0.15118057670994042	0.15924083837623043	0.16676423716134908	0.15549391077782604	0.16566169057143787	0.16590998624413114	0.16728023384687177	0.2015881879334078	554
6							0.17778558650651674	0.17869026207605343	0.17582713516286227	0.18404098150051387	0.17944024108745832	0.19366007194244605	0.19293729161323417	0.20079008221993833	0.21092664092664093	0.19860220569376763	0.2137033462033462	0.21037886532072578	0.21968453449602462	0.25639131551901334	560
7								0.18141810875623826	0.18159332498094882	0.1918087831892759	0.18953670098032885	0.20565705708814244	0.20494878782790643	0.2144169556441178	0.22421090154903103	0.21348307350528914	0.22887419793894614	0.2262293921571151	0.2379460883716725	0.28017118679157393	556
8									0.18423465895147437	0.19727019102850574	0.19470167510612443	0.21546891750513414	0.2138669262431144	0.2254433437092337	0.23531466834877965	0.22223439882159168	0.24222427094958512	0.23829742133779544	0.2516365886755477	0.2905079885822043	557
9										0.2145181152375397	0.209850432042158	0.2329718958646033	0.232705397620862	0.24418378965892035	0.2563938038758183	0.24102333931777378	0.2640158143755266	0.25946255517947003	0.27516371104193843	0.318435898763004	556
10											0.2083747723544683	0.2336708729963964	0.23206521213605846	0.24395205559071595	0.25593672667281286	0.24275017808276578	0.26570592136121757	0.26017542225633744	0.27742555173425215	0.3241833821990881	557
11												0.25984833754617925	0.2598355785748421	0.27304810827596915	0.28641519217058786	0.2723447812665487	0.29879123728044593	0.291830220975277	0.31438332278521885	0.35935316495005437	556
12													0.2603619079601669	0.27328119551037805	0.2853542950490886	0.27101457216622776	0.2992381969042651	0.29307271576905414	0.31473107084954344	0.36273781692778634	557
13														0.28483375461792726	0.29925140968306435	0.2836979967193211	0.3115756043813598	0.3046131967413547	0.3291237745889464	0.37398750064696445	556
14															0.311926366800013	0.29856858653986124	0.32777534291047805	0.3205144321423391	0.34476523201837384	0.3932108367360166	555
15																0.28572258889477287	0.3120934219677487	0.306992160275948	0.3316658554902675	0.3848662542138641	557
16																	0.34532149477997853	0.3371561185514674	0.365387290342407	0.4143107135912891	555
17																		0.33366675002083857	0.36065942324553657	0.41628486119869756	559
18																			0.3913113674231172	0.4498921509112279	557
19																				0.539607233132413	556
