	M	N	n	x	P-value	stat	Network	direction	Name
Brain - Cortex	19056	447	6070	93	1.8414978071142584e-07	0.555224405418511	bind.v8	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	6070	129	2.6246505240811e-08	0.5833760158005799	bind.v8	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	6070	8	0.0075060896948907	0.3795153781296968	bind.v8	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	6070	32	1.4162556874667331e-05	0.4504802914872474	bind.v8	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	6070	51	8.298731979611173e-07	0.4849463991828567	bind.v8	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	6070	15	0.0002027790596564	0.3805001769493925	bind.v8	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	6070	58	1.2676549349257316e-05	0.537430234145973	bind.v8	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	6070	12	0.0049779910921803	0.4267414988445031	bind.v8	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	6070	13	0.0198888277272426	0.4868283470770371	bind.v8	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	6070	182	1.472986783330218e-07	1.7067584815546772	bind.v8	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	6070	394	4.779881865554404e-17	1.8164096939031256	bind.v8	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	6070	34	0.6672031193772009	1.1026768680844228	bind.v8	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	6070	27	0.2072932101659139	0.7393933222164233	bind.v8	-1	Cervix - Endocervix
Colon - Sigmoid	19056	133	6070	28	0.0066356870992759	0.5685093236235242	bind.v8	-1	Colon - Sigmoid
Colon - Transverse	19056	239	6070	39	5.4540518294927545e-08	0.4134090532250041	bind.v8	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	6070	12	0.1836568345003076	0.6254177101031493	bind.v8	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	6070	123	0.0151684191379714	0.773948975317474	bind.v8	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	6070	21	0.0463515113598102	0.6057556978370336	bind.v8	-1	Esophagus - Muscularis
Fallopian Tube	19056	108	6070	20	0.0025067160861087	0.4845229151014275	bind.v8	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	6070	32	0.0076033736315416	0.5931592666733874	bind.v8	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	6070	26	0.0141385166022506	0.5837298408164687	bind.v8	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	6070	57	0.0264854840545463	0.710405233106048	bind.v8	-1	Kidney - Cortex
Kidney - Medulla	19056	250	6070	58	0.0032114363264431	0.6428566478154801	bind.v8	-1	Kidney - Medulla
Liver	19056	496	6070	217	2.1824028583813204e-08	1.6885737608443914	bind.v8	1	Liver
Lung	19056	303	6070	83	0.0937310399623624	0.8044535888364183	bind.v8	-1	Lung
Minor Salivary Gland	19056	233	6070	50	0.0005011061250919	0.5810776464607955	bind.v8	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	6070	92	0.0862244880926496	0.8070442101147279	bind.v8	-1	Muscle - Skeletal
Nerve - Tibial	19056	284	6070	56	4.714195292230465e-06	0.5210415463334092	bind.v8	-1	Nerve - Tibial
Ovary	19056	190	6070	47	0.0346146855679604	0.7008344469742445	bind.v8	-1	Ovary
Pancreas	19056	156	6070	42	0.196278825196859	0.7867146299724095	bind.v8	-1	Pancreas
Pituitary	19056	384	6070	67	1.3926524956319964e-10	0.4460561517348581	bind.v8	-1	Pituitary
Prostate	19056	127	6070	29	0.0280208961674683	0.6313186423385776	bind.v8	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	6070	110	2.3286087378000783e-08	0.559072531737689	bind.v8	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	6070	111	3.891700691389857e-09	0.5465454750765747	bind.v8	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	6070	71	1.8273106227582e-05	0.5725497975898391	bind.v8	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	6070	202	0.4966662514959015	0.9394975592297056	bind.v8	-1	Spleen
Stomach	19056	147	6070	29	0.0012994599928637	0.5235018335161705	bind.v8	-1	Stomach
Testis	19056	2478	6070	369	3.492113133539829e-94	0.333816557350748	bind.v8	-1	Testis
Thyroid	19056	289	6070	73	0.015524902312809	0.7196576683403431	bind.v8	-1	Thyroid
Uterus	19056	104	6070	29	0.460056448307047	0.8263951884345859	bind.v8	-1	Uterus
Vagina	19056	269	6070	76	0.2109866922042521	0.8404501219699838	bind.v8	-1	Vagina
Whole Blood	19056	565	6070	200	0.066905419609072	1.1781288651373365	bind.v8	1	Whole Blood
Adipose - Subcutaneous	19056	141	18033	135	0.70772771753005	1.2784948038887027	biogrid.4.4.227	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	18033	119	0.4192633261285707	1.6922658256112535	biogrid.4.4.227	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	18033	158	1.0	1.1214685314685315	biogrid.4.4.227	1	Adrenal Gland
Artery - Aorta	19056	261	18033	257	0.003207394550109	3.68309799729973	biogrid.4.4.227	1	Artery - Aorta
Artery - Coronary	19056	124	18033	121	0.2243466105356384	2.2967842786958466	biogrid.4.4.227	1	Artery - Coronary
Artery - Tibial	19056	222	18033	216	0.0965679613697205	2.0548913958578887	biogrid.4.4.227	1	Artery - Tibial
Bladder	19056	46	18033	45	0.5173624078284932	2.556704469646431	biogrid.4.4.227	1	Bladder
Brain - Amygdala	19056	66	18033	62	0.7807808375896308	0.8788882087808135	biogrid.4.4.227	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	18033	224	0.139608676378249	1.825593800887192	biogrid.4.4.227	1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	18033	171	0.3203472141545926	0.7437792305108395	biogrid.4.4.227	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	18033	896	0.6564976612316029	1.085738336484824	biogrid.4.4.227	1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	18033	848	0.7616309717829877	0.9602606924643584	biogrid.4.4.227	-1	Brain - Cerebellum
Brain - Cortex	19056	447	18033	428	0.3387610873899918	1.28465896351216	biogrid.4.4.227	1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	18033	572	0.1152030727537284	1.4242921492120328	biogrid.4.4.227	1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	18033	45	0.0069297167722353	0.3173990993995997	biogrid.4.4.227	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	18033	171	0.4123799848428665	0.8065586160564326	biogrid.4.4.227	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	18033	256	0.3450291996612313	0.8040351765389736	biogrid.4.4.227	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	18033	90	0.1120704538193539	0.5651228891489718	biogrid.4.4.227	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	18033	271	0.7926865276250277	0.9602557425965544	biogrid.4.4.227	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	18033	67	0.5939459350171072	0.7592786374262496	biogrid.4.4.227	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	18033	67	1.0	1.267950573305132	biogrid.4.4.227	1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	18033	408	1.3083690336100702e-05	4.713123404255319	biogrid.4.4.227	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	18033	855	3.0727984291881946e-07	2.9453884243183825	biogrid.4.4.227	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	18033	99	0.0447824789229425	5.6416861826697895	biogrid.4.4.227	1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	18033	100	1.0	1.1353370880499638	biogrid.4.4.227	1	Cervix - Endocervix
Colon - Sigmoid	19056	133	18033	126	1.0	1.0212765957446808	biogrid.4.4.227	1	Colon - Sigmoid
Colon - Transverse	19056	239	18033	221	0.1462690853842053	0.6927445916610525	biogrid.4.4.227	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	18033	50	0.7617353645266502	0.9453372629705832	biogrid.4.4.227	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	18033	444	0.1160427570668442	1.4937945841819589	biogrid.4.4.227	1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	18033	92	0.4912076378674739	1.7434925589432029	biogrid.4.4.227	1	Esophagus - Muscularis
Fallopian Tube	19056	108	18033	99	0.1919813762339428	0.6219471395115423	biogrid.4.4.227	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	18033	144	0.093953911143693	2.736877410699313	biogrid.4.4.227	1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	18033	119	0.0682315318615629	3.391174500390756	biogrid.4.4.227	1	Heart - Left Ventricle
Kidney - Cortex	19056	228	18033	215	0.7673203492233303	0.937470319555851	biogrid.4.4.227	-1	Kidney - Cortex
Kidney - Medulla	19056	250	18033	232	0.2015270987602173	0.7276744752167481	biogrid.4.4.227	-1	Kidney - Medulla
Liver	19056	496	18033	483	0.004423384454869	2.138198553583169	biogrid.4.4.227	1	Liver
Lung	19056	303	18033	292	0.1992068323149637	1.5142325686263458	biogrid.4.4.227	1	Lung
Minor Salivary Gland	19056	233	18033	223	0.5589333846271223	1.2683829309376755	biogrid.4.4.227	1	Minor Salivary Gland
Muscle - Skeletal	19056	335	18033	325	0.0498593681195124	1.859187937655297	biogrid.4.4.227	1	Muscle - Skeletal
Nerve - Tibial	19056	284	18033	272	0.5055605909170512	1.290242666516525	biogrid.4.4.227	1	Nerve - Tibial
Ovary	19056	190	18033	182	0.6260467891339974	1.2935549829141224	biogrid.4.4.227	1	Ovary
Pancreas	19056	156	18033	147	0.7226744014999245	0.9259756233925976	biogrid.4.4.227	-1	Pancreas
Pituitary	19056	384	18033	356	0.1075813687142438	0.7156595737802957	biogrid.4.4.227	-1	Pituitary
Prostate	19056	127	18033	118	0.4244777840877972	0.7420969392501628	biogrid.4.4.227	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	18033	498	0.9217148193942416	1.0476570668187437	biogrid.4.4.227	1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	18033	511	0.922966860257866	1.0363400296769776	biogrid.4.4.227	1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	18033	308	0.0644092545985923	0.6663252685255506	biogrid.4.4.227	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	18033	629	0.5984919106675495	1.1192452166168696	biogrid.4.4.227	1	Spleen
Stomach	19056	147	18033	140	1.0	1.1356396356116918	biogrid.4.4.227	1	Stomach
Testis	19056	2478	18033	2213	3.1931100748021945e-30	0.4001273763805071	biogrid.4.4.227	-1	Testis
Thyroid	19056	289	18033	278	0.291470149005516	1.4404956350323852	biogrid.4.4.227	1	Thyroid
Uterus	19056	104	18033	102	0.1834845372518674	2.9039651999330767	biogrid.4.4.227	1	Uterus
Vagina	19056	269	18033	255	1.0	1.0337616315510345	biogrid.4.4.227	1	Vagina
Whole Blood	19056	565	18033	542	0.1843705089195043	1.347276736110248	biogrid.4.4.227	1	Whole Blood
Adipose - Subcutaneous	19056	141	13601	76	1.3116465194664815e-05	0.4659633157969572	bioplex.v3.293T	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	13601	66	3.2579634972365846e-05	0.4617891237143468	bioplex.v3.293T	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	13601	106	0.0380637104575162	0.7062739286155366	bioplex.v3.293T	-1	Adrenal Gland
Artery - Aorta	19056	261	13601	169	0.0190127075005678	0.733442363466867	bioplex.v3.293T	-1	Artery - Aorta
Artery - Coronary	19056	124	13601	84	0.3705945100968882	0.8412739513205593	bioplex.v3.293T	-1	Artery - Coronary
Artery - Tibial	19056	222	13601	146	0.0727266816186469	0.7679927242856305	bioplex.v3.293T	-1	Artery - Tibial
Bladder	19056	46	13601	28	0.1401760709720179	0.6231161538020744	bioplex.v3.293T	-1	Bladder
Brain - Amygdala	19056	66	13601	33	0.0003002141349121	0.3996167452830189	bioplex.v3.293T	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	13601	148	0.0155472295452279	0.7120335948715698	bioplex.v3.293T	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	13601	108	0.0002118376103509	0.5665042692702259	bioplex.v3.293T	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	13601	603	3.939866117652217e-07	0.6979229836264402	bioplex.v3.293T	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	13601	554	1.7823558450712702e-10	0.6308796818657412	bioplex.v3.293T	-1	Brain - Cerebellum
Brain - Cortex	19056	447	13601	279	3.470405648064439e-05	0.6590749458468269	bioplex.v3.293T	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	13601	386	0.0004563215473848	0.733165697237625	bioplex.v3.293T	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	13601	25	0.0002082427886341	0.3569192482532199	bioplex.v3.293T	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	13601	102	7.333858626240294e-06	0.501315598137585	bioplex.v3.293T	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	13601	158	1.0620927808226865e-06	0.5409570934238304	bioplex.v3.293T	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	13601	53	0.000193091582973	0.4600021180729387	bioplex.v3.293T	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	13601	179	0.0009664502133194	0.6602710033830582	bioplex.v3.293T	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	13601	38	0.000931108404869	0.4467127262318331	bioplex.v3.293T	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	13601	45	0.1874383876611209	0.721009147241074	bioplex.v3.293T	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	13601	323	0.0016785988232246	1.450097069505113	bioplex.v3.293T	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	13601	653	0.0192774061788126	1.2057742737722932	bioplex.v3.293T	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	13601	61	0.0261025803124611	0.6256410256410256	bioplex.v3.293T	-1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	13601	64	0.0225221358008484	0.6242979944758449	bioplex.v3.293T	-1	Cervix - Endocervix
Colon - Sigmoid	19056	133	13601	78	0.0019260162566082	0.5663079063951652	bioplex.v3.293T	-1	Colon - Sigmoid
Colon - Transverse	19056	239	13601	115	3.2674226465931326e-14	0.3666077844168146	bioplex.v3.293T	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	13601	34	0.285977172258182	0.7170029444511256	bioplex.v3.293T	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	13601	308	0.0323415270817277	0.8029268930672147	bioplex.v3.293T	-1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	13601	63	0.305434744962469	0.7886343071354706	bioplex.v3.293T	-1	Esophagus - Muscularis
Fallopian Tube	19056	108	13601	70	0.1354987088742148	0.7374683475372342	bioplex.v3.293T	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	13601	79	5.61179861726294e-06	0.4628328997624786	bioplex.v3.293T	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	13601	67	0.0001697804749498	0.4951411807847451	bioplex.v3.293T	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	13601	127	4.223263324598357e-07	0.4996480203163555	bioplex.v3.293T	-1	Kidney - Cortex
Kidney - Medulla	19056	250	13601	135	4.9924468196938166e-09	0.465520247450907	bioplex.v3.293T	-1	Kidney - Medulla
Liver	19056	496	13601	350	0.6873559696244782	0.960459949778926	bioplex.v3.293T	-1	Liver
Lung	19056	303	13601	187	0.000252087446158	0.6416308488815082	bioplex.v3.293T	-1	Lung
Minor Salivary Gland	19056	233	13601	144	0.0016507889968325	0.6451710942803253	bioplex.v3.293T	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	13601	223	0.0511507199362821	0.7952081509087414	bioplex.v3.293T	-1	Muscle - Skeletal
Nerve - Tibial	19056	284	13601	183	0.0117937066854222	0.7229700313897838	bioplex.v3.293T	-1	Nerve - Tibial
Ovary	19056	190	13601	130	0.3751639540629776	0.8677282062702596	bioplex.v3.293T	-1	Ovary
Pancreas	19056	156	13601	96	0.0075671767841049	0.6391706775268419	bioplex.v3.293T	-1	Pancreas
Pituitary	19056	384	13601	203	9.273269555355644e-15	0.4414866901054746	bioplex.v3.293T	-1	Pituitary
Prostate	19056	127	13601	84	0.2005062025994911	0.7821468572736141	bioplex.v3.293T	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	13601	319	1.1121280617382805e-07	0.6119790562598041	bioplex.v3.293T	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	13601	331	4.500607993831646e-07	0.6292233058953104	bioplex.v3.293T	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	13601	171	4.869323695300843e-15	0.4133827298101037	bioplex.v3.293T	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	13601	378	2.645912682279232e-15	0.5224369466522755	bioplex.v3.293T	-1	Spleen
Stomach	19056	147	13601	89	0.0044452773673885	0.6129073007901022	bioplex.v3.293T	-1	Stomach
Testis	19056	2478	13601	1384	4.517812938839442e-70	0.4515858038795403	bioplex.v3.293T	-1	Testis
Thyroid	19056	289	13601	172	1.361455634737311e-05	0.5843559639076803	bioplex.v3.293T	-1	Thyroid
Uterus	19056	104	13601	74	1.0	0.9892560557896553	bioplex.v3.293T	-1	Uterus
Vagina	19056	269	13601	171	0.0052787946246113	0.6960103028553194	bioplex.v3.293T	-1	Vagina
Whole Blood	19056	565	13601	354	5.446401354331758e-06	0.6641496581359564	bioplex.v3.293T	-1	Whole Blood
Adipose - Subcutaneous	19056	141	9924	42	9.95060040721279e-08	0.3877941528214752	bioplex.v3.HCT116	-1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	9924	42	8.433921485050127e-05	0.4749151094020554	bioplex.v3.HCT116	-1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	9924	71	0.018986562230235	0.6854732996095232	bioplex.v3.HCT116	-1	Adrenal Gland
Artery - Aorta	19056	261	9924	118	0.0288326497995059	0.7564242814089847	bioplex.v3.HCT116	-1	Artery - Aorta
Artery - Coronary	19056	124	9924	46	0.0008175959358172	0.5405485383213668	bioplex.v3.HCT116	-1	Artery - Coronary
Artery - Tibial	19056	222	9924	88	0.0001939464017282	0.6007659951563856	bioplex.v3.HCT116	-1	Artery - Tibial
Bladder	19056	46	9924	19	0.1830303560512532	0.64686746312188	bioplex.v3.HCT116	-1	Bladder
Brain - Amygdala	19056	66	9924	15	1.4473321602098275e-06	0.2695410589303841	bioplex.v3.HCT116	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	9924	71	4.7080340354247215e-11	0.4040723637470821	bioplex.v3.HCT116	-1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	9924	57	7.26755704739383e-09	0.409609219948145	bioplex.v3.HCT116	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	9924	366	5.822774004962226e-17	0.5677514602991206	bioplex.v3.HCT116	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	9924	318	8.456842439278635e-25	0.4881173404553188	bioplex.v3.HCT116	-1	Brain - Cerebellum
Brain - Cortex	19056	447	9924	139	1.5592250755806277e-19	0.4069759571037036	bioplex.v3.HCT116	-1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	9924	198	7.822217054872154e-21	0.4479229632484224	bioplex.v3.HCT116	-1	Brain - Frontal Cortex (BA9)
Brain - Hippocampus	19056	53	9924	14	0.0001672218826686	0.3293798028409532	bioplex.v3.HCT116	-1	Brain - Hippocampus
Brain - Hypothalamus	19056	183	9924	49	4.6875335343691476e-12	0.3331962969960325	bioplex.v3.HCT116	-1	Brain - Hypothalamus
Brain - Nucleus accumbens (basal ganglia)	19056	274	9924	87	1.110521574653582e-11	0.4230535264925233	bioplex.v3.HCT116	-1	Brain - Nucleus accumbens (basal ganglia)
Brain - Putamen (basal ganglia)	19056	99	9924	30	1.7097295856789306e-05	0.3982650881957444	bioplex.v3.HCT116	-1	Brain - Putamen (basal ganglia)
Brain - Spinal cord (cervical c-1)	19056	287	9924	115	4.794048241266038e-05	0.6107348021631771	bioplex.v3.HCT116	-1	Brain - Spinal cord (cervical c-1)
Brain - Substantia nigra	19056	72	9924	19	1.3931919202124074e-05	0.3285952396826455	bioplex.v3.HCT116	-1	Brain - Substantia nigra
Breast - Mammary Tissue	19056	70	9924	21	0.0002639792106634	0.3930843467347557	bioplex.v3.HCT116	-1	Breast - Mammary Tissue
Cells - Cultured fibroblasts	19056	413	9924	239	0.0191701969423292	1.2704573371548609	bioplex.v3.HCT116	1	Cells - Cultured fibroblasts
Cells - EBV-transformed lymphocytes	19056	872	9924	486	0.0287752550470783	1.1667517597804926	bioplex.v3.HCT116	1	Cells - EBV-transformed lymphocytes
Cervix - Ectocervix	19056	100	9924	39	0.0090240892659208	0.5866961864723003	bioplex.v3.HCT116	-1	Cervix - Ectocervix
Cervix - Endocervix	19056	105	9924	39	0.0022986916415401	0.5419506138777762	bioplex.v3.HCT116	-1	Cervix - Endocervix
Colon - Sigmoid	19056	133	9924	51	0.0016388506495469	0.5701062024293898	bioplex.v3.HCT116	-1	Colon - Sigmoid
Colon - Transverse	19056	239	9924	69	3.095185212355168e-13	0.3691037693616259	bioplex.v3.HCT116	-1	Colon - Transverse
Esophagus - Gastroesophageal Junction	19056	53	9924	16	0.0014301536697154	0.3969492302152778	bioplex.v3.HCT116	-1	Esophagus - Gastroesophageal Junction
Esophagus - Mucosa	19056	461	9924	249	0.4224746385964884	1.0828726049436888	bioplex.v3.HCT116	1	Esophagus - Mucosa
Esophagus - Muscularis	19056	95	9924	38	0.0230281925767643	0.6119765324701598	bioplex.v3.HCT116	-1	Esophagus - Muscularis
Fallopian Tube	19056	108	9924	30	3.293681793378891e-07	0.3519615617856976	bioplex.v3.HCT116	-1	Fallopian Tube
Heart - Atrial Appendage	19056	147	9924	55	0.0004603211458873	0.5476084533475485	bioplex.v3.HCT116	-1	Heart - Atrial Appendage
Heart - Left Ventricle	19056	121	9924	45	0.0013029711065491	0.5427781418319562	bioplex.v3.HCT116	-1	Heart - Left Ventricle
Kidney - Cortex	19056	228	9924	65	5.917641757010327e-13	0.3627746315066984	bioplex.v3.HCT116	-1	Kidney - Cortex
Kidney - Medulla	19056	250	9924	65	4.042179927020574e-17	0.3188498367522609	bioplex.v3.HCT116	-1	Kidney - Medulla
Liver	19056	496	9924	213	4.001886736482175e-05	0.6858409446429371	bioplex.v3.HCT116	-1	Liver
Lung	19056	303	9924	114	3.936917201642344e-07	0.5498665113344012	bioplex.v3.HCT116	-1	Lung
Minor Salivary Gland	19056	233	9924	98	0.0023459709539654	0.6646810050433092	bioplex.v3.HCT116	-1	Minor Salivary Gland
Muscle - Skeletal	19056	335	9924	155	0.035891096212283	0.7890947555191592	bioplex.v3.HCT116	-1	Muscle - Skeletal
Nerve - Tibial	19056	284	9924	105	3.0386735884758736e-07	0.5348568873140149	bioplex.v3.HCT116	-1	Nerve - Tibial
Ovary	19056	190	9924	71	5.352854106699471e-05	0.5457732874942325	bioplex.v3.HCT116	-1	Ovary
Pancreas	19056	156	9924	53	5.492043065969872e-06	0.4706706809099519	bioplex.v3.HCT116	-1	Pancreas
Pituitary	19056	384	9924	118	1.4661610786642108e-17	0.4010848046078893	bioplex.v3.HCT116	-1	Pituitary
Prostate	19056	127	9924	48	0.0012865620110698	0.5569620253164557	bioplex.v3.HCT116	-1	Prostate
Skin - Not Sun Exposed (Suprapubic)	19056	525	9924	247	0.0211790382694933	0.8129258502880449	bioplex.v3.HCT116	-1	Skin - Not Sun Exposed (Suprapubic)
Skin - Sun Exposed (Lower leg)	19056	539	9924	257	0.0398122047446573	0.8343255955223847	bioplex.v3.HCT116	-1	Skin - Sun Exposed (Lower leg)
Small Intestine - Terminal Ileum	19056	334	9924	89	2.281815875824996e-21	0.3282500025938184	bioplex.v3.HCT116	-1	Small Intestine - Terminal Ileum
Spleen	19056	661	9924	250	8.816302524029597e-14	0.5483506848818943	bioplex.v3.HCT116	-1	Spleen
Stomach	19056	147	9924	56	0.0008565676834442	0.5638115431386611	bioplex.v3.HCT116	-1	Stomach
Testis	19056	2478	9924	806	4.213358599426703e-98	0.3944010008070686	bioplex.v3.HCT116	-1	Testis
Thyroid	19056	289	9924	106	1.445049138971033e-07	0.5279663648901817	bioplex.v3.HCT116	-1	Thyroid
Uterus	19056	104	9924	37	0.0007694961324	0.5063259609709116	bioplex.v3.HCT116	-1	Uterus
Vagina	19056	269	9924	139	0.9023120271928944	0.9836704532054558	bioplex.v3.HCT116	-1	Vagina
Whole Blood	19056	565	9924	265	0.0131274729304101	0.8077026607309246	bioplex.v3.HCT116	-1	Whole Blood
Adipose - Subcutaneous	19056	141	16851	130	0.1861440408193421	1.5506902044788535	comppi_interactions	1	Adipose - Subcutaneous
Adipose - Visceral (Omentum)	19056	123	16851	110	0.8873047642993731	1.107920214305735	comppi_interactions	1	Adipose - Visceral (Omentum)
Adrenal Gland	19056	166	16851	149	0.7142333338683202	1.1481964118421886	comppi_interactions	1	Adrenal Gland
Artery - Aorta	19056	261	16851	240	0.0789544074711822	1.5026187466136898	comppi_interactions	1	Artery - Aorta
Artery - Coronary	19056	124	16851	115	0.1579469304291497	1.676625239005736	comppi_interactions	1	Artery - Coronary
Artery - Tibial	19056	222	16851	204	0.1132918662809281	1.488916921967922	comppi_interactions	1	Artery - Tibial
Bladder	19056	46	16851	44	0.1642652741496351	2.8836794192895816	comppi_interactions	1	Bladder
Brain - Amygdala	19056	66	16851	56	0.3360684970764073	0.7318844894313784	comppi_interactions	-1	Brain - Amygdala
Brain - Anterior cingulate cortex (BA24)	19056	231	16851	209	0.4068365678258004	1.246154308376397	comppi_interactions	1	Brain - Anterior cingulate cortex (BA24)
Brain - Caudate (basal ganglia)	19056	184	16851	154	0.0487372200256107	0.6686829969455591	comppi_interactions	-1	Brain - Caudate (basal ganglia)
Brain - Cerebellar Hemisphere	19056	943	16851	812	0.0246880085915344	0.8015233859833069	comppi_interactions	-1	Brain - Cerebellar Hemisphere
Brain - Cerebellum	19056	898	16851	763	0.0013170871129912	0.7272086855627383	comppi_interactions	-1	Brain - Cerebellum
Brain - Cortex	19056	447	16851	398	0.7645996865667808	1.0643651613687473	comppi_interactions	1	Brain - Cortex
Brain - Frontal Cortex (BA9)	19056	595	16851	527	1.0	1.0145644449889732	comppi_interactions	1	Brain - Frontal Cortex (BA9)
