	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	Size
0	0.0645597863857493	0.0855020967380518	0.05524428917745113	0.02627544277028813	0.020873882260020873	0.019155038670516464	0.017065583931851397	0.01312238680262813	0.01218039480950279	0.011668136668136668	0.009180592762682314	0.008841560827542136	0.008118997098115428	0.00810318989509741	0.009895668460483275	0.010418975836843272	0.01497457660652105	702
1		0.1230416205095743	0.08497010484965772	0.04482798563651106	0.0377034894500686	0.03460008771001255	0.030870842584493935	0.02496737675191079	0.023136949035034174	0.021005300499682522	0.017363743082341104	0.015679145227344326	0.015310943976641726	0.014525556926674028	0.017018115376612568	0.017414111323381797	0.025521483562213898	356
2			0.07087960140990644	0.04709405560119789	0.04631491426777639	0.04572929172707048	0.041823807398057355	0.03824634461259291	0.03583109626051079	0.033057420589554264	0.029686528795610637	0.028610984311558514	0.027444097841451996	0.026246340847288885	0.02891882081310102	0.029594837868472328	0.039903777492145104	389
3				0.0364317968816563	0.04066550984995407	0.040529477875983405	0.037802745025413094	0.036716891356066615	0.034856562052728746	0.03342663188024013	0.0323889829204493	0.0314143944503324	0.032328318224220824	0.0317740301531494	0.034840349369988546	0.03639680323241926	0.04944277395952654	485
4					0.04492812917655402	0.046548867538167005	0.04344775794944764	0.04383888615105855	0.04153081304106266	0.039662750058789664	0.039156691788581846	0.03906997008112026	0.0400126729610316	0.03916518819512009	0.043157353929837425	0.04382115444973892	0.058043217516196066	606
5						0.04922130359546241	0.04764495235639085	0.048019829113962596	0.045819104848923056	0.04292644534905639	0.041255900845704185	0.039893366121180864	0.040567336907814	0.03872132193342098	0.04252264966851104	0.04247598139794664	0.05483821220278152	743
6							0.04737777192867013	0.0512828039245792	0.050402883033396656	0.04895798084420839	0.049400899693151014	0.04954635122278807	0.05153382330466677	0.050016152665766735	0.05439583795372219	0.05424539969053248	0.06775915761070452	1002
7								0.058960129770340645	0.061053095850113245	0.06174932645520881	0.06453389162783368	0.06623549851284871	0.06972411488243344	0.06876956207116017	0.0736773609016256	0.07296543090745498	0.08880483283056813	1326
8									0.06550803703653689	0.06839975149834304	0.07383324824569307	0.07696921403812282	0.08249769304146612	0.08148195531570929	0.08731167871426088	0.08622764444495987	0.100717732319845	1491
9										0.07574574630505793	0.0865081227767795	0.09331980929527658	0.10175859523307319	0.10296722103080484	0.11033298923923925	0.11109014437544697	0.12936089498589498	1628
10											0.10474152534816955	0.1179313711814758	0.13155937251099492	0.1365376585281684	0.14573244886677722	0.1487172781625016	0.17025255666113875	1675
11												0.1359851319390202	0.15403416852787474	0.1629088785046729	0.17418880073122187	0.17974124000107733	0.20450651988144686	1712
12													0.1758681843705941	0.18841784799431352	0.20357816125290024	0.21324979773598027	0.24061922638996305	1724
13														0.20451930181166567	0.22264136426889317	0.2367899918375506	0.26943440912010275	1730
14															0.24692988805249952	0.2687376587682784	0.3106597356181413	1728
15																0.299118827052774	0.35529038584694206	1735
16																	0.44581765103261917	1728
