partial	baseAUPRC	AUPRC	P@k
p@500	0.00012953198114136268	0.40833428530481863	0.85
p@test	0.0001819543358621024	0.5380811026115478	0.5864440078585462
p@1%	2.986855094553775e-05	0.0962671905697446	1.0
