partial	baseAUPRC	AUPRC	P@k
p@500	5.2151790727803726e-05	0.13027473926399438	0.532
p@test	7.489467690985348e-05	0.16222849023349517	0.2447149263292761
p@1%	2.3723183000241547e-05	0.06338909318707019	0.8231292517006803
