partial	baseAUPRC	AUPRC	P@k
p@500	5.065998034392762e-05	0.12483210390066136	0.51
p@test	6.97319729439945e-05	0.14917918316435327	0.22659780503550678
p@1%	2.4038657339667618e-05	0.06492660593380029	0.8287671232876712
