partial	baseAUPRC	AUPRC	P@k	Present	Possible
p@500	1.5282397479876053e-05	0.0009759495544302687	0.108	2712	11554
p@test	0.00011744805470645487	0.00356996931760411	0.04693508256050667	2712	11554
p@1%	4.528117771815127e-06	0.00044729269554444275	0.14678899082568808	2712	11554
