partial	baseAUPRC	AUPRC	P@k
p@500	4.89840607825576e-05	0.12609751230179334	0.5
p@test	6.524676896236671e-05	0.14601882761249957	0.21332479180012812
p@1%	2.429609414814857e-05	0.07072786088285651	0.8493150684931506
