partial	baseAUPRC	AUPRC	P@k
p@500	3.601364056474488e-05	0.01164633718878095	0.226
p@test	0.0001494725435828792	0.0319925629947984	0.14794952681388013
p@1%	2.3584153998151514e-05	0.008559294098740611	0.25874125874125875
