partial	baseAUPRC	AUPRC	P@k
p@500	0.00012973510450480202	0.40624581141875915	0.858
p@test	0.00018175011143912824	0.5339699317405625	0.5892156862745098
p@1%	2.9031631777298354e-05	0.09348949758704284	0.9795918367346939
