partial	baseAUPRC	AUPRC	P@k
p@500	3.9137872223438435e-05	0.009996605050094181	0.246
p@test	0.00014668747231711478	0.02953327712260785	0.14538000630715864
p@1%	2.195539173509961e-05	0.005913576414350983	0.24125874125874125
