partial	baseAUPRC	AUPRC	P@k
p@500	0.0001334055028546024	0.41404219265127873	0.872
p@test	0.0001710405415039512	0.5009481472990096	0.5485770363101079
p@1%	2.9985640549887693e-05	0.09617271835132483	1.0
