partial	baseAUPRC	AUPRC	P@k
p@500	3.641702112567229e-05	0.011350526607581596	0.23
p@test	0.00014408473575809472	0.029967403492514047	0.14317180616740088
p@1%	2.5016910164592273e-05	0.008406952017707782	0.2762237762237762
