partial	baseAUPRC	AUPRC	P@k
p@500	3.8275253294462684e-05	0.012260648466680409	0.24
p@test	0.00015597165717493543	0.03311061568255819	0.1543560606060606
p@1%	2.5835795973762314e-05	0.00901429718430088	0.28321678321678323
