partial	baseAUPRC	AUPRC	P@k
p@500	0.00012891999261917765	0.4023409470422737	0.844
p@test	0.00017077316557848418	0.5034698196820201	0.5501968503937008
p@1%	2.9938766058482017e-05	0.09645669291338581	1.0
