partial	baseAUPRC	AUPRC	P@k
p@500	5.334033433483612e-05	0.14209777101834567	0.538
p@test	7.37643285225243e-05	0.16911586798103428	0.23984526112185686
p@1%	2.518298312462523e-05	0.07519546380706185	0.8639455782312925
