partial	baseAUPRC	AUPRC	P@k
p@500	3.662166129867417e-05	0.010727767508345	0.23
p@test	0.00015540322359785212	0.03170283388912873	0.15394321766561514
p@1%	2.101764909315213e-05	0.007001985046783277	0.23076923076923078
