partial	baseAUPRC	AUPRC	P@k
p@500	4.773219058933344e-05	0.12494289850029586	0.486
p@test	6.737506737506737e-05	0.14889440341042645	0.22001282873636946
p@1%	2.435716721431007e-05	0.07285533794933764	0.8435374149659864
