partial	baseAUPRC	AUPRC	P@k
p@500	5.060289594838821e-05	0.13351911248792925	0.512
p@test	6.661396849455791e-05	0.15338948011580486	0.21741935483870967
p@1%	2.3917775038105364e-05	0.07231799489761423	0.8231292517006803
