partial	baseAUPRC	AUPRC	P@k
p@500	4.930038185928836e-05	0.12835803923804986	0.496
p@test	6.599889829549893e-05	0.1481014874186091	0.21460892049127342
p@1%	2.445139906730834e-05	0.07312005655394493	0.8424657534246576
