partial	baseAUPRC	AUPRC	P@k
p@500	0.00013546539273905496	0.42426572487784003	0.882
p@test	0.00018492101231045596	0.5419790223130809	0.59251968503937
p@1%	2.9796242847365827e-05	0.09539949866301253	0.9897959183673469
