partial	baseAUPRC	AUPRC	P@k
p@500	0.0001335975188683619	0.4180495725478688	0.876
p@test	0.0001839253513187722	0.5401810465831771	0.5882926829268292
p@1%	2.989168230388006e-05	0.09560975609756098	1.0
