partial	baseAUPRC	AUPRC	P@k	Present	Possible
p@500	7.874256315862248e-06	0.0005289374773055851	0.05	1665	3751
p@test	1.5433542379090008e-05	0.0009559799134599496	0.02348993288590604	1665	3751
p@1%	3.779643031613879e-06	0.00024898344504730824	0.03773584905660377	1665	3751
