partial	baseAUPRC	AUPRC	P@k
p@500	4.0638309446327035e-05	0.012166202809743114	0.254
p@test	0.00015487355726001798	0.03335897215441262	0.15311610249920912
p@1%	2.7198868527069274e-05	0.008451454153237899	0.2972027972027972
