partial	baseAUPRC	AUPRC	P@k
p@500	3.552378714019875e-05	0.01132712897233492	0.224
p@test	0.00016144292548536755	0.03468836492142961	0.16026448362720402
p@1%	2.4422603658886642e-05	0.008641168594424618	0.2692307692307692
