partial	baseAUPRC	AUPRC	P@k
p@500	0.00013439781266039557	0.422957664668127	0.884
p@test	0.00017666318813504487	0.5241419412657027	0.5712881022615536
p@1%	2.9798610046875034e-05	0.09636184857423795	1.0
