,0
EFO_0001663,0.11309854969863917
EFO_00016632023-07-27,0.0915978651556922
EFO_00030952023-07-27,-0.00028778858982299446
EFO_0003843,0.002255003755268269
EFO_00039232023-07-27,-0.013450815994467753
EFO_00043052023-07-27,0.11778397299285387
EFO_00043082023-07-27,0.14674651337687558
EFO_0004309,0.032887988590860256
EFO_00043092023-07-27,0.258732847285236
EFO_00043122023-07-27,0.04879918513229458
EFO_00043382023-07-27,0.16887529471650306
EFO_00043402023-07-27,0.08373570813650898
EFO_00043422023-07-27,0.009004719141661009
EFO_00043432023-07-27,-0.0019992348226931544
EFO_00043482023-07-27,0.09706303526806798
EFO_00044652023-07-27,0.00012346499951531955
EFO_0004468,0.0022331197468086895
EFO_00044682023-07-27,-0.005875238264405507
EFO_00045092023-07-27,0.0916171714130921
EFO_0004518,0.002244963828572253
EFO_00045182023-07-27,-0.00938402357369061
EFO_00045302023-07-27,0.07868056706304827
EFO_00045322023-07-27,0.37121279533756635
EFO_00045352023-07-27,-0.016077170102073723
EFO_00045412023-07-27,0.012487788011864186
EFO_00045702023-07-27,0.02241188824238501
EFO_0004574,0.0037802851682971423
EFO_00045742023-07-27,0.0673614156483783
EFO_00045872023-07-27,0.07780356190328527
EFO_00046112023-07-27,0.08038833210188553
EFO_0004612,-0.0018579121960853704
EFO_00046122023-07-27,0.15798931794769516
EFO_00047352023-07-27,-0.016313121954273924
EFO_00047362023-07-27,0.03492428001901652
EFO_00047412023-07-27,0.0913399235890225
EFO_0004748,0.0016943928937347154
EFO_00047612023-07-27,0.06922422569054883
EFO_0005036,0.22156026290866376
EFO_00050362023-07-27,0.06639279909508713
EFO_0005047,0.0013689889426577568
EFO_0006312,0.0032673861736213982
EFO_00063122023-07-27,-0.005397142753071287
EFO_00063352023-07-27,0.22584954972055535
EFO_00063362023-07-27,0.14084018328626205
EFO_00078692023-07-27,-0.005583962557199625
EFO_00079932023-07-27,0.028941596448929262
EFO_0009187,0.32282370068016664
EFO_0803541,0.3082081853362563
EFO_0803544,0.13438515545125904
EFO_0803548,0.006584595791613086
