,0
EFO_0000319,0.08704075779837321
EFO_0000341,-0.013457540711869907
EFO_0004314,0.022501115009970034
EFO_0004338,0.19913872520351514
EFO_0004344,-0.0031812247353268895
EFO_0004462,-0.012909994471435744
EFO_0004468,-0.0043973739413596296
EFO_0004535,-0.013110939752230542
EFO_0004536,0.05828374490108087
EFO_0004568,-0.02477825797506073
EFO_0004570,0.006983710056486667
EFO_0004617,0.004961064318321646
EFO_0004627,-0.02208967006711422
EFO_0004631,-0.00397329679041699
EFO_0004682,-0.022182393766784356
EFO_0004703,0.06657891510840518
EFO_0004704,0.28119804639768414
EFO_0004741,0.06265852731186947
EFO_0004761,0.07144718575123582
EFO_0004838,0.34961911843900995
EFO_0005036,0.25986574755302005
EFO_0005047,0.00353579139430084
EFO_0005055,0.014991566384760019
EFO_0005090,0.0132450353489791
EFO_0005116,0.02893689808904235
EFO_0005210,0.08416455990005803
EFO_0005423,-0.011468316208943672
EFO_0006312,0.007352328754341168
EFO_0006340,0.06155069495093631
EFO_0006525,0.03566535949503455
EFO_0006939,0.0034420121821066136
EFO_0007005,0.00698366041665387
EFO_0007629,0.19348580427456943
EFO_0007800,-0.012551099813245854
EFO_0007822,-0.03502668457415985
EFO_0007869,-0.005547200599060161
EFO_0007874,0.053576084772279105
EFO_0007876,0.021169926605920424
EFO_0007885,0.013114442377382886
EFO_0007989,0.04689281754186444
EFO_0007990,0.014797123806742564
EFO_0007991,0.09898187461420313
EFO_0007993,0.030809182680778122
EFO_0008002,0.0036762947908861436
EFO_0008354,0.0020508019156376127
EFO_0008446,0.03215535988148106
EFO_0009718,0.19029555380154345
EFO_0009749,0.03515364874188883
EFO_0009819,0.9474928341065553
EFO_0010067,0.1926247166900164
EFO_0010554,0.044306957490271845
EFO_0010701,0.1374175245943136
EFO_0020865,0.9621417199250676
EFO_0022196,0.024930977425895957
EFO_0803544,0.12522804990286723
GO_0006306,0.0031408925254290893
HP_0000539,0.01055274983107131
MONDO_0005405,0.02776863960336741
MONDO_0100096,0.05546085165940835
