,0
EFO_0000274,0.4000915713787829
EFO_00002742023-07-27,0.01372542773201124
EFO_0001663,0.20435507752009974
EFO_00016632023-07-27,0.37059364272467765
EFO_00030952023-07-27,-0.019154446045534543
EFO_0003843,-0.0037897411260667253
EFO_0003923,0.21432421577307384
EFO_00039232023-07-27,0.6425761577872574
EFO_0004305,0.06944232678539997
EFO_00043052023-07-27,0.04369718496711015
EFO_00043082023-07-27,0.001037498481790659
EFO_0004309,-0.01750876083826137
EFO_00043092023-07-27,-0.003000288033362697
EFO_00043122023-07-27,-0.001470041271742479
EFO_00043382023-07-27,0.03437511831450488
EFO_00043402023-07-27,0.0035905412031310567
EFO_00043432023-07-27,0.10848639099803177
EFO_00043482023-07-27,0.20559380081451814
EFO_00044652023-07-27,0.35899903725403814
EFO_0004468,0.031324074140682466
EFO_00044682023-07-27,0.08866116598122652
EFO_0004509,0.000574942146645105
EFO_00045092023-07-27,0.08566383588064418
EFO_0004518,-0.01407746622126027
EFO_00045182023-07-27,0.0398918881558769
EFO_0004530,0.27052101846194165
EFO_00045302023-07-27,0.1193075040632578
EFO_00045322023-07-27,0.047785579839862764
EFO_00045352023-07-27,0.010007720281820433
EFO_00045412023-07-27,0.24350143102250646
EFO_00045702023-07-27,0.22583414818561465
EFO_0004574,0.13275955406564893
EFO_00045742023-07-27,-0.001018274834587824
EFO_00045872023-07-27,0.03487995194992954
EFO_00046112023-07-27,0.07002385074163257
EFO_0004612,0.1084543906294586
EFO_00046122023-07-27,0.12165899072298411
EFO_00047352023-07-27,0.010411286196267426
EFO_00047362023-07-27,0.14502786459508255
EFO_00047412023-07-27,-0.016208540016146595
EFO_0004748,0.06086264930981616
EFO_00047612023-07-27,0.0902756827300528
EFO_0005036,0.01457186913120164
EFO_00050362023-07-27,0.005885403012867378
EFO_0005047,0.030763822090122704
EFO_00050932023-07-27,-0.00043339730969737264
EFO_0006312,0.029087439311395187
EFO_00063122023-07-27,-0.007426459522162086
EFO_00063352023-07-27,0.07211197150554581
EFO_00063362023-07-27,-0.01083761061137304
EFO_00078692023-07-27,0.030021090434553793
EFO_00079932023-07-27,0.07468703034819654
EFO_0009187,0.016527613175549065
EFO_0803541,0.017865692881714985
EFO_0803548,0.5234708070587799
