partial	baseAUPRC	AUPRC	P@k
p@500	2.9845237217863533e-05	0.02180254803996081	0.196
p@test	5.238143674971966e-05	0.035165201140075764	0.16879293424926398
p@1%	7.004494449090421e-06	0.006435456468999815	0.23469387755102042
