partial	baseAUPRC	AUPRC	P@k
p@500	2.7887454813129536e-05	0.018779989287390008	0.182
p@test	4.9339343130921486e-05	0.030624552756755335	0.1573802541544477
p@1%	7.048477590131641e-06	0.004443698867615075	0.23469387755102042
