partial	baseAUPRC	AUPRC	P@k
p@500	4.798230412623824e-06	0.0013870124834774373	0.048
p@test	6.3976405501651e-06	0.0015523692738242437	0.019765287214329835
p@1%	3.398746542275209e-06	0.0010767371771182403	0.11643835616438356
