partial	baseAUPRC	AUPRC	P@k
p@500	3.0198065413323695e-05	0.02190346539058781	0.196
p@test	5.3000686235629344e-05	0.03481390377379122	0.16962524654832348
p@1%	7.7035881156438e-06	0.006060897901044333	0.25510204081632654
