9400	2958
55174	2966
26512	2966
26173	2966
404672	55174
404672	26512
404672	26173
404672	1665
85235	57332
57332	2271
6830	2958
51497	2958
51497	2957
10036	3012
2271	1616
57332	10785
57332	6217
8970	2271
23492	8520
57332	5591
8346	1616
8344	1616
8343	1616
8339	1616
3012	2271
8335	2271
85235	10036
8535	8520
23466	8520
333932	5591
23492	3018
79829	57332
10785	1616
4234	1616
55723	23466
55723	8535
404672	79084
8535	4171
23466	4171
58508	54623
10785	3021
10785	3020
5931	863
10036	6217
10036	4234
8805	8335
8805	3012
10036	6883
51592	3012
9150	2958
5931	5579
