partial	baseAUPRC	AUPRC	P@k
p@500	2.773501539598135e-05	0.01897959684613288	0.182
p@test	4.5107497567090543e-05	0.028015461820826485	0.14467253176930597
p@1%	6.705168557270216e-06	0.0043082794607320245	0.22448979591836735
