partial	baseAUPRC	AUPRC	P@k
p@500	1.5248992216342534e-05	0.00198314691601662	0.096
p@test	5.432453477072028e-05	0.004821063387674609	0.05384130982367758
p@1%	9.848307473054555e-06	0.0014749135712179404	0.10801393728222997
