partial	baseAUPRC	AUPRC	P@k
p@500	2.641258769282707e-05	0.016411169696417403	0.174
p@test	4.311020060208556e-05	0.024149299163279986	0.13813229571984437
p@1%	5.768266277743842e-06	0.00383451571025159	0.19387755102040816
