partial	baseAUPRC	AUPRC	P@k
p@500	1.7656109704151018e-05	0.0021147828619448566	0.11
p@test	9.437993187309815e-05	0.010372076366305716	0.09297912713472485
p@1%	1.1877746528247048e-05	0.0014415663369296548	0.1289198606271777
