partial	baseAUPRC	AUPRC	P@k
p@500	1.3035620947034684e-05	0.0011738670961136527	0.082
p@test	5.341425168541041e-05	0.0036632819553132174	0.052946738102741885
p@1%	8.266491332265897e-06	0.0007683010135904412	0.09059233449477352
