partial	baseAUPRC	AUPRC	P@k
p@500	1.2730747280941137e-05	0.007999696101248227	0.128
p@test	3.739657013776459e-05	0.01912168409890576	0.12199870214146658
p@1%	5.171866082882336e-06	0.004519144646211394	0.17687074829931973
