partial	baseAUPRC	AUPRC	P@k
p@500	8.93259174592063e-05	0.2428899092869396	0.588
p@test	0.000130342920374148	0.3065642977461143	0.41650485436893203
p@1%	2.7952327912404694e-05	0.07313007476620398	0.9387755102040817
