partial	baseAUPRC	AUPRC	P@k
p@500	4.517853673790929e-06	0.0021325889519800325	0.046
p@test	6.482137879786985e-06	0.0023327063110393062	0.020257826887661142
p@1%	2.9464263089940842e-06	0.0017287508818891906	0.10273972602739725
