partial	baseAUPRC	AUPRC	P@k
p@500	1.1860056082251861e-05	0.003755939641308011	0.12
p@test	3.261515422619261e-05	0.012054640711033435	0.10631443298969072
p@1%	1.779008412337779e-06	0.00034159740276657933	0.061224489795918366
