partial	baseAUPRC	AUPRC	P@k
p@500	1.4307384295388348e-05	0.0013358631580699541	0.09
p@test	5.691159530832254e-05	0.004359067058218612	0.056342461441611584
p@1%	7.3126630843096005e-06	0.0007839180817052965	0.08013937282229965
