partial	baseAUPRC	AUPRC	P@k
p@500	1.2795334820924292e-05	0.004939554158167913	0.128
p@test	3.4787316544387915e-05	0.014389490174362618	0.11357702349869452
p@1%	2.998906598654131e-06	0.0010956413468916507	0.10204081632653061
