partial	baseAUPRC	AUPRC	P@k
p@500	4.557823722402377e-06	0.0014405590446207337	0.046
p@test	6.935818708003617e-06	0.0016722518115074379	0.021645021645021644
p@1%	2.774327483201447e-06	0.0010786149035128976	0.09523809523809523
