partial	baseAUPRC	AUPRC	P@k
p@500	1.7585262143502775e-05	0.0017938488507171614	0.11
p@test	7.673568935346665e-05	0.007395659405531027	0.07559055118110236
p@1%	1.0870889325074441e-05	0.0010281498996097748	0.11846689895470383
