partial	baseAUPRC	AUPRC	P@k	Present	Possible
p@500	2.8347322737104097e-06	2.740707759873152e-05	0.018	1951	8031
p@test	2.8662292989738585e-05	0.00025064608459118875	0.014967105263157894	1951	8031
p@1%	1.8898215158069398e-06	1.6973055913142316e-05	0.018867924528301886	1951	8031
