51285	3458
644353	3569
644353	3558
644353	1387
644353	999
644353	7040
51285	7040
644353	3082
51285	3630
3458	998
7124	3932
51285	999
644353	6198
3569	998
644353	7422
7040	998
644353	581
5137	387
51285	836
644353	5829
51285	4790
644353	598
51285	3576
644353	3479
644353	595
572	387
644353	2335
644353	3565
644353	4792
5925	3565
644353	3065
644353	1386
644353	4233
51285	3565
644353	3791
3576	998
644353	5925
1026	867
7422	5599
51285	581
3479	998
644353	1437
5137	1950
51285	5925
5580	3082
5137	1499
51285	857
7325	5594
644353	5328
998	595
644353	572
