partial	baseAUPRC	AUPRC	P@k
p@500	1.0640526177960437e-05	0.0038584716381100457	0.108
p@test	2.6798362225974428e-05	0.009552202668996649	0.08745980707395498
p@1%	2.561608153953438e-06	0.0012495462531714092	0.08843537414965986
